chr_replace,chr_replace_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome_fasta,genome_fasta_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chr_replace,parameters.chr_replace.values,parameters.chr_replace|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.decode_url,parameters.expose,parameters.filtering,parameters.full_gff_attribute_preservation,parameters.gffs.__current_case__,parameters.gffs.ensembl,parameters.gffs.gff_fmt,parameters.gffs.output_cmd,parameters.gffs.tname,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.maxintron,parameters.merging.__current_case__,parameters.merging.merge_cmd,parameters.merging.merge_options,parameters.merging.merge_sel,parameters.reference_genome.__current_case__,parameters.reference_genome.fa_outputs,parameters.reference_genome.fasta_indexes,parameters.reference_genome.genome_fasta,parameters.reference_genome.genome_fasta.values,parameters.reference_genome.ref_filtering,parameters.reference_genome.source,parameters.region.__current_case__,parameters.region.discard_partial,parameters.region.range,parameters.region.region_filter,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2015-06-21 01:37:15.927333,slurm_normal,1434850673.0,0,,1.0,,,main_w2_handler1,2349134,9700309,False,,71595743,gtf,4008735.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""False""",,"""False""",0,,none,,,20081701,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23729301.0,1434850666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-21 01:37:55.704661,46144.0,7.0
,,,,2015-07-27 19:37:57.595116,slurm_normal,1438025927.0,0,,1.0,,,main_w2_handler1,2392135,10010148,False,,750667497,gtf,4292389.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""True""","[""-C"", ""-G""]","""False""",1,True,gff,-o output.gff3,gencodegtftogff,20582143,,,"""""",,,,,0.0,,,,,,none,0,,,none,32.0,,24149443.0,1438025894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-07-27 19:38:55.883183,58466.0,33.0
1066379.0,gtf,,,2015-09-15 18:44:51.846419,slurm_normal,1442342720.0,0,,1.0,9172878.0,fasta,main_w2_handler0,2438951,10326084,False,,440726,gtf,4609951.roundup,slurm,,132112168.0,corral-repl,,,21120483,,,"""/galaxy-repl/localdata/chrom/nostSp.len""","""nostSp""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,21120339,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,25177876.0,1442342715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-09-15 18:45:23.744259,69253.0,5.0
,,,,2015-06-23 06:46:23.253539,slurm_normal,1435042055.0,0,,1.0,,,main_w2_handler0,2339021,9713937,False,,343414,gff3,4021003,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""","[""-C""]","""False""",0,,none,,,20102076,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23605825.0,1435042052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-23 06:47:38.362522,64796.0,3.0
,,,,2015-07-28 07:55:22.648055,slurm_normal,1438070156.0,0,,1.0,,,main_w1_handler1,2391796,10014365,False,,4959217,gff3,4296428.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,2,20590589,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,24336845.0,1438070151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-07-28 07:55:58.597341,,5.0
,,376.0,len,2015-05-21 08:52:01.963471,slurm_normal,1432198367.0,0,,1.0,,,main_w2_handler1,2163681,9511568,False,,845864692,gtf,3832745.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/main/files/010/160/dataset_10160706.dat""","""?""","""False""","""True""",,"""True""",0,,none,,,18187925,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23199068.0,1432198336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-05-21 08:52:49.819075,54511.0,31.0
,,,,2015-05-20 20:57:44.610830,slurm_normal,1432155482.0,0,,1.0,,,main_w1_handler0,2312122,9507047,False,,6165347,gtf,3828385.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""False""",,"""False""",0,,none,,,19754105,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23181370.0,1432155479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-05-20 20:58:06.064963,57602.0,3.0
,,,,2015-07-28 18:42:23.310180,slurm_normal,1438109335.0,0,,1.0,887262936.0,fasta,main_w2_handler1,2372127,10019453,False,,64306713,gtf,4301073.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",1,False,gff,-o output.gff3,,20377110,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,24357030.0,1438108985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-07-28 18:49:07.123054,60145.0,350.0
,,376.0,len,2015-05-21 09:00:00.681865,slurm_normal,1432198854.0,0,,1.0,,,main_w1_handler1,2163681,9511620,False,,845864692,gtf,3832789.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/main/files/010/160/dataset_10160706.dat""","""?""","""False""","""True""",,"""True""",2,,gtf,-T -o output.gtf,,18187925,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23199068.0,1432198811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-05-21 09:00:58.158380,54511.0,43.0
,,376.0,len,2015-05-21 08:57:25.017167,slurm_normal,1432198694.0,0,,1.0,,,main_w1_handler0,2163681,9511603,False,,845864692,gtf,3832776.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/main/files/010/160/dataset_10160706.dat""","""?""","""False""","""True""",,"""False""",2,,gtf,-T -o output.gtf,,18187925,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23199068.0,1432198655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-05-21 08:58:16.581360,54511.0,39.0
,,,,2015-06-27 01:06:52.492655,slurm_normal,1435367252.0,0,,1.0,167462736.0,fasta,main_w1_handler1,2353314,9747518,False,,37007546,gtf,4050823.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,20132253,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,23858196.0,1435367231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 01:07:34.438948,60634.0,21.0
,,,,2015-06-27 00:53:16.111683,slurm_normal,1435366426.0,0,,1.0,167462736.0,fasta,main_w2_handler0,2353314,9747495,False,,37007546,gtf,4050798.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",,"""False""",1,False,gff,-o output.gff3,,20132253,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,23858196.0,1435366409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 00:53:48.802488,60634.0,17.0
,,,,2015-06-27 01:16:47.026949,slurm_normal,1435367844.0,0,,1.0,167462736.0,fasta,main_w1_handler2,2353314,9747526,False,,37007546,gtf,4050831.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,20132253,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,23858196.0,1435367829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 01:17:25.612763,60634.0,15.0
,,,,2015-06-27 13:55:36.433611,slurm_normal,1435413379.0,0,,1.0,365888908.0,fasta,main_w1_handler1,2348193,9749035,False,,63265501,gtf,4052554.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""True""",,"""False""",1,False,gff,-o output.gff3,,20155280,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,23863728.0,1435413359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 13:56:21.812537,60634.0,20.0
,,,,2015-06-27 13:54:14.836310,slurm_normal,1435413287.0,0,,1.0,365888908.0,fasta,main_w2_handler0,2348193,9749030,False,,63265501,gtf,4052550.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,20155280,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,23863728.0,1435413276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 13:54:49.581531,60634.0,11.0
,,,,2015-06-27 14:04:24.058849,slurm_normal,1435413899.0,0,,1.0,,,main_w2_handler0,1108231,9749045,False,,32393861,gff3,4052572.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""","[""-O""]","""True""",2,,gtf,-T -o output.gtf,,20160213,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,22216191.0,1435413876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 14:05:02.143570,13623.0,23.0
,,,,2015-07-28 20:33:15.166160,slurm_normal,1438115652.0,0,,1.0,887262936.0,fasta,main_w1_handler1,2378393,10020442,False,,64306713,gtf,4302248.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",1,False,gff,-o output.gff3,,20377822,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,24360586.0,1438115616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-07-28 20:34:16.274989,60634.0,36.0
,,,,2015-06-28 19:58:52.211850,slurm_normal,1435521558.0,0,,1.0,,,main_w1_handler0,1869351,9754860,False,,9863816,gff3,4058219.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""","[""-C""]","""False""",0,,none,,,19958107,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23614349.0,1435521553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-28 19:59:19.682849,30357.0,5.0
,,,,2015-07-28 20:33:16.665415,slurm_normal,1438115652.0,0,,1.0,887262936.0,fasta,main_w1_handler1,2378393,10020443,False,,61809126,gtf,4302249.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/main/files/011/675/dataset_11675185.dat""","""lamprey_marinus""","""False""","""False""",,"""False""",1,False,gff,-o output.gff3,,20377893,,,"""""",0.0,,,none,,,,,,,,0,,,none,32.0,,24360586.0,1438115616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-07-28 20:34:16.373648,60634.0,36.0
,,,,2015-06-27 16:33:06.020629,slurm_normal,1435422827.0,0,,1.0,887262936.0,fasta,main_w1_handler2,2348193,9749849,False,,63265501,gtf,4053391.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/main/files/011/675/dataset_11675185.dat""","""lamprey_marinus""","""False""","""False""",,"""False""",1,False,gff,-o output.gff3,,20155280,,,"""""",,,,,,,,,,,,0,,,none,32.0,,23866016.0,1435422804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 16:33:51.013468,60634.0,23.0
,,,,2015-06-27 20:34:20.915296,slurm_normal,1435437289.0,0,,1.0,,,main_w1_handler0,2321451,9751067,False,,13239,gff3,4054601.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",2,,gtf,-T -o output.gtf,,20162975,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23304094.0,1435437282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 20:34:50.782124,64187.0,7.0
,,,,2015-06-27 21:01:43.599186,slurm_normal,1435438925.0,0,,1.0,,,main_w1_handler2,1869351,9751112,False,,9863816,gff3,4054644.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,19958107,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23614349.0,1435438920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 21:02:07.457001,30357.0,5.0
,,,,2015-06-27 20:37:59.468931,slurm_normal,1435437504.0,0,,1.0,,,main_w1_handler2,1869351,9751077,False,,9863816,gff3,4054610.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,19958107,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23614349.0,1435437500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-27 20:38:26.220288,30357.0,4.0
,,,,2015-06-28 03:49:14.932164,slurm_normal,1435463380.0,0,,1.0,,,main_w1_handler1,1869351,9752970,False,,9863816,gff3,4056475.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""","[""-C""]","""False""",0,,none,,,19958107,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23128971.0,1435463373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-28 03:49:43.359839,30357.0,7.0
,,,,2015-06-28 03:15:27.043746,slurm_normal,1435461346.0,0,,1.0,,,main_w2_handler0,1869351,9752941,False,,9863816,gff3,4056454.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""False""",,"""False""",0,,none,,,19958107,,,"""""",0.0,,,none,0.0,,,,,,none,0,,,none,32.0,,23128971.0,1435461339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.0,2.2.1.0,,2015-06-28 03:15:48.474539,30357.0,7.0
