create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation_databases,parameters.annotation_type,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.infostring,parameters.no_genotypes,parameters.no_load_genotypes,parameters.passonly,parameters.ped,parameters.ped.values,parameters.skip_cadd,parameters.skip_gene_tables,parameters.skip_gerp_bp,ped,ped_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-05 07:20:53.388968,slurm_normal,1512459206.0,0,,1.0,main_w3_handler1,3353116,17699380,False,15542581,vcf,,11763989,slurm,,132112168.0,corral-repl,,"""cb84407ad98c11e7952d005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32732475}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32732415}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512458813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-05 07:33:30.153936,115071.0,393.0
2017-12-05 19:43:29.362483,slurm_normal,1512503473.0,0,,1.0,main_w3_handler1,3354389,17708412,False,15543486,vcf,,11773145,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32752794}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32752247}]","""false""","""false""","""false""",200.0,tabular,32.0,,42464340.0,1512503025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-05 19:51:18.242986,115072.0,448.0
2017-12-05 20:15:50.516207,slurm_normal,1512505189.0,0,,1.0,main_w4_handler0,3354460,17708855,False,137980,vcf,,11773506,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32753757}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32753612}]","""false""","""false""","""false""",231.0,tabular,32.0,,41901567.0,1512505084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-05 20:19:53.254509,115073.0,105.0
2017-12-05 21:01:04.274863,slurm_normal,1512508571.0,0,,1.0,main_w3_handler0,3354487,17709581,False,14781046,vcf,,11774421,slurm,,132112168.0,corral-repl,,"""5aee5792d9ff11e79d5b005056ba2773""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32755072}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32754257}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512508168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-05 21:16:21.761715,115070.0,403.0
2017-12-05 21:02:26.904532,slurm_normal,1512508617.0,0,,1.0,main_w4_handler0,3354480,17709597,False,15542581,vcf,,11774431,slurm,,132112168.0,corral-repl,,"""95b2785ed9ff11e7b1d8005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32755090}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32754748}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512508243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-05 21:16:59.422487,115073.0,374.0
2017-12-07 16:13:27.465186,slurm_normal,1512663597.0,0,,1.0,main_w3_handler0,3323652,17737701,False,15531503,vcf,,11804047,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32801518}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32294932}]","""false""","""false""","""false""",200.0,tabular,32.0,,42514772.0,1512663220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-07 16:19:59.553491,114804.0,377.0
2017-12-07 20:41:18.256362,slurm_normal,1512680109.0,0,,1.0,main_w4_handler1,3346853,17740364,False,14001543,vcf,,11806669,slurm,,132112168.0,corral-repl,,"""f79e523cdb8e11e7a19b005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 32805498}]",,"""false""","""false""","""false""","""false""",,,"""false""","""false""","""false""",,,32.0,,,1512679899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-07 20:55:11.274261,114246.0,210.0
2017-12-07 20:36:44.912937,slurm_normal,1512679778.0,0,,1.0,main_w4_handler1,3357702,17740301,False,15542581,vcf,,11806626,slurm,,132112168.0,corral-repl,,"""548cfb3edb8e11e7b2aa005056ba2773""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 32805400}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32804979}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512679411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-07 20:49:39.787815,115068.0,367.0
2018-01-17 21:45:22.001267,slurm_normal,1516225652.0,0,,1.0,main_w3_handler0,3395650,18066210,False,448118,vcf,,12144358,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""None""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33359914}]",,"""false""","""true""","""true""","""false""",,,"""true""","""true""","""true""",,,32.0,,43250706.0,1516225527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-01-17 21:47:35.453195,,125.0
2017-12-10 18:57:31.105140,slurm_normal,1512932338.0,0,,1.0,main_w3_handler0,3360648,17765869,False,137980,vcf,,11834584,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32848219}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32848171}]","""false""","""false""","""false""",231.0,tabular,32.0,,41967090.0,1512932272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-10 18:59:00.878390,115057.0,66.0
2017-12-11 02:10:42.948859,slurm_normal,1512958307.0,0,,1.0,main_w4_handler1,3360860,17768018,False,137980,vcf,,11836689,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32851152}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32851009}]","""false""","""false""","""false""",231.0,tabular,32.0,,42516734.0,1512958251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-11 02:11:49.097024,115077.0,56.0
2017-12-11 16:36:00.143999,slurm_normal,1513010905.0,0,,1.0,main_w4_handler0,3361718,17774186,False,15542581,vcf,,11843180,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32861234}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32861131}]","""false""","""false""","""false""",200.0,tabular,32.0,,41967090.0,1513010526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-11 16:48:28.009876,115057.0,379.0
2017-12-12 23:49:40.421155,slurm_normal,1513123341.0,0,,1.0,main_w4_handler0,3360890,17791068,False,15543486,vcf,,11860181,slurm,,132112168.0,corral-repl,,"""1c9ac5c8df9711e7bdf4005056ba2773""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 32888065}]",,"""false""","""false""","""false""","""false""",,,"""false""","""false""","""false""",,,32.0,,,1513122978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-13 00:02:24.145295,115077.0,363.0
2017-12-13 02:20:47.343341,slurm_normal,1513132451.0,0,,1.0,main_w3_handler1,3363619,17792232,False,15543486,vcf,,11861492,slurm,,132112168.0,corral-repl,,"""3856810cdfac11e7a95a005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 32889785}]",,"""false""","""false""","""false""","""false""",,,"""false""","""false""","""false""",,,32.0,,,1513132061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-13 02:34:12.288012,115077.0,390.0
2017-12-13 06:26:56.152589,slurm_normal,1513146529.0,0,,1.0,main_w3_handler1,3363801,17794040,False,137980,vcf,,11863276,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32894182}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32894005}]","""false""","""false""","""false""",231.0,tabular,32.0,,42516734.0,1513146434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-13 06:28:52.821706,115077.0,95.0
2017-12-13 07:51:27.848733,slurm_normal,1513152252.0,0,,1.0,main_w4_handler0,3363855,17794541,False,15543486,vcf,,11863793,slurm,,132112168.0,corral-repl,,"""68c2847adfda11e7913f005056ba2773""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32895200}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32895139}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1513151865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-13 08:04:14.862883,115077.0,387.0
2018-01-24 15:18:36.420531,slurm_normal,1516807266.0,0,,1.0,main_w4_handler1,3400803,18144745,False,139103,vcf,,12225164,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33480982}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33442675}]","""false""","""false""","""false""",231.0,tabular,32.0,,43324538.0,1516807153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-01-24 15:21:07.677829,87699.0,113.0
2018-03-07 22:34:13.098707,slurm_normal,1520462417.0,0,7680.0,1.0,main_w4_handler0,3448672,18648840,False,4128887,vcf,,12742774,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""VEP""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 34280127}]",,"""false""","""false""","""false""","""false""",,,"""false""","""false""","""false""",,,32.0,,44274720.0,1520462077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-03-07 22:40:19.185637,123137.0,340.0
2018-01-26 14:03:32.224003,slurm_normal,1516979676.0,0,,1.0,main_w3_handler0,1366712,18165729,False,120057538,vcf,,12247313,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33514177}]",,"""false""","""false""","""false""","""false""",,,"""false""","""false""","""false""",,,32.0,,41974551.0,1516975433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-01-26 15:14:41.311990,32709.0,4243.0
2018-01-29 22:10:53.175827,slurm_normal,1517263959.0,0,,1.0,main_w4_handler0,3409652,18194213,False,132690,vcf,,12274937,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33561386}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33561502}]","""false""","""false""","""false""",231.0,tabular,32.0,,43461385.0,1517263862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-01-29 22:12:41.131495,119875.0,97.0
2018-02-08 00:13:29.473651,slurm_normal,1518049021.0,0,7680.0,1.0,main_w3_handler0,3421343,18305121,False,5991546,vcf,,12388845,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33738041}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33739601}]","""false""","""false""","""false""",219.0,tabular,32.0,,43324538.0,1518048819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-08 00:17:03.807424,87699.0,202.0
2018-02-08 01:11:14.787932,slurm_normal,1518054006.0,0,7680.0,1.0,main_w3_handler1,3421441,18305543,False,5991547,vcf,,12389422,slurm,,132112168.0,corral-repl,,"""eea9ce040c6c11e8b2c9005056ba2773""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33740340}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33740260}]","""false""","""false""","""false""",219.0,tabular,32.0,,,1518053826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-08 01:40:09.117793,87699.0,180.0
2018-02-08 09:46:54.644297,slurm_normal,1518083324.0,0,7680.0,1.0,main_w3_handler1,3421819,18308484,False,132690,vcf,,12392233,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33744904}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33744818}]","""false""","""false""","""false""",231.0,tabular,32.0,,43712752.0,1518083221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-08 09:48:49.088004,121082.0,103.0
2018-02-17 19:05:20.485265,slurm_normal,1518895681.0,0,7680.0,1.0,main_w3_handler0,3433027,18422643,False,4305146,vcf,,12512726,slurm,,132112168.0,corral-repl,,"""778a6c24141511e8af08005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33918785}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33918727}]","""false""","""false""","""false""",219.0,tabular,32.0,,,1518895519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-17 19:28:03.981595,87699.0,162.0
2018-02-17 19:08:42.463969,slurm_normal,1518896176.0,0,7680.0,1.0,main_w4_handler0,3433028,18422674,False,4172436,vcf,,12512771,slurm,,132112168.0,corral-repl,,"""f068c744141511e885bc005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33918823}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 33918731}]","""false""","""false""","""false""",219.0,tabular,32.0,,,1518896028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-17 19:36:18.284740,87699.0,148.0
2018-02-23 19:45:29.410624,slurm_normal,1519415279.0,0,7680.0,1.0,main_w4_handler1,3440542,18501680,False,132690,vcf,,12597252,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 34039759}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 34038971}]","""false""","""false""","""false""",231.0,tabular,32.0,,44121148.0,1519415163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-23 19:48:01.880976,,116.0
2018-02-24 10:09:08.465497,slurm_normal,1519467044.0,0,7680.0,1.0,main_w4_handler0,3403554,18506136,False,128845,vcf,,12601986,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 34046305}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 34046104}]","""false""","""false""","""false""",231.0,tabular,32.0,,44133821.0,1519466959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-24 10:10:46.874206,120492.0,85.0
2018-02-28 18:24:00.168856,slurm_normal,1519842434.0,0,7680.0,1.0,main_w3_handler0,3445906,18552356,False,1948094,vcf,,12648753,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""None""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 34122819}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 34123015}]","""false""","""false""","""false""",200.0,tabular,32.0,,44168111.0,1519842252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2018-02-28 18:27:16.651498,45389.0,182.0
