bamInput,bamInput_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,extraSampling,extraSampling_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2719121795,bam,,,,,2018-01-10 17:21:14.747262,slurm_multi,1515605250.0,0,,,,6.0,main_w4_handler2,2969861,17994772,False,,355263981.0,twobit,12071488,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28097556}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""",0,1000000000,specific,"""200""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33249261}]",,history,32.0,,43112455.0,1515604927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-10 17:27:35.564776,97200,323.0
4578810711,bam,,,,,2018-01-11 07:22:20.969614,slurm_multi,1515655686.0,0,,,,6.0,main_w4_handler2,2969861,18000659,False,,355263981.0,twobit,12077677,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28097551}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33249261}]",,history,32.0,,43128708.0,1515655348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-11 07:28:07.915672,97200,338.0
160891477,bam,,,,,2017-11-22 19:32:29.281102,slurm_multi,1511379810.0,0,,,,6.0,main_w3_handler2,3334110,17553062,False,,,,11613360,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32473421}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""51""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,42193276.0,1511379156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-11-22 19:43:31.859431,116840,654.0
436746164,bam,,,,,2017-11-22 19:32:28.700283,slurm_multi,1511379859.0,0,,,,6.0,main_w3_handler2,3334110,17553061,False,,,,11613359,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32471585}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""51""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,42193276.0,1511379153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-11-22 19:44:21.552861,116840,706.0
163292787,bam,,,,,2017-11-22 19:32:31.207186,slurm_multi,1511380395.0,0,,,,6.0,main_w4_handler2,3334110,17553064,False,,,,11613477,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32476769}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""51""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,42193276.0,1511379865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-11-22 19:53:17.025360,116840,530.0
429632771,bam,,,,,2017-11-22 19:32:30.207170,slurm_multi,1511380507.0,0,,,,6.0,main_w3_handler2,3334110,17553063,False,,,,11613467,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32476358}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",2,,2451960000,"""51""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,42193276.0,1511379815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-11-22 19:55:09.032269,116840,692.0
894684086,bam,,,,,2017-11-24 03:55:14.701407,slurm_multi,1511495817.0,0,,,,6.0,main_w3_handler2,3336187,17568374,False,,,,11630508,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32480134}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",2,,2451960000,"""300""","""png""","""chr1""",0,,/galaxy/data/hg18/seq/hg18.2bit,cached,32.0,,42180464.0,1511495717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-11-24 03:56:59.565518,116984,100.0
2719121795,bam,,,,,2018-01-13 23:12:51.793255,slurm_multi,1515885474.0,0,,,,6.0,main_w4_handler2,2969861,18028064,False,,355263981.0,twobit,12105337,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28097556}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33303176}]",,history,32.0,,43186007.0,1515885177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-13 23:17:56.886924,97200,297.0
2719121795,bam,,,,,2018-01-13 23:26:39.735111,slurm_multi,1515886328.0,0,,,,6.0,main_w3_handler2,2969861,18028145,False,,355263981.0,twobit,12105412,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28097556}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal5.len""","""galGal5""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33249261}]",,history,32.0,,43186007.0,1515886005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-13 23:32:09.875019,97200,323.0
2719121795,bam,,,,,2018-01-15 10:18:32.607733,slurm_multi,1516011844.0,0,,,,6.0,main_w4_handler2,2969861,18037620,False,,355263981.0,twobit,12114755,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28097556}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33303176}]",,history,32.0,,43201254.0,1516011517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-15 10:24:06.824798,97200,327.0
2719121795,bam,,,,,2018-01-15 14:26:58.459810,slurm_multi,1516029856.0,0,,,,6.0,main_w3_handler2,2969861,18039332,False,,355263981.0,twobit,12116470,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28097556}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""""",1,"[{'src': 'hda', 'id': 33303176}]",,history,32.0,,43201254.0,1516026425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-15 15:24:17.871504,97200,3431.0
3227271556,bam,,,,,2018-01-15 15:36:54.868470,slurm_multi,1516034497.0,0,,,,6.0,main_w4_handler2,2969861,18039791,False,,355263981.0,twobit,12116928,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33318786}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""""",1,"[{'src': 'hda', 'id': 33303176}]",,history,32.0,,43201254.0,1516030709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-15 16:41:43.023076,97200,3788.0
4578810711,bam,,,,,2018-01-15 16:48:46.675208,slurm_multi,1516035320.0,0,,,,6.0,main_w4_handler2,3392799,18040193,False,,355263981.0,twobit,12117437,slurm,,132111800.0,corral-repl,,0,no,"""f2a79a10fa1311e7b36e005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 33318461}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33320175}]",,history,32.0,,,1516034930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-15 16:55:23.348662,97200,390.0
3227271556,bam,,,,,2018-01-16 09:44:15.561077,slurm_multi,1516096248.0,0,,,,6.0,main_w4_handler2,2969861,18046329,False,,355263981.0,twobit,12123691,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 33318786}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33303176}]",,history,32.0,,43201254.0,1516095859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-16 09:50:51.213239,97200,389.0
125460515,bam,,,,,2017-12-02 23:10:13.164275,slurm_multi,1512256825.0,0,,,,6.0,main_w3_handler2,2701150,17678342,False,,,,11740962,slurm,,132109816.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32697237}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,42417974.0,1512256232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-02 23:20:26.220380,42716,593.0
127676473,bam,,,,,2017-12-02 23:10:13.523472,slurm_multi,1512256738.0,0,,,,6.0,main_w4_handler2,2701150,17678343,False,,,,11740960,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32697245}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,42417974.0,1512256224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-02 23:19:01.386538,42716,514.0
125684189,bam,,,,,2017-12-02 23:58:26.215194,slurm_multi,1512260099.0,0,,,,6.0,main_w4_handler2,2701150,17678425,False,,,,11741069,slurm,,132109816.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32697251}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""100""","""png""","""""",0,,hg38,cached,32.0,,42417974.0,1512259623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-03 00:15:04.136143,42716,476.0
127676473,bam,,,,,2017-12-02 23:58:25.646001,slurm_multi,1512260091.0,0,,,,6.0,main_w4_handler2,2701150,17678424,False,,,,11741068,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32697245}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""100""","""png""","""""",0,,hg38,cached,32.0,,42417974.0,1512259608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-03 00:14:55.183752,42716,483.0
128332833,bam,,,,,2017-12-02 23:58:26.718596,slurm_multi,1512259604.0,0,,,,6.0,main_w3_handler2,2701150,17678426,False,,,,11741057,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32697257}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""100""","""png""","""""",0,,hg38,cached,32.0,,42417974.0,1512259120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-03 00:06:46.473655,42716,484.0
125460515,bam,,,,,2017-12-02 23:58:25.185262,slurm_multi,1512259613.0,0,,,,6.0,main_w4_handler2,2701150,17678423,False,,,,11741056,slurm,,132109816.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32697237}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",2,,2451960000,"""100""","""png""","""""",0,,hg38,cached,32.0,,42417974.0,1512259117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-03 00:06:54.657660,42716,496.0
2587183323,bam,,,,,2018-01-16 11:56:08.274359,slurm_multi,1516104126.0,0,,,,6.0,main_w4_handler2,3393811,18047835,False,,355263981.0,twobit,12125175,slurm,,132112168.0,corral-repl,,0,no,"""3adc2dfafab411e7ae48005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 33328426}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33328419}]",,history,32.0,,,1516103771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-16 12:02:07.118767,97200,355.0
3881461654,bam,,,,,2018-01-16 11:57:32.067897,slurm_multi,1516104155.0,0,,,,6.0,main_w3_handler2,3393959,18047844,False,,355263981.0,twobit,12125187,slurm,,132111800.0,corral-repl,,0,no,"""6d94b460fab411e78375005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 33330840}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33330841}]",,history,32.0,,,1516103857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-16 12:02:37.603898,97200,298.0
5000829964,bam,,,,,2018-01-16 12:50:15.321397,slurm_multi,1516107446.0,0,,,,6.0,main_w3_handler2,3393810,18048230,False,,355263981.0,twobit,12125606,slurm,,132112168.0,corral-repl,,0,no,"""ca20bb8cfabb11e7880c005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 33331172}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33328402}]",,history,32.0,,,1516107020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-16 12:57:28.959131,97200,426.0
2498891327,bam,,,,,2018-01-16 13:13:13.822646,slurm_multi,1516108688.0,0,,,,6.0,main_w3_handler2,3393806,18048393,False,,355263981.0,twobit,12125818,slurm,,132112168.0,corral-repl,,0,no,"""00191dd0fabf11e7a0ae005056ba2773""",0.0,no,"[{'src': 'hda', 'id': 33331555}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,1000000000,specific,"""150""","""png""","""chr1""",1,"[{'src': 'hda', 'id': 33328393}]",,history,32.0,,,1516108399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2018-01-16 13:18:10.232010,97200,289.0
2099229647,bam,,,,,2017-12-05 06:15:25.105669,slurm_multi,1512455490.0,0,,,,6.0,main_w3_handler2,3353352,17699081,False,,,,11763655,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32731920}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,2150570000,"""300""","""png""","""""",0,,mm10,cached,32.0,,42310534.0,1512454534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-05 06:31:34.340491,112337,956.0
2099229647,bam,,,,,2017-12-05 19:17:12.860215,slurm_multi,1512502920.0,0,,,,6.0,main_w3_handler2,3353352,17708166,False,,,,11772873,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32731920}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,2652783500,specific,"""364""","""png""","""""",0,,mm10,cached,32.0,,42310534.0,1512501446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-05 19:42:04.326996,112337,1474.0
2488693374,bam,,,,,2017-12-05 21:20:23.629036,slurm_multi,1512510675.0,0,,,,6.0,main_w4_handler2,3354534,17709779,False,,,,11774533,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 32755227}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,2652783500,specific,"""360""","""png""","""""",0,,mm10,cached,32.0,,42310534.0,1512509591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.5.0.0,2.5.0.0,,2017-12-05 21:51:18.103803,112337,1084.0
