chromInfo,chromInfo_filetype,create_time,dbsnp_input_rod,dbsnp_input_rod_filetype,destination_id,end_epoch,exit_code,galaxy_slots,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals_filetype,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,gatk_param_type|pedigree_0|pedigree_file,gatk_param_type|pedigree_0|pedigree_file_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.additional_annotations,parameters.annotation_group,parameters.annotations_type.__current_case__,parameters.annotations_type.annotations,parameters.annotations_type.annotations_type_selector,parameters.chromInfo,parameters.comp_rod_bind,parameters.dbkey,parameters.dbsnp_rod_bind_type.__current_case__,parameters.dbsnp_rod_bind_type.dbsnp_input_rod,parameters.dbsnp_rod_bind_type.dbsnp_input_rod.values,parameters.dbsnp_rod_bind_type.dbsnp_rod_bind_type_selector,parameters.dbsnp_rod_bind_type.dbsnp_rod_name,parameters.exclude_annotations,parameters.expressions,parameters.family_string,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.mendel_violation_genotype_quality_threshold,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.input_variant_bti,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.resource_rod_bind,parameters.snpEff_rod_bind_type.__current_case__,parameters.snpEff_rod_bind_type.snpEff_input_rod,parameters.snpEff_rod_bind_type.snpEff_rod_bind_type_selector,parameters.snpEff_rod_bind_type.snpEff_rod_name,processor_count,ref_file,ref_file_filetype,runner_name,session_id,snpEff_input_rod,snpEff_input_rod_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-10 20:14:59.835381,588328981.0,vcf,slurm_normal,1465589775.0,0,1.0,,,41.0,bed,,,main_w1_handler0,2735366,13135704,False,,,,,,188205,vcf,7320381.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efcf3b261795ae0b'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c9e00a47795a3ee5'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30782326.0,,,1465589714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:16:16.861427,85938.0,61.0
,,2016-06-10 20:15:50.311343,588328981.0,vcf,slurm_normal,1465589912.0,0,1.0,41.0,bed,,,,,main_w2_handler1,2735346,13135716,False,,,,,,178052,vcf,7320394.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e7646da86ed6b48'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,"[{'__index__': 0, 'input_exclude_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c629569217aa06d4'}]}}]",[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30782275.0,,,1465589763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:18:35.162680,39842.0,149.0
,,2016-06-10 20:34:56.057769,588328981.0,vcf,slurm_normal,1465591080.0,0,1.0,,,41.0,bed,,,main_w2_handler0,2735323,13136000,False,,,,,,188346,vcf,7320649.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d833e0bffce08d0b'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c6f1c14ed7db45f4'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30533884.0,,,1465591015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:38:03.823296,48896.0,65.0
,,2016-06-10 20:54:40.564847,188263.0,vcf,slurm_normal,1465592113.0,0,1.0,,,41.0,bed,,,main_w2_handler0,2735371,13136145,False,,,,,,188263,vcf,7320785.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd1cdf4e01dffcc6'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50cde0796bedbc194'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30782417.0,,,1465592094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:55:17.076289,85942.0,19.0
,,2016-06-10 20:47:02.966735,588328981.0,vcf,slurm_normal,1465592738.0,0,1.0,,,41.0,bed,,,main_w2_handler1,2735469,13136101,False,,,,,,188346,vcf,7320889.roundup,slurm,,132112168.0,corral-repl,,"""75ceef2c2f4c11e6ace1005056a51846""",[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d833e0bffce08d0b'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57aca771018240089'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30533884.0,,,1465592709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 21:05:41.126444,48896.0,29.0
,,2016-06-13 18:00:43.588281,588328981.0,vcf,slurm_normal,1465840883.0,0,1.0,,,41.0,bed,,,main_w1_handler0,2735385,13150757,False,,,,,,186550,vcf,7335014.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d58e6b96e05ef43e'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b51d592ddd12087490'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30827177.0,,,1465840853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-13 18:01:26.914807,85949.0,30.0
,,2017-01-11 19:03:29.879880,4578627615.0,vcf,slurm_normal,1484165077.0,0,1.0,,,,,,,main_w4_handler1,2819153,14742733,False,,,,,,32662423,vcf,8907479.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 27227182}]",set_dbsnp,dbsnp,"[""AlleleBalance"", ""AlleleBalanceBySample"", ""BaseCounts"", ""BaseQualityRankSumTest"", ""ChromosomeCounts"", ""DepthPerAlleleBySample"", ""FisherStrand"", ""HaplotypeScore"", ""HardyWeinberg"", ""InbreedingCoeff"", ""IndelType"", ""LowMQ"", ""MVLikelihoodRatio"", ""MappingQualityRankSumTest"", ""MappingQualityZero"", ""MappingQualityZeroBySample"", ""MappingQualityZeroFraction"", ""NBaseCount"", ""RMSMappingQuality"", ""ReadDepthAndAllelicFractionBySample"", ""ReadPosRankSumTest"", ""SampleList"", ""SpanningDeletions"", ""TechnologyComposition""]",[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,,,,35054549.0,,,1484161415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2017-01-11 20:04:42.237757,89658.0,3662.0
,,2016-10-28 21:00:42.950469,,,slurm_normal,1477692256.0,0,1.0,,,,,,,main_w3_handler0,2819153,14203070,False,,,,,,166602738,vcf,8414463.roundup,slurm,,132112168.0,corral-repl,,,[],,1.0,"['HomopolymerRun', 'IndelType']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,,,,33266751.0,,,1477690625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-10-28 22:04:22.708205,89658.0,1631.0
,,2017-01-12 14:09:59.513542,4578627615.0,vcf,slurm_normal,1484232050.0,0,1.0,,,,,,,main_w3_handler0,2819153,14749204,False,,,,,,594939361,vcf,8913857.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 27227182}]",set_dbsnp,dbsnp,"[""AlleleBalance"", ""AlleleBalanceBySample"", ""BaseCounts"", ""BaseQualityRankSumTest"", ""ChromosomeCounts"", ""DepthPerAlleleBySample"", ""FisherStrand"", ""HaplotypeScore"", ""HardyWeinberg"", ""InbreedingCoeff"", ""IndelType"", ""LowMQ"", ""MVLikelihoodRatio"", ""MappingQualityRankSumTest"", ""MappingQualityZero"", ""MappingQualityZeroBySample"", ""MappingQualityZeroFraction"", ""NBaseCount"", ""RMSMappingQuality"", ""ReadDepthAndAllelicFractionBySample"", ""ReadPosRankSumTest"", ""SampleList"", ""SpanningDeletions"", ""TechnologyComposition""]",[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,,,,35083750.0,,,1484230203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2017-01-12 14:40:51.456055,89658.0,1847.0
,,2016-11-03 07:06:41.567789,127811967.0,vcf,slurm_normal,1478159355.0,0,1.0,,,,,,,main_w4_handler1,2875694,14238801,False,,,,,,127811967,vcf,8448459.roundup,slurm,,132112168.0,corral-repl,,,[],"[""RodRequiringAnnotation"", ""Standard"", ""Experimental"", ""WorkInProgress"", ""RankSumTest""]",0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1f539deb579b94d'}]",set_dbsnp,dbsnp,"[""AlleleBalance"", ""AlleleBalanceBySample"", ""BaseCounts"", ""BaseQualityRankSumTest"", ""ChromosomeCounts"", ""DepthOfCoverage"", ""DepthPerAlleleBySample"", ""FisherStrand"", ""GCContent"", ""HaplotypeScore"", ""HardyWeinberg"", ""HomopolymerRun"", ""InbreedingCoeff"", ""IndelType"", ""LowMQ"", ""MVLikelihoodRatio"", ""MappingQualityRankSumTest"", ""MappingQualityZero"", ""MappingQualityZeroBySample"", ""MappingQualityZeroFraction"", ""NBaseCount"", ""QualByDepth"", ""RMSMappingQuality"", ""ReadDepthAndAllelicFractionBySample"", ""ReadPosRankSumTest"", ""SampleList"", ""SnpEff"", ""SpanningDeletions"", ""TechnologyComposition""]",[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,,,,34001736.0,,,1478156806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-11-03 07:49:19.057020,93469.0,2549.0
