create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.g_col2,parameters.input1,parameters.input2,parameters.stat,parameters.t_col1,parameters.t_col2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-18 02:25:55.653178,slurm_normal,1445135184.0,0,1.0,main_w1_handler0,2474765,10616210,False,,54004.0,vcf,54004,vcf,4885821.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",21585526,21585526,"""fisher""","""1""","""1""",32.0,,25752346.0,1445135165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2015-10-18 02:26:26.442522,63574.0,19.0
2014-10-30 05:39:13.588472,rodeo_normal,1414647575.0,0,1.0,main_w2_handler0,2063864,8070076,False,,13108.0,tabular,13165,tabular,97763.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",17376384,17376386,"""fisher""","""2""","""2""",1.0,,17173399.0,1414647564.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-10-30 05:39:37.567656,,11.0
2014-09-30 16:05:43.549098,roundup_single,1412093162.0,0,1.0,main_w2_handler0,2071207,7901093,False,,15578145.0,bed,15578145,bed,1881629,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hetGla2.len""","""hetGla2""","""1""",17098160,17098160,"""fisher""","""1""","""1""",32.0,,17306462.0,1412093154.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-09-30 16:06:03.463794,53685.0,8.0
2014-12-11 18:22:03.809905,rodeo_normal,1418322143.0,0,1.0,main_w2_handler1,2146046,8399724,False,,5447491.0,tabular,5447491,tabular,538812.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1""",17912049,17912049,"""fisher""","""1""","""1""",2.0,,20015756.0,1418322130.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-12-11 18:22:27.627127,,13.0
2014-12-08 17:46:29.691379,rodeo_normal,1418063228.0,0,1.0,main_w1_handler1,2141228,8373795,False,,3737703.0,tabular,116963244,gtf,2265458.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",17869006,17859724,"""fisher""","""1""","""1""",32.0,,19626224.0,1418063044.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-12-08 18:27:09.230124,56238.0,184.0
2014-11-10 05:29:12.113282,rodeo_normal,1415597379.0,0,1.0,main_w2_handler0,2063864,8133735,False,,361622.0,tabular,1369379,tabular,165363.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17478965,17479018,"""binomial""","""2""","""3""",2.0,,17173399.0,1415597363.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-11-10 05:29:42.209385,,16.0
2014-11-10 05:24:59.382145,rodeo_normal,1415597112.0,0,1.0,main_w1_handler0,2063864,8133723,False,,361622.0,tabular,1369379,tabular,165346.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17478965,17479018,"""fisher""","""1""","""3""",2.0,,17173399.0,1415597105.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-11-10 05:25:14.532565,,7.0
2014-10-28 04:06:59.681168,rodeo_normal,1414469234.0,0,1.0,main_w2_handler1,2063864,8053390,False,,485.0,tabular,485,tabular,84720.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17345146,17345146,"""fisher""","""1""","""1""",2.0,,17173399.0,1414469226.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-10-28 04:07:18.117718,,8.0
2014-11-22 19:46:54.712246,rodeo_normal,1416687444.0,0,1.0,main_w2_handler0,2114801,8229015,False,,9520.0,csv,10416712,tabular,2089895.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""2""",17649143,17649160,"""binomial""","""1""","""1""",32.0,,18465229.0,1416685626.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-11-22 20:17:26.989812,55727.0,1818.0
2014-12-08 18:32:35.767440,rodeo_normal,1418063588.0,0,1.0,main_w1_handler0,2141228,8374005,False,,3737703.0,tabular,116963244,gtf,2265707.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",17869006,17859724,"""fisher""","""1""","""1""",32.0,,19626224.0,1418063562.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0,1.1.0,,2014-12-08 18:33:10.488266,56238.0,26.0
