chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.populations,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-02 16:47:46.520783,slurm_normal,1427993328.0,0.0,,1.0,main_w1_handler1,2258199,9125938,False,,1382,gd_ped,3410697.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125655,,"""3""",32.0,,21564345,1427993279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 16:48:52.097948,60277.0,49.0
,,2015-04-02 17:00:56.244139,slurm_normal,1427994128.0,0.0,,1.0,main_w2_handler0,2258199,9126095,False,,1325,gd_ped,3410858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125351,,"""4""",32.0,,21564345,1427994078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:02:13.823798,60277.0,50.0
,,2015-04-02 17:00:29.949403,slurm_normal,1427994109.0,0.0,,1.0,main_w2_handler1,2258199,9126088,False,,1325,gd_ped,3410853.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125351,,"""3""",32.0,,21564345,1427994050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:01:52.343234,60277.0,59.0
,,2015-04-02 17:01:59.444432,slurm_normal,1427994237.0,0.0,,1.0,main_w1_handler1,2258199,9126101,False,,1382,gd_ped,3410868.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125655,,"""5""",32.0,,21564345,1427994127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:04:03.034791,60277.0,110.0
,,2015-04-02 17:04:53.669638,slurm_normal,1427994382.0,0.0,,1.0,main_w1_handler0,2258199,9126121,False,,1325,gd_ped,3410901.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125351,,"""5""",32.0,,21564345,1427994310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:06:24.530430,60277.0,72.0
,,2015-04-02 17:09:59.512355,slurm_normal,1427994621.0,0.0,,1.0,main_w1_handler0,2258199,9126154,False,,1323,gd_ped,3410929.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126060,,"""4""",32.0,,21564345,1427994615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:10:25.800270,60277.0,6.0
,,2015-04-02 17:10:12.385109,slurm_normal,1427994662.0,0.0,,1.0,main_w1_handler0,2258199,9126158,False,,1325,gd_ped,3410932.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125351,,"""2""",32.0,,21564345,1427994625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:11:06.593243,60277.0,37.0
,,2015-04-02 17:16:31.873552,slurm_normal,1427995202.0,0.0,,1.0,main_w2_handler0,2258199,9126235,False,,1326,gd_ped,3410999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126157,,"""5""",32.0,,21564345,1427995019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:20:06.164880,60277.0,183.0
,,2015-04-02 17:16:39.035013,slurm_normal,1427995163.0,0.0,,1.0,main_w2_handler0,2258199,9126237,False,,1326,gd_ped,3411002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126157,,"""4""",32.0,,21564345,1427995030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:19:29.812978,60277.0,133.0
,,2015-04-02 17:09:50.748859,slurm_normal,1427994611.0,0.0,,1.0,main_w1_handler0,2258199,9126150,False,,1323,gd_ped,3410928.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126060,,"""5""",32.0,,21564345,1427994605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:10:13.478336,60277.0,6.0
,,2015-04-02 17:10:04.194133,slurm_normal,1427994623.0,0.0,,1.0,main_w2_handler0,2258199,9126155,False,,1323,gd_ped,3410930.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126060,,"""3""",32.0,,21564345,1427994619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:10:26.281659,60277.0,4.0
,,2015-04-02 17:12:53.523083,slurm_normal,1427994796.0,0.0,,1.0,main_w1_handler0,2258199,9126189,False,,1324,gd_ped,3410959.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126092,,"""2""",32.0,,21564345,1427994786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:13:20.422857,60277.0,10.0
,,2015-04-02 17:16:47.319445,slurm_normal,1427995187.0,0.0,,1.0,main_w1_handler0,2258199,9126240,False,,1326,gd_ped,3411001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126157,,"""3""",32.0,,21564345,1427995025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:19:51.645496,60277.0,162.0
,,2015-04-02 17:13:11.048908,slurm_normal,1427994824.0,0.0,,1.0,main_w2_handler1,2258199,9126196,False,,1324,gd_ped,3410964.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126092,,"""5""",32.0,,21564345,1427994809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:13:51.346875,60277.0,15.0
,,2015-04-02 17:12:59.759531,slurm_normal,1427994806.0,0.0,,1.0,main_w1_handler0,2258199,9126190,False,,1324,gd_ped,3410961.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126092,,"""3""",32.0,,21564345,1427994796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:13:29.379761,60277.0,10.0
,,2015-04-02 17:13:05.308126,slurm_normal,1427994816.0,0.0,,1.0,main_w1_handler1,2258199,9126193,False,,1324,gd_ped,3410962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126092,,"""4""",32.0,,21564345,1427994799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:13:40.181625,60277.0,17.0
,,2015-04-02 17:16:15.331898,slurm_normal,1427995106.0,0.0,,1.0,main_w1_handler1,2258199,9126234,False,,1326,gd_ped,3410995.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126157,,"""4""",32.0,,21564345,1427994988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-02 17:18:28.493671,60277.0,118.0
,,2015-04-09 15:00:57.386178,slurm_normal,1428591747.0,0.0,,1.0,main_w1_handler0,2258373,9180819,False,,1325,gd_ped,3460000.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127679,,"""3""",32.0,,21607065,1428591699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-09 15:02:31.966675,60277.0,48.0
,,2015-04-09 15:01:03.641263,slurm_normal,1428591781.0,0.0,,1.0,main_w2_handler1,2258373,9180821,False,,1325,gd_ped,3460001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127679,,"""5""",32.0,,21607065,1428591692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-09 15:03:06.704631,60277.0,89.0
,,2015-04-09 15:00:20.353649,slurm_normal,1428591844.0,0.0,,1.0,main_w2_handler0,2258373,9180801,False,,1325,gd_ped,3460016.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127679,,"""3""",32.0,,21607065,1428591794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-09 15:04:16.389666,60277.0,50.0
,,2015-04-10 20:48:31.980727,slurm_normal,1428699050.0,0.0,,1.0,main_w1_handler0,2255938,9198293,False,,1409,gd_ped,3479807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233108,,"""4""",32.0,,21564345,1428698939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:50:55.059115,60277.0,111.0
,,2015-04-10 20:58:40.697109,slurm_normal,1428699550.0,0.0,,1.0,main_w1_handler0,2255938,9198330,False,,1367,gd_ped,3479871.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233152,,"""2""",32.0,,21564345,1428699531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:59:13.187184,60277.0,19.0
,,2015-04-10 20:40:48.365766,slurm_normal,1428698497.0,0.0,,1.0,main_w2_handler1,2255938,9198252,False,,1409,gd_ped,3479735.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19232952,,"""3""",32.0,,21564345,1428698461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:41:40.428891,60277.0,36.0
,,2015-04-10 20:56:31.359717,slurm_normal,1428699439.0,0.0,,1.0,main_w1_handler1,2255938,9198323,False,,1367,gd_ped,3479862.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233152,,"""3""",32.0,,21564345,1428699402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:57:21.040024,60277.0,37.0
,,2015-04-10 20:58:45.634792,slurm_normal,1428699590.0,0.0,,1.0,main_w1_handler0,2255938,9198332,False,,1367,gd_ped,3479872.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233152,,"""4""",32.0,,21564345,1428699539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:59:53.576998,60277.0,51.0
,,2015-04-10 20:40:53.301335,slurm_normal,1428698517.0,0.0,,1.0,main_w2_handler0,2255938,9198253,False,,1409,gd_ped,3479736.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19232952,,"""4""",32.0,,21564345,1428698464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:41:59.980398,60277.0,53.0
,,2015-04-10 20:40:42.532908,slurm_normal,1428698493.0,0.0,,1.0,main_w2_handler0,2255938,9198251,False,,1409,gd_ped,3479734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19232952,,"""2""",32.0,,21564345,1428698455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:41:38.746057,60277.0,38.0
,,2015-04-10 20:48:27.825818,slurm_normal,1428698991.0,0.0,,1.0,main_w2_handler1,2255938,9198292,False,,1409,gd_ped,3479806.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233108,,"""3""",32.0,,21564345,1428698923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:49:53.555020,60277.0,68.0
,,2015-04-10 20:48:21.118203,slurm_normal,1428699071.0,0.0,,1.0,main_w1_handler1,2255938,9198291,False,,1409,gd_ped,3479805.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233108,,"""2""",32.0,,21564345,1428698911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-10 20:51:13.871256,60277.0,160.0
,,2015-04-11 16:54:03.524450,slurm_normal,1428771301.0,0.0,,1.0,main_w2_handler0,2260965,9201934,False,,1325,gd_ped,3484473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19160394,,"""3""",32.0,,21600910,1428771254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-11 16:55:04.666946,60570.0,47.0
,,2015-04-11 16:54:14.855360,slurm_normal,1428771312.0,0.0,,1.0,main_w2_handler1,2260965,9201935,False,,1325,gd_ped,3484475.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19160394,,"""4""",32.0,,21600910,1428771270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-11 16:55:15.061572,60570.0,42.0
,,2015-04-11 16:54:26.744643,slurm_normal,1428771332.0,0.0,,1.0,main_w2_handler1,2260965,9201936,False,,1325,gd_ped,3484476.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19160394,,"""5""",32.0,,21600910,1428771278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-11 16:55:35.060271,60570.0,54.0
,,2015-04-16 21:46:25.201738,slurm_normal,1429220852.0,0.0,,1.0,main_w2_handler0,2258376,9250130,False,,1325,gd_ped,10452.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127678,,"""3""",2.0,,22003527,1429220800.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-16 21:47:38.702533,60548.0,52.0
,,2015-04-14 18:15:29.213490,slurm_normal,1429035378.0,0.0,,1.0,main_w2_handler1,2270129,9230789,False,,1367,gd_ped,3512078.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19288005,,"""3""",32.0,,21600910,1429035347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-14 18:16:21.671885,60570.0,31.0
,,2015-04-14 18:15:39.658312,slurm_normal,1429035388.0,0.0,,1.0,main_w1_handler1,2270129,9230791,False,,1367,gd_ped,3512079.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19288005,,"""4""",32.0,,21600910,1429035351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-14 18:16:31.301142,60570.0,37.0
,,2015-04-14 18:15:19.760118,slurm_normal,1429035353.0,0.0,,1.0,main_w1_handler1,2270129,9230783,False,,1367,gd_ped,3512069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19288005,,"""2""",32.0,,21600910,1429035330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-14 18:15:56.267624,60570.0,23.0
,,2015-04-16 21:46:50.798920,slurm_normal,1429220883.0,0.0,,1.0,main_w2_handler0,2258376,9250133,False,,1325,gd_ped,10460.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127678,,"""5""",2.0,,22003527,1429220826.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-16 21:48:10.436660,60548.0,57.0
,,2015-04-15 22:58:01.764553,slurm_normal,1429138761.0,0.0,,1.0,main_w2_handler0,2258371,9241556,False,,1325,gd_ped,3522916.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127680,,"""3""",32.0,,21603239,1429138697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-15 22:59:26.519911,60583.0,64.0
,,2015-04-15 22:58:43.827972,slurm_normal,1429138802.0,0.0,,1.0,main_w2_handler1,2258371,9241561,False,,1325,gd_ped,1251.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127680,,"""5""",2.0,,21603239,1429138740.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-15 23:00:04.418746,60583.0,62.0
,,2015-04-15 22:58:25.815414,slurm_normal,1429138771.0,0.0,,1.0,main_w1_handler1,2258371,9241559,False,,1325,gd_ped,3522921.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127680,,"""4""",32.0,,21603239,1429138720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-15 22:59:33.221453,60583.0,51.0
,,2015-04-17 03:46:06.572211,slurm_normal,1429242409.0,0.0,,1.0,main_w1_handler1,2273103,9252167,False,,1367,gd_ped,3536729.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19325314,,"""2""",32.0,,22003527,1429242389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-17 03:46:53.137812,60548.0,20.0
,,2015-04-16 21:46:37.845050,slurm_normal,1429220860.0,0.0,,1.0,main_w2_handler0,2258376,9250132,False,,1325,gd_ped,10458.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19127678,,"""4""",2.0,,22003527,1429220816.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-16 21:47:44.276637,60548.0,44.0
,,2015-04-17 03:46:24.032582,slurm_normal,1429242426.0,0.0,,1.0,main_w2_handler1,2273103,9252170,False,,1367,gd_ped,14550.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19325314,,"""3""",2.0,,22003527,1429242396.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-17 03:47:10.216761,60548.0,30.0
,,2015-04-17 03:46:47.169663,slurm_normal,1429242464.0,0.0,,1.0,main_w1_handler0,2273103,9252172,False,,1367,gd_ped,14558.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19325314,,"""4""",2.0,,22003527,1429242426.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-17 03:47:48.116664,60548.0,38.0
,,2015-04-24 21:42:54.321798,slurm_normal,1429911835.0,0.0,,1.0,main_w1_handler1,2281814,9326166,False,,1367,gd_ped,3664784.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19457759,,"""4""",32.0,,21603239,1429911798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0,1.0.0,,2015-04-24 21:44:00.454456,60583.0,37.0
