create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.basename,parameters.chromInfo,parameters.db,parameters.dbkey,parameters.input,parameters.input.values,parameters.org,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-26 11:54:15.584102,slurm_normal,1477482880.0,0,1.0,main_w4_handler1,2869706,14179552,False,,8711,bed,8392131.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""hg19""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a944cc6f92668d6e'}]","""human""",32.0,,33914068,1477482870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-10-26 11:54:49.195312,,10.0
2016-10-05 13:31:45.600124,slurm_normal,1475674561.0,0,1.0,main_w4_handler1,2813862,14012323,False,,14354,bed,8230713.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""hg19""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c657bc44bc0351e1'}]","""arabidopsis thaliana""",32.0,,33288432,1475674400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-10-05 13:36:06.291541,14581.0,161.0
2016-10-07 04:30:17.692397,slurm_normal,1475814656.0,0,1.0,main_w4_handler0,2846125,14026161,False,,401560,bed,8244147.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596498b1b8ef03c56'}]","""human""",32.0,,33514003,1475814651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-10-07 04:31:00.988448,14835.0,5.0
2017-01-13 03:01:49.695244,slurm_normal,1484276515.0,0,1.0,main_w3_handler0,2951867,14755763,False,,304944,bed,8920414.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""",,"[{'src': 'hda', 'id': 27914270}]","""human""",32.0,,35291321,1484276512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-01-13 03:01:57.639381,73248.0,3.0
2017-01-13 03:01:50.589519,slurm_normal,1484276519.0,0,1.0,main_w4_handler0,2951867,14755764,False,,670994,bed,8920415.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""",,"[{'src': 'hda', 'id': 27914271}]","""human""",32.0,,35291321,1484276515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-01-13 03:02:02.296906,73248.0,4.0
2016-11-16 20:25:35.860598,slurm_normal,1479328052.0,0,1.0,main_w4_handler1,2822483,14359843,False,,139264167,gtf,8565704.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/musFur1.len""","""musFur1""","""musFur1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5026921da4172c5d3'}]","""ferret""",32.0,,34216873,1479327942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-11-16 20:27:37.000423,14770.0,110.0
2016-11-16 20:24:48.500202,slurm_normal,1479327950.0,0,1.0,main_w4_handler1,2822483,14359830,False,,139264167,gtf,8565695.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/musFur1.len""","""MusPutFur1.0/musFur1""","""musFur1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5026921da4172c5d3'}]","""ferrret""",32.0,,34216873,1479327897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-11-16 20:25:59.847349,14770.0,53.0
2016-11-29 06:23:29.636554,slurm_normal,1480400618.0,0,1.0,main_w4_handler1,2881673,14441540,False,,5351,bed,8639220.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""",,"[{'src': 'hda', 'id': 27425448}]","""human""",32.0,,34501012,1480400613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-11-29 06:23:40.046233,93861.0,5.0
2016-11-30 20:38:44.771626,slurm_normal,1480540726.0,0,1.0,main_w4_handler1,2807182,14456908,False,,232626,bed,8650860.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""",,"[{'src': 'hda', 'id': 27449389}]","""human""",32.0,,33969096,1480540722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-11-30 21:58:32.811953,87699.0,4.0
2017-01-18 13:18:42.341758,slurm_normal,1484745531.0,0,1.0,main_w4_handler1,1935103,14798697,False,,16380,bed,8961403.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""hg19""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 27973897}]","""human""",32.0,,35342428,1484745527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-01-18 13:18:52.670198,49881.0,4.0
2016-12-15 18:41:12.561244,slurm_normal,1481827282.0,0,1.0,main_w3_handler0,2804823,14586869,False,,210114,bed,8765806.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""",,"[{'src': 'hda', 'id': 27650698}]","""human""",32.0,,34870238,1481827277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2016-12-15 18:41:25.180275,89184.0,5.0
2017-01-25 20:11:49.758269,slurm_normal,1485375117.0,0,1.0,main_w3_handler0,2888194,14871334,False,,481,bed,9030431.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""",,"[{'src': 'hda', 'id': 28078434}]","""human""",32.0,,35587011,1485375113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-01-25 20:12:02.296092,94284.0,4.0
2017-01-26 17:57:47.567152,slurm_normal,1485453682.0,0,1.0,main_w3_handler0,2964714,14880827,False,,2453786715,vcf,9040291.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""",,"[{'src': 'hda', 'id': 28061347}]","""human""",32.0,,35526914,1485453472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-01-26 18:01:24.338163,98536.0,210.0
2017-03-10 14:40:30.818046,slurm_normal,1489156857.0,0,1.0,main_w3_handler0,2939952,15263273,False,,23171496,bed,9409345.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""",,"[{'src': 'hda', 'id': 28707382}]","""human""",32.0,,35123085,1489156836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-03-10 14:41:01.101286,93212.0,21.0
2017-04-06 12:44:24.614000,slurm_normal,1491482688.0,0,1.0,main_w4_handler1,3036747,15507442,False,,68,bed,9634494.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""",,"[{'src': 'hda', 'id': 29099994}]","""human""",32.0,,36699299,1491482678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.22.0,2.22.0,,2017-04-06 12:44:50.431318,,10.0
