create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.col,parameters.dbkey,parameters.legend.__current_case__,parameters.legend.leg_pos,parameters.legend.leg_title,parameters.legend.status,parameters.lty,parameters.lwd,parameters.main,parameters.series,parameters.xlab,parameters.ylab,processor_count,runner_name,series_0|input,series_0|input_filetype,series_1|input,series_1|input_filetype,series_2|input,series_2|input_filetype,series_3|input,series_3|input_filetype,series_4|input,series_4|input_filetype,series_5|input,series_5|input_filetype,series_6|input,series_6|input_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-29 14:04:15.012545,slurm_normal,1430317515.0,0,1.0,main_w2_handler0,2276790,9359795,False,,3696553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19511858, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""""","""""",32.0,,148032,bed,,,,,,,,,,,,,21747534,1430317499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-04-29 14:25:25.430446,48605.0,16.0
2015-04-29 14:04:16.347907,slurm_normal,1430318885.0,0,1.0,main_w1_handler1,2276790,9359796,False,,3696704.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19511859, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""""","""""",32.0,,1076825,bed,,,,,,,,,,,,,21747534,1430318818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-04-29 14:48:07.981711,48605.0,67.0
2015-04-29 14:04:17.602949,slurm_normal,1430318165.0,0,1.0,main_w2_handler0,2276790,9359797,False,,3696611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19511860, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""""","""""",32.0,,35542,bed,,,,,,,,,,,,,21747534,1430318153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-04-29 14:36:12.782309,48605.0,12.0
2015-06-03 16:24:53.405761,slurm_normal,1433348755.0,0,1.0,main_w1_handler1,2328492,9591673,False,,3903221.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""3.0""","""top 10 293HM5 expressers IS""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19902891, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosome""","""""",32.0,,2027884,bed,,,,,,,,,,,,,23423903,1433348738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-06-03 16:26:03.243710,48605.0,17.0
2015-06-05 15:10:49.010559,slurm_normal,1433517081.0,0,1.0,main_w1_handler1,2328534,9604548,False,,3916081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""3.0""","""Top10 highly expressed IS 293M""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19923890, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""location""",32.0,,248,bed,,,,,,,,,,,,,23423903,1433517077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-06-05 15:11:25.653054,48605.0,4.0
2015-06-05 15:10:00.637678,slurm_normal,1433517034.0,0,1.0,main_w1_handler1,2328534,9604543,False,,3916075.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""3.0""","""Top10 highly expressed IS 293MH4""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19923889, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""location""",32.0,,281558,bed,,,,,,,,,,,,,23423903,1433517030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-06-05 15:10:40.787582,48605.0,4.0
2015-06-05 15:09:17.534045,slurm_normal,1433516996.0,0,1.0,main_w2_handler0,2328534,9604532,False,,3916067.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""3.0""","""Top10 highly expressed IS 293L""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 19923888, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""location""",32.0,,148480,bed,,,,,,,,,,,,,23423903,1433516990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-06-05 15:09:58.595654,48605.0,6.0
2015-10-25 14:41:56.107471,slurm_normal,1445784416.0,0,1.0,main_w2_handler0,2267117,10724193,False,,4985999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""2"", ""input"": 21720715, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""1"", ""fcex"": ""1.0""}]","""""","""""",32.0,,42691344,vcf,,,,,,,,,,,,,25871697,1445784139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-25 14:46:58.801594,25806.0,277.0
2015-08-25 15:42:35.164823,slurm_normal,1440517523.0,0,1.0,main_w2_handler0,2412438,10197375,False,,4467889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 20901749, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""""",32.0,,16777617,bed,,,,,,,,,,,,,23423903,1440517417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-08-25 15:45:27.651078,48605.0,106.0
2015-08-25 15:42:33.685544,slurm_normal,1440517389.0,0,1.0,main_w1_handler2,2412438,10197373,False,,4467881.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 20901747, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""""",32.0,,974753,bed,,,,,,,,,,,,,23423903,1440517379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-08-25 15:43:13.920680,48605.0,10.0
2015-08-25 15:42:30.573164,slurm_normal,1440517400.0,0,1.0,main_w2_handler0,2412438,10197370,False,,4467880.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 20901745, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""""",32.0,,5478314,bed,,,,,,,,,,,,,23423903,1440517376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-08-25 15:43:22.558012,48605.0,24.0
2015-08-25 15:42:34.489216,slurm_normal,1440517411.0,0,1.0,main_w2_handler0,2412438,10197374,False,,4467887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 20901748, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""""",32.0,,771391,bed,,,,,,,,,,,,,23423903,1440517404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-08-25 15:43:35.219845,48605.0,7.0
2015-08-25 15:42:32.026951,slurm_normal,1440517406.0,0,1.0,main_w1_handler1,2412438,10197372,False,,4467878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 20901746, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""Chromosomes""","""""",32.0,,6997375,bed,,,,,,,,,,,,,23423903,1440517375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-08-25 15:43:29.402625,48605.0,31.0
2015-10-07 15:19:17.857593,slurm_normal,1444231663.0,0,1.0,main_w1_handler1,2439685,10520135,False,,4794971.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428950, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,16360299,bed,,,,,,,,,,,,,25524813,1444231478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:27:48.503706,48605.0,185.0
2015-10-07 14:28:18.667834,slurm_normal,1444228433.0,0,1.0,main_w2_handler1,2439685,10519698,False,,4794601.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": ""IS"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428942, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}, {""fpch"": ""15"", ""leg_text"": ""TSS"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21429560, ""__index__"": 1, ""chrcolumn"": ""1"", ""fcol"": ""1"", ""fcex"": ""1.0""}, {""fpch"": ""16"", ""leg_text"": ""CpG"", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21429559, ""__index__"": 2, ""chrcolumn"": ""1"", ""fcol"": ""7"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,16406046,bed,1794588.0,interval,921494.0,bed,,,,,,,,,25524813,1444228126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 14:33:57.504799,48605.0,307.0
2015-10-07 15:19:07.443306,slurm_normal,1444231268.0,0,1.0,main_w2_handler1,2439685,10520128,False,,4794932.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428942, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,16406046,bed,,,,,,,,,,,,,25524813,1444231172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:21:12.296399,48605.0,96.0
2015-10-07 15:19:14.971041,slurm_normal,1444231559.0,0,1.0,main_w2_handler1,2439685,10520134,False,,4794970.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428948, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,14355473,bed,,,,,,,,,,,,,25524813,1444231472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:26:01.290149,48605.0,87.0
2015-10-07 15:19:19.599871,slurm_normal,1444232237.0,0,1.0,main_w2_handler1,2439685,10520136,False,,4794990.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,no,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""2"", ""endcolumn"": ""3"", ""input"": 21428951, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""2"", ""fcex"": ""1.0""}]","""chromosomes""","""locations""",32.0,,8645064,bed,,,,,,,,,,,,,25524813,1444231683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2015-10-07 15:37:18.614265,48605.0,554.0
