create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filter.__current_case__,parameters.filter.filter_selector,parameters.header,parameters.infile.values,parameters.region.__current_case__,parameters.region.gene,parameters.region.region,parameters.region.region_selector,parameters.report.__current_case__,parameters.report.columns,parameters.report.report_selector,parameters.show_samples,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-26 01:23:02.611563,slurm_normal,1461633800.0,0,1.0,main_w1_handler0,1104862,12617392,False,188404736,gemini.sqlite,,6818505.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]",0,,chr20:1-1000,--reg,0,,all,"""false""",32.0,,29662048,1461633794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-04-26 01:23:21.788871,25699.0,6.0
2016-04-26 01:25:10.913980,slurm_normal,1461633922.0,0,1.0,main_w1_handler1,1104862,12617405,False,188404736,gemini.sqlite,,6818528.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]",1,SOX12,,--gene,0,,all,"""false""",32.0,,29662048,1461633919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-04-26 01:25:24.593076,25699.0,3.0
2017-06-24 11:46:24.557516,slurm_normal,1498304804.0,0,1.0,main_w3_handler0,3160847,16174291,False,2700510208,gemini.sqlite,,10250981.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 30067963}]",0,,,--reg,0,,all,"""true""",32.0,,38889717,1498304794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-06-24 11:46:46.839723,42102.0,10.0
2017-04-11 09:42:04.122469,slurm_normal,1491903810.0,0,1.0,main_w4_handler1,3032357,15551324,False,183933952,gemini.sqlite,,9675758.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 29164748}]",1,ALK,,--gene,0,,all,"""false""",32.0,,37265062,1491903802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-04-11 09:44:46.155255,101831.0,8.0
2017-04-11 09:29:40.163848,slurm_normal,1491902997.0,0,1.0,main_w3_handler0,3032357,15551207,False,183933952,gemini.sqlite,,9675664.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 29164748}]",1,JAK2,,--gene,0,,all,"""false""",32.0,,37265062,1491902993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-04-11 09:30:00.215248,101831.0,4.0
2017-04-11 09:34:15.747744,slurm_normal,1491903306.0,0,1.0,main_w4_handler1,3032357,15551239,False,183933952,gemini.sqlite,,9675690.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 29164748}]",1,ALK,,--gene,0,,all,"""false""",32.0,,37265062,1491903301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-04-11 09:35:45.476210,101831.0,5.0
2017-06-12 01:20:29.525110,slurm_normal,1497230446.0,0,1.0,main_w3_handler0,3121386,16076867,False,14719931392,gemini.sqlite,,10164201.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 29978368}]",0,,,--reg,0,,all,"""false""",32.0,,38127120,1497230441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-06-12 01:20:46.529816,42102.0,5.0
2017-06-12 01:27:33.982307,slurm_normal,1497230868.0,0,1.0,main_w3_handler1,3121386,16076888,False,11144374272,gemini.sqlite,,10164221.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 29983065}]",1,,,--gene,0,,all,"""false""",32.0,,38127120,1497230863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-06-12 01:27:51.481094,42102.0,5.0
2017-06-24 09:32:27.535567,slurm_normal,1498296760.0,0,1.0,main_w3_handler1,3121386,16174050,False,2548345856,gemini.sqlite,,10250790.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 30067994}]",0,,,--reg,0,,all,"""true""",32.0,,38889717,1498296754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-06-24 09:32:42.164869,42102.0,6.0
2017-06-24 11:47:37.283052,slurm_normal,1498304870.0,0,1.0,main_w4_handler1,3160847,16174296,False,2700510208,gemini.sqlite,,10250985.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 30067963}]",0,,chr1:100-20000,--reg,0,,all,"""true""",32.0,,38889717,1498304864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2017-06-24 11:47:51.691667,42102.0,6.0
