chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.find_pattern,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.replace_pattern,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-12 15:48:41.214537,slurm_normal,1507823341.0,0,1.0,main_w4_handler0,3284994,17088585,False,702335,tabular,,11144670.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr2[RL]""",,"[{'src': 'hda', 'id': 31665951}]",,"""chr2""",32.0,,41246412.0,1507823337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:49:11.446719,,4.0
,,2017-10-12 15:51:55.139114,slurm_normal,1507823544.0,0,1.0,main_w4_handler1,3284994,17088652,False,695458,tabular,,11144724.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666024}]",,"""chr3""",32.0,,41246412.0,1507823539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:34.670133,,5.0
,,2017-10-12 15:48:39.975986,slurm_normal,1507823347.0,0,1.0,main_w4_handler1,3284992,17088582,False,704898,tabular,,11144672.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr2[RL]""",,"[{'src': 'hda', 'id': 31665950}]",,"""chr2""",32.0,,41246413.0,1507823343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:49:17.461332,,4.0
,,2017-10-12 15:49:01.375276,slurm_normal,1507823370.0,0,1.0,main_w4_handler1,3284989,17088598,False,700,tabular,,11144680.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr2[RL]""",,"[{'src': 'hda', 'id': 31665956}]",,"""chr2R""",32.0,,41246411.0,1507823366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:49:41.990473,,4.0
,,2017-10-12 15:50:30.757590,slurm_normal,1507823457.0,0,1.0,main_w4_handler0,3284995,17088621,False,702335,tabular,,11144694.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr2[RL]""",,"[{'src': 'hda', 'id': 31665955}]",,"""chr2""",32.0,,41246416.0,1507823447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:51:09.476002,,10.0
,,2017-10-12 15:51:05.646454,slurm_normal,1507823489.0,0,1.0,main_w3_handler1,3284982,17088636,False,695458,tabular,,11144704.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666007}]",,"""chr3""",32.0,,41246271.0,1507823477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:51:35.765510,,12.0
,,2017-10-12 15:51:36.338949,slurm_normal,1507823524.0,0,1.0,main_w4_handler1,3284989,17088640,False,700,tabular,,11144713.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666043}]",,"""chr3""",32.0,,41246411.0,1507823518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:10.879124,,6.0
,,2017-10-12 15:51:31.697108,slurm_normal,1507823507.0,0,1.0,main_w4_handler0,3284990,17088639,False,695458,tabular,,11144709.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666031}]",,"""chr3""",32.0,,41246410.0,1507823502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:51:57.344577,,5.0
,,2017-10-12 15:51:54.490055,slurm_normal,1507823524.0,0,1.0,main_w3_handler0,3284992,17088651,False,698021,tabular,,11144714.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666021}]",,"""chr3""",32.0,,41246413.0,1507823519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:06.910039,,5.0
,,2017-10-12 15:51:52.847758,slurm_normal,1507823528.0,0,1.0,main_w3_handler1,3280603,17088649,False,695458,tabular,,11144716.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666020}]",,"""chr3""",32.0,,41168070.0,1507823523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:12.214555,,5.0
,,2017-10-12 15:52:01.482567,slurm_normal,1507823536.0,0,1.0,main_w3_handler1,3284988,17088653,False,695458,tabular,,11144720.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666030}]",,"""chr3""",32.0,,41246409.0,1507823531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:19.663380,,5.0
,,2017-10-12 15:51:47.092476,slurm_normal,1507823533.0,0,1.0,main_w4_handler1,3284995,17088643,False,695458,tabular,,11144719.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666073}]",,"""chr3""",32.0,,41246416.0,1507823528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:19.852703,,5.0
,,2017-10-12 15:51:53.886712,slurm_normal,1507823539.0,0,1.0,main_w4_handler0,3284993,17088650,False,695458,tabular,,11144721.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3[RL]""",,"[{'src': 'hda', 'id': 31666022}]",,"""chr3""",32.0,,41246415.0,1507823531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:25.496646,,8.0
,,2017-10-12 15:52:37.179366,slurm_normal,1507823567.0,0,1.0,main_w3_handler0,3284991,17088668,False,779,tabular,,11144735.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""chr3(RL)""",,"[{'src': 'hda', 'id': 31665722}]",,"""chr3""",32.0,,41246414.0,1507823562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-12 15:52:48.801064,,5.0
,,2017-10-13 09:37:27.883826,slurm_normal,1507887454.0,0,1.0,main_w4_handler1,2962849,17093534,False,88,tabular,,11149938.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",""" """,,"[{'src': 'hda', 'id': 31674759}]",,"""""",32.0,,40074543.0,1507887451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-13 09:37:38.776020,73645.0,3.0
,,2017-10-13 17:03:57.776500,slurm_normal,1507914255.0,0,1.0,main_w4_handler0,3273263,17096894,False,81736238,fasta,,11153561.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""turTru1""","""TRINITY_""",,"[{'src': 'hda', 'id': 31682059}]",,"""""",32.0,,41066834.0,1507914244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-13 17:04:18.162988,88676.0,11.0
,,2017-10-17 18:38:58.742268,slurm_normal,1508265549.0,0,1.0,main_w3_handler1,3273263,17120642,False,96979159,fasta,,11178325,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""turTru1""","""TRINITY_""",,"[{'src': 'hda', 'id': 31558769}]",,"""""",32.0,,41066834.0,1508265543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-17 18:39:13.110484,88676.0,6.0
,,2017-10-17 19:02:51.765411,slurm_normal,1508266983.0,0,1.0,main_w4_handler1,3273263,17122157,False,61391184,tabular,,11178770,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""turTru1""",""" l""",,"[{'src': 'hda', 'id': 31724372}]",,""" """,32.0,,41066834.0,1508266977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-17 19:03:06.002064,88676.0,6.0
,,2017-10-17 19:01:41.709897,slurm_normal,1508266917.0,0,1.0,main_w3_handler1,3273263,17122149,False,61391544,tabular,,11178755,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""turTru1""","""le""",,"[{'src': 'hda', 'id': 31724370}]",,"""""",32.0,,41066834.0,1508266909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-17 19:02:01.909221,88676.0,8.0
,,2017-10-17 19:01:01.215168,slurm_normal,1508266871.0,0,1.0,main_w4_handler1,3273263,17122147,False,61391670,tabular,,11178748,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""turTru1""","""len""",,"[{'src': 'hda', 'id': 31724357}]",,"""""",32.0,,41066834.0,1508266865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-17 19:01:13.575453,88676.0,6.0
,,2017-10-20 12:14:09.188730,slurm_normal,1508501682.0,0,1.0,main_w4_handler1,3211929,17153564,False,20,bed,,11211910,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",""",""",,"[{'src': 'hda', 'id': 31773461}]",,"""_""",32.0,,39712593.0,1508501678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-20 12:14:56.979493,24375.0,4.0
,,2017-10-23 13:45:52.607605,slurm_normal,1508768294.0,0,1.0,main_w3_handler1,3296387,17177252,False,48,tabular,,11238313,slurm,,132112168.0,corral-repl,,"""7f886c44b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31818612}]",,"""""",32.0,,,1508768290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 14:18:16.432588,68486.0,4.0
,,2017-10-23 13:33:29.747702,slurm_normal,1508765784.0,0,1.0,main_w3_handler1,3296387,17176400,False,61,tabular,,11236801,slurm,,132112168.0,corral-repl,,"""6b0b4994b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817549}]",,"""""",32.0,,,1508765780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:36:29.791372,68486.0,4.0
,,2017-10-23 13:33:30.165043,slurm_normal,1508765802.0,0,1.0,main_w4_handler1,3296387,17176401,False,48,tabular,,11236811,slurm,,132112168.0,corral-repl,,"""6b0b4994b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31817552}]",,"""""",32.0,,,1508765799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:36:45.350098,68486.0,3.0
,,2017-10-23 13:41:34.202313,slurm_normal,1508766984.0,0,1.0,main_w3_handler0,3296387,17176915,False,61,tabular,,11237529,slurm,,132112168.0,corral-repl,,"""7779ae3cb7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31818143}]",,"""""",32.0,,,1508766979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:56:25.093576,68486.0,5.0
,,2017-10-23 13:43:25.267201,slurm_normal,1508766938.0,0,1.0,main_w3_handler0,3296387,17177058,False,48,tabular,,11237504,slurm,,132112168.0,corral-repl,,"""7a95e1d0b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31818318}]",,"""""",32.0,,,1508766934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:55:40.741364,68486.0,4.0
,,2017-10-23 13:22:46.702938,slurm_normal,1508765040.0,0,1.0,main_w3_handler0,3276544,17176215,False,48,tabular,,11236358,slurm,,132112168.0,corral-repl,,"""3c6b76aab7f511e7880a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31817201}]",,"""""",32.0,,,1508765037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:24:02.897990,68486.0,3.0
,,2017-10-23 13:19:09.967535,slurm_normal,1508764827.0,0,1.0,main_w3_handler1,3276544,17176112,False,48,tabular,,11236266,slurm,,132112168.0,corral-repl,,"""bc841b86b7f411e7a347005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31816994}]",,"""""",32.0,,,1508764822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:20:29.400355,68486.0,5.0
,,2017-10-23 13:19:09.588265,slurm_normal,1508764817.0,0,1.0,main_w3_handler1,3276544,17176110,False,61,tabular,,11236261,slurm,,132112168.0,corral-repl,,"""bc841b86b7f411e7a347005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31816993}]",,"""""",32.0,,,1508764813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:20:20.020273,68486.0,4.0
,,2017-10-23 13:34:04.243677,slurm_normal,1508765776.0,0,1.0,main_w3_handler0,3296387,17176432,False,61,tabular,,11236796,slurm,,132112168.0,corral-repl,,"""6bd30574b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817603}]",,"""""",32.0,,,1508765771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:36:18.485714,68486.0,5.0
,,2017-10-23 13:22:46.177358,slurm_normal,1508765032.0,0,1.0,main_w4_handler0,3276544,17176212,False,61,tabular,,11236356,slurm,,132112168.0,corral-repl,,"""3c6b76aab7f511e7880a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817196}]",,"""""",32.0,,,1508765028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:23:53.789840,68486.0,4.0
,,2017-10-23 13:37:37.711383,slurm_normal,1508766461.0,0,1.0,main_w3_handler1,3296387,17176653,False,61,tabular,,11237219,slurm,,132112168.0,corral-repl,,"""703b745cb7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817862}]",,"""""",32.0,,,1508766456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:47:43.651567,68486.0,5.0
,,2017-10-23 13:33:50.178963,slurm_normal,1508765838.0,0,1.0,main_w3_handler1,3296387,17176419,False,48,tabular,,11236827,slurm,,132112168.0,corral-repl,,"""6b84b6e4b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31817590}]",,"""""",32.0,,,1508765834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:37:22.114511,68486.0,4.0
,,2017-10-23 13:33:46.526581,slurm_normal,1508765822.0,0,1.0,main_w3_handler1,3296387,17176418,False,61,tabular,,11236820,slurm,,132112168.0,corral-repl,,"""6b84b6e4b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817584}]",,"""""",32.0,,,1508765818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:37:07.275718,68486.0,4.0
,,2017-10-23 13:32:16.317625,slurm_normal,1508765615.0,0,1.0,main_w3_handler1,3296387,17176329,False,61,tabular,,11236676,slurm,,132112168.0,corral-repl,,"""687e897ab7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817468}]",,"""""",32.0,,,1508765611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:33:37.996615,68486.0,4.0
,,2017-10-23 13:32:18.335049,slurm_normal,1508765641.0,0,1.0,main_w3_handler0,3296387,17176330,False,48,tabular,,11236700,slurm,,132112168.0,corral-repl,,"""687e897ab7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31817469}]",,"""""",32.0,,,1508765637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:34:03.346587,68486.0,4.0
,,2017-10-23 13:32:45.622214,slurm_normal,1508765646.0,0,1.0,main_w3_handler0,3296387,17176357,False,61,tabular,,11236703,slurm,,132112168.0,corral-repl,,"""69af4faab7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqAnalysis""",,"[{'src': 'hda', 'id': 31817501}]",,"""""",32.0,,,1508765642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:34:07.639626,68486.0,4.0
,,2017-10-23 13:33:02.059591,slurm_normal,1508765670.0,0,1.0,main_w3_handler0,3296387,17176371,False,48,tabular,,11236715,slurm,,132112168.0,corral-repl,,"""6a34fb96b7f611e79d40005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""MiSeqOutput""",,"[{'src': 'hda', 'id': 31817515}]",,"""""",32.0,,,1508765666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,1.0.0,,2017-10-23 13:34:33.652362,68486.0,4.0
