chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.max,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-19 06:18:17.209631,slurm_normal,1432016766.0,0.0,1.0,main_w1_handler1,2310296,9493431,False,,62808,bed,3815630.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19740145,,,"""""",32.0,,23140492.0,1432016332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-19 06:26:10.238318,,434.0
,,2015-05-20 15:02:54.040426,slurm_normal,1432135567.0,0.0,1.0,main_w2_handler1,1265916,9505155,False,,51733832,bam,3826442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19768624,,,"""""",32.0,,22911783.0,1432134366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-20 15:26:22.495760,30023.0,1201.0
,,2015-06-24 20:45:30.951770,slurm_normal,1435178817.0,0.0,1.0,main_w1_handler2,2269119,9727028,False,,72230,bed,4033342,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20122995,,,"""""",32.0,,23390569.0,1435178795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 20:47:00.477419,58833.0,22.0
,,2015-06-24 20:44:55.763472,slurm_normal,1435178812.0,0.0,1.0,main_w2_handler0,2269119,9727026,False,,27123,bed,4033340,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20122980,,,"""""",32.0,,23390569.0,1435178785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 20:50:39.213349,58833.0,27.0
,,2015-06-24 21:15:52.952486,slurm_normal,1435180650.0,0.0,1.0,main_w1_handler0,2269119,9727485,False,,10184,bed,4033593,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123516,,,"""""",32.0,,23390569.0,1435180612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 21:17:55.961261,58833.0,38.0
,,2015-06-24 20:46:46.921779,slurm_normal,1435178877.0,0.0,1.0,main_w1_handler2,2269119,9727035,False,,186124,bed,4033348,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20122998,,,"""""",32.0,,23390569.0,1435178850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 20:48:00.596489,58833.0,27.0
,,2015-06-24 20:52:57.647194,slurm_normal,1435179268.0,0.0,1.0,main_w1_handler1,2269119,9727059,False,,24508,bed,4033402,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123030,,,"""""",32.0,,23390569.0,1435179248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 20:54:31.163034,58833.0,20.0
,,2015-06-24 20:53:27.896351,slurm_normal,1435179340.0,0.0,1.0,main_w1_handler0,2269119,9727064,False,,71844,bed,4033410,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123036,,,"""""",32.0,,23390569.0,1435179320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 20:55:55.393456,58833.0,20.0
,,2015-06-24 21:07:01.312985,slurm_normal,1435180106.0,0.0,1.0,main_w2_handler1,2269119,9727124,False,,3824,bed,4033521,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123133,,,"""""",32.0,,23390569.0,1435180067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 21:08:55.735315,58833.0,39.0
,,2015-06-24 21:21:39.219664,slurm_normal,1435181049.0,0.0,1.0,main_w1_handler2,2269119,9727511,False,,163045,bed,4033646,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123588,,,"""""",32.0,,23390569.0,1435181028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 21:24:17.701162,58833.0,21.0
,,2015-06-24 21:25:37.439397,slurm_normal,1435181243.0,0.0,1.0,main_w1_handler0,2269119,9727537,False,,183007,bed,4033664,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123612,,,"""""",32.0,,23390569.0,1435181209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 21:29:38.320216,58833.0,34.0
,,2015-06-24 21:25:28.900781,slurm_normal,1435181203.0,0.0,1.0,main_w1_handler0,2269119,9727536,False,,178570,bed,4033661,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20123592,,,"""""",32.0,,23390569.0,1435181184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 21:29:37.075780,58833.0,19.0
,,2015-05-19 09:06:31.295195,slurm_normal,1432046231.0,0.0,1.0,main_w1_handler1,2304222,9493960,False,,7631086720,bam,3818054.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",19689144,,,"""""",32.0,,23141543.0,1432044682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-19 14:37:15.888443,58875.0,1549.0
,,2015-05-14 16:59:36.646584,slurm_normal,1432082243.0,0.0,1.0,main_w2_handler0,2306199,9473443,False,,795530,bam,3821741.roundup,slurm,,132112168.0,corral-repl,,"""94597282fa5a11e4897f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19711279,,,"""""",32.0,,22015193.0,1432082239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-20 00:37:27.092551,41292.0,4.0
,,2015-05-14 16:57:27.568004,slurm_normal,1432081869.0,0.0,1.0,main_w1_handler0,2306203,9473420,False,,657238,bam,3821686.roundup,slurm,,132112168.0,corral-repl,,"""47db2f86fa5a11e4897f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19711214,,,"""""",32.0,,22015193.0,1432081866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-20 00:31:16.673952,41292.0,3.0
38.0,len,2015-06-24 07:15:02.385616,slurm_normal,1435130180.0,0.0,1.0,main_w2_handler0,2331245,9722375,False,,123886159,bam,4029170,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/598/dataset_11598905.dat""","""?""",20063700,,,"""""",32.0,,23693532.0,1435130164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-24 07:16:24.088626,37928.0,16.0
,,2015-05-15 14:27:52.191601,slurm_normal,1432783133.0,0.0,1.0,main_w1_handler1,2307428,9478918,False,,135472,bam,3863930.roundup,slurm,,132112168.0,corral-repl,,"""8238f6c2fb0e11e492d6005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19722137,,,"""""",32.0,,22015193.0,1432783129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-28 03:18:56.811878,41292.0,4.0
,,2015-05-15 14:44:51.316310,slurm_normal,1433055833.0,0.0,1.0,main_w2_handler1,2307439,9479062,False,,592573,bam,3881826.roundup,slurm,,132112168.0,corral-repl,,"""e80cdf70fb1011e4a0fa005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19722358,,,"""""",32.0,,22015193.0,1433055829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-31 07:03:55.574251,41292.0,4.0
,,2015-07-28 15:44:38.468055,slurm_normal,1438099381.0,0.0,1.0,main_w2_handler1,2392377,10017939,False,,1253824668,bam,4299797.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20586782,,,"""""",32.0,,24344871.0,1438098361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-28 16:03:05.965701,67015.0,1020.0
,,2015-06-25 09:19:27.165946,slurm_normal,1435224503.0,0.0,1.0,main_w1_handler0,2307133,9729870,False,,147965,bed,4036494,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20052083,,,"""""",32.0,,23099295.0,1435224026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-25 09:29:08.235074,63546.0,477.0
153.0,len,2015-07-29 01:46:14.404196,slurm_normal,1438134655.0,0.0,1.0,main_w1_handler0,2392377,10022194,False,,1288335637,bam,4303961.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/042/dataset_12042804.dat""","""?""",20598015,,"""M1_unfiltered_bwt_sorted.bam""","""""",32.0,,24344871.0,1438134529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-29 01:50:58.379880,67015.0,126.0
,,2015-05-21 20:08:30.019557,slurm_normal,1432240546.0,0.0,1.0,main_w2_handler0,2313707,9514374,False,,342917250,bam,3834396.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19781858,,,"""""",32.0,,23208083.0,1432239188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-21 20:35:53.410729,63838.0,1358.0
,,2015-05-21 22:09:38.484875,slurm_normal,1432246314.0,0.0,1.0,main_w1_handler1,2315555,9514760,False,,47821,bed,3834984.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19783632,,,"""""",32.0,,22745084.0,1432246271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-21 22:11:56.735946,58833.0,43.0
,,2015-05-21 21:40:59.227748,slurm_normal,1432244976.0,0.0,1.0,main_w1_handler1,2315555,9514676,False,,272344,bed,3834911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19783506,,,"""""",32.0,,22745084.0,1432244939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-21 21:49:39.382746,58833.0,37.0
,,2015-05-21 22:24:14.481371,slurm_normal,1432247168.0,0.0,1.0,main_w1_handler1,2315555,9514815,False,,7360,bed,3835028.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19783689,,,"""""",32.0,,22745084.0,1432247075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-21 22:26:12.612634,58833.0,93.0
,,2015-05-14 17:02:07.769243,slurm_normal,1432274336.0,0.0,1.0,main_w2_handler0,2306197,9473468,False,,559709,bam,3837361.roundup,slurm,,132112168.0,corral-repl,,"""ee283d34fa5a11e4a29b005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19711319,,,"""""",32.0,,22015193.0,1432274333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-22 05:59:00.476259,41292.0,3.0
,,2015-05-22 06:15:03.436326,slurm_normal,1432276039.0,0.0,1.0,main_w2_handler0,2315053,9517084,False,,363271350,bed,3837553.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19786739,,,"""""",32.0,,23228566.0,1432275311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-22 06:27:23.223253,63685.0,728.0
,,2015-05-14 17:05:45.816630,slurm_normal,1432590228.0,0.0,1.0,main_w1_handler0,2306192,9473501,False,,467366,bam,3845507.roundup,slurm,,132112168.0,corral-repl,,"""703fd57afa5b11e4b9b8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19711373,,,"""""",32.0,,22015193.0,1432590191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-25 21:43:58.135089,41292.0,37.0
,,2015-05-14 17:07:39.236336,slurm_normal,1432590248.0,0.0,1.0,main_w2_handler1,2306190,9473531,False,,864931,bam,3845510.roundup,slurm,,132112168.0,corral-repl,,"""b20c0492fa5b11e4b0e9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19711418,,,"""""",32.0,,22015193.0,1432590228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-25 21:44:21.855196,41292.0,20.0
,,2015-06-25 19:32:54.858765,slurm_normal,1435260922.0,0.0,1.0,main_w1_handler2,2351072,9735316,False,,666417902,bam,4040670,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",20086643,,,"""8000""",32.0,,22511469.0,1435260819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-25 19:35:25.527627,57365.0,103.0
,,2015-06-25 19:04:56.019451,slurm_normal,1435259189.0,0.0,1.0,main_w1_handler1,2351076,9734907,False,,677108924,bam,4040479,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",20086673,,,"""8000""",32.0,,22511469.0,1435259139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-25 19:09:29.149738,57365.0,50.0
,,2015-06-25 21:38:59.018956,slurm_normal,1435268458.0,0.0,1.0,main_w1_handler1,1922024,9735916,False,,384752602,bam,4041587,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20108048,,,"""""",32.0,,23501586.0,1435268406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-25 21:47:45.785323,49433.0,52.0
,,2015-06-25 21:40:50.154221,slurm_normal,1435268835.0,0.0,1.0,main_w1_handler1,2351051,9735941,False,,584155936,bam,4041634,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",20086538,,,"""8000""",32.0,,22511469.0,1435268783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-25 21:48:47.657291,57365.0,52.0
,,2015-06-25 21:40:11.487687,slurm_normal,1435268625.0,0.0,1.0,main_w1_handler2,2351073,9735935,False,,592869734,bam,4041604,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",20086653,,,"""8000""",32.0,,22511469.0,1435268574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-25 21:43:46.652438,57365.0,51.0
,,2015-06-26 00:01:37.721878,slurm_normal,1435276992.0,0.0,1.0,main_w1_handler1,2351075,9736629,False,,655155342,bam,4042368,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",20086663,,,"""8000""",32.0,,22511469.0,1435276940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-06-26 00:03:13.839505,57365.0,52.0
,,2015-07-28 18:34:39.200241,slurm_normal,1438108513.0,0.0,1.0,main_w1_handler2,2393400,10019297,False,,7791106,bam,4301011.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20598653,,,"""""",32.0,,24357605.0,1438108500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-28 18:35:17.169763,3011.0,13.0
,,2015-05-28 14:15:23.935656,slurm_normal,1432823004.0,0.0,1.0,main_w2_handler0,2307133,9553954,False,,86150,bed,3867681.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19841971,,,"""""",32.0,,23099295.0,1432822555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-28 14:23:27.640478,63546.0,449.0
,,2015-05-28 17:10:26.676068,slurm_normal,1432833622.0,0.0,1.0,main_w1_handler1,2320115,9555370,False,,1569337,bed,3868887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19832655,,,"""""",32.0,,23301206.0,1432833039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-05-28 17:20:26.557167,58833.0,583.0
153.0,len,2015-07-29 01:46:14.914371,slurm_normal,1438134679.0,0.0,1.0,main_w1_handler2,2392377,10022195,False,,1477537820,bam,4303962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/042/dataset_12042804.dat""","""?""",20598016,,"""Deg5_unfiltered_bwt_sorted.bam""","""""",32.0,,24344871.0,1438134535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-29 01:51:23.759337,67015.0,144.0
153.0,len,2015-07-29 01:46:15.425277,slurm_normal,1438134796.0,0.0,1.0,main_w1_handler2,2392377,10022196,False,,1209474454,bam,4303969.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/042/dataset_12042804.dat""","""?""",20598017,,"""H2_unfiltered_bwt_sorted.bam""","""""",32.0,,24344871.0,1438134673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-29 01:53:18.445520,67015.0,123.0
153.0,len,2015-07-29 01:46:13.050864,slurm_normal,1438134519.0,0.0,1.0,main_w1_handler2,2392377,10022192,False,,1267802719,bam,4303958.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/042/dataset_12042804.dat""","""?""",20598012,,"""M2_unfiltered_bwt_sorted.bam""","""""",32.0,,24344871.0,1438134393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-29 01:48:42.415008,67015.0,126.0
153.0,len,2015-07-29 01:46:12.029861,slurm_normal,1438134520.0,0.0,1.0,main_w1_handler1,2392377,10022191,False,,1430374546,bam,4303956.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/042/dataset_12042804.dat""","""?""",20598010,,"""Gas3_unfiltered_bwt_sorted.bam""","""""",32.0,,24344871.0,1438134389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_histogram/0.1.0,0.1.0,,2015-07-29 01:48:42.576632,67015.0,131.0
