chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorList,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-22 01:07:04.775351,slurm_normal,1487725767.0,0,1.0,main_w4_handler1,2991243,15101469,False,,9256772.roundup,slurm,,4693212,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['Blues'],,25.0,7.5,white,false,,Enahancer,,,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28453621}]",1,300,png,false,false,yes,32.0,,36182144.0,1487725711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 01:09:30.324114,88612,56.0
,,2017-02-22 14:38:11.804451,slurm_normal,1487774527.0,0,1.0,main_w3_handler1,1647869,15107727,False,,9262671.roundup,slurm,,20892281,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,descend,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28461891}]",0,,,,,no,32.0,,36069555.0,1487774379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 14:42:10.958989,38120,148.0
,,2017-02-22 14:33:08.973554,slurm_normal,1487774239.0,0,1.0,main_w4_handler0,1647869,15107662,False,,9262616.roundup,slurm,,20892281,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,no,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28461891}]",0,,,,,no,32.0,,36069555.0,1487774093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 14:37:25.199726,38120,146.0
,,2017-02-22 14:20:45.701840,slurm_normal,1487773667.0,0,1.0,main_w3_handler1,1647869,15107492,False,,9262522.roundup,slurm,,20892281,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,no,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28461891}]",0,,,,,no,32.0,,36069555.0,1487773585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 14:27:50.512108,38120,82.0
,,2017-02-22 14:50:59.322331,slurm_normal,1487775869.0,0,1.0,main_w3_handler1,1647869,15107874,False,,9262870.roundup,slurm,,1821949,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,no,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28462891}]",0,,,,,no,32.0,,36069555.0,1487775148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 15:04:30.986060,38120,721.0
,,2017-02-22 17:56:47.853068,slurm_normal,1487786472.0,0,1.0,main_w3_handler0,2984536,15110207,False,,9265007.roundup,slurm,,3922524,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28462937}]",0,,,,,no,32.0,,35330310.0,1487786424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 18:01:16.434737,84399,48.0
,,2017-02-22 18:44:07.705356,slurm_normal,1487789337.0,0,1.0,main_w4_handler1,2984536,15110687,False,,9265464.roundup,slurm,,4183452,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28466835}]",1,200,png,true,false,yes,32.0,,35330310.0,1487789265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 18:48:59.918736,84399,72.0
,,2017-02-22 20:30:11.036720,slurm_normal,1487800506.0,0,1.0,main_w3_handler0,2980082,15111811,False,,9267246.roundup,slurm,,1652441,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,no,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""28470368""",,1,600,png,false,true,yes,32.0,,35471686.0,1487800478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 21:55:10.756023,98384,28.0
,,2017-02-22 22:43:36.603392,slurm_normal,1487803624.0,0,1.0,main_w4_handler1,2980082,15113026,False,,9267679.roundup,slurm,,1631065,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28470870}]",1,600,png,false,true,yes,32.0,,35471686.0,1487803558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-22 22:47:07.975543,98384,66.0
,,2017-02-23 10:34:33.481971,slurm_normal,1487847394.0,0,1.0,main_w3_handler1,3007089,15116920,False,,9271415.roundup,slurm,,43121970,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['coolwarm'],,25.0,7.5,black,false,,,,,yes,descend,mean,,0.0,0.0,kmeans,10,,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28477153}]",1,200,png,true,false,yes,32.0,,34544509.0,1487847275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 10:56:37.836432,72450,119.0
,,2017-02-23 10:57:28.549628,slurm_normal,1487847634.0,0,1.0,main_w3_handler0,3007089,15117063,False,,9271426.roundup,slurm,,43121970,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['Reds'],,25.0,7.5,black,false,,,,,yes,descend,mean,,0.0,0.0,kmeans,10,,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28477153}]",1,200,png,true,false,yes,32.0,,34544509.0,1487847528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 11:00:37.505725,72450,106.0
,,2017-02-23 12:16:05.714899,slurm_normal,1487853068.0,0,1.0,main_w3_handler1,3007089,15117502,False,,9271921.roundup,slurm,,19463606,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['coolwarm'],,25.0,7.5,black,false,,,,,yes,descend,mean,,0.0,0.0,kmeans,10,,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28478157}]",1,200,png,true,false,yes,32.0,,34544509.0,1487852962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 12:31:10.859338,72450,106.0
,,2017-02-23 12:35:07.434857,slurm_normal,1487853510.0,0,1.0,main_w4_handler0,3007089,15117651,False,,9271962.roundup,slurm,,19463606,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['coolwarm'],,25.0,7.5,black,true,,,,,yes,descend,mean,,0.0,0.0,kmeans,10,,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28478157}]",1,200,png,true,false,yes,32.0,,34544509.0,1487853395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 12:38:31.500287,72450,115.0
,,2017-02-23 12:36:59.814300,slurm_normal,1487853891.0,0,1.0,main_w3_handler0,3007089,15117669,False,,9271977.roundup,slurm,,19463606,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['coolwarm'],,25.0,7.5,black,false,,,,,yes,descend,mean,,0.0,1.0,hclust,,10,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28478157}]",1,200,png,true,false,yes,32.0,,34544509.0,1487853529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 12:44:54.693149,72450,362.0
,,2017-02-23 12:41:54.697179,slurm_normal,1487854435.0,0,1.0,main_w3_handler0,3007089,15117755,False,,9272056.roundup,slurm,,43121970,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['coolwarm'],,25.0,7.5,black,true,,,,,yes,descend,mean,,0.0,1.0,hclust,,10,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28477153}]",1,200,png,true,false,yes,32.0,,34544509.0,1487853816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 12:53:58.779794,72450,619.0
,,2017-02-23 14:44:53.172806,slurm_normal,1487861379.0,0,1.0,main_w3_handler0,2984536,15118729,False,,9273001.roundup,slurm,,1568917,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28471357}]",1,200,png,true,false,yes,32.0,,35330310.0,1487861196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 14:49:43.489331,84399,183.0
,,2017-02-23 15:09:39.730225,slurm_normal,1487863610.0,0,1.0,main_w3_handler0,3007089,15119098,False,,9273436.roundup,slurm,,23179227,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,sum,,['coolwarm'],,25.0,7.5,black,true,,,,,yes,descend,sum,,0.0,1.0,hclust,,10,no,"plot, heatmap and colorbar",distance from CGI (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28480477}]",1,200,png,true,false,yes,32.0,,34544509.0,1487863098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 15:26:58.914120,72450,512.0
,,2017-02-23 20:01:43.924449,slurm_normal,1487880394.0,0,1.0,main_w4_handler0,2998809,15122529,False,,9276456.roundup,slurm,,246378,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""",,"[{'src': 'hda', 'id': 28485626}]",0,,,,,no,32.0,,36228684.0,1487880278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 20:34:26.405273,99151,116.0
,,2017-02-23 20:01:34.769770,slurm_normal,1487880385.0,0,1.0,main_w4_handler0,2998809,15122526,False,,9276455.roundup,slurm,,80292,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""",,"[{'src': 'hda', 'id': 28485618}]",0,,,,,no,32.0,,36228684.0,1487880274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 20:34:28.472339,99151,111.0
,,2017-02-23 16:19:50.980450,slurm_normal,1487868744.0,0,1.0,main_w3_handler0,605821,15120182,False,,9274586.roundup,slurm,,72236729,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,4,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28481943}]",1,200,png,true,true,yes,32.0,,34508217.0,1487868249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 16:52:35.201254,12956,495.0
,,2017-02-23 17:46:21.158748,slurm_normal,1487872230.0,0,1.0,main_w3_handler1,2984536,15120952,False,,9275123.roundup,slurm,,638979,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28483099}]",0,,,,,no,32.0,,35330310.0,1487872200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-23 17:50:34.261973,84399,30.0
