alleles,alleles_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alleles,parameters.alleles.values,parameters.alleles|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.seq_length,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1144224,tabular,,,2015-04-20 15:58:31.039633,slurm_normal,1429545645.0,0,1.0,main_w1_handler1,1636949,9279737,False,,3581846.roundup,slurm,,132112168.0,corral-repl,,"""1412fa86e77611e48c69005056a52a46""",19386380,,,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""17245""",32.0,,22591883.0,1429545642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-04-20 16:00:52.507703,39900.0,3.0
1208891,tabular,,,2015-04-20 16:21:32.081526,slurm_normal,1429547515.0,0,1.0,main_w1_handler0,1636949,9279856,False,,3582268.roundup,slurm,,132112168.0,corral-repl,,"""4c54e7b2e77911e4bb9d005056a52a46""",19386535,,,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""17245""",32.0,,22591883.0,1429547509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-04-20 16:32:00.728216,39900.0,6.0
1212597,tabular,,,2015-04-20 16:43:50.440736,slurm_normal,1429548726.0,0,1.0,main_w1_handler1,1636949,9280029,False,,3582574.roundup,slurm,,132112168.0,corral-repl,,"""67f0b4e4e77c11e49e4e005056a51846""",19387053,,,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""17245""",32.0,,22591883.0,1429548722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-04-20 16:52:11.044644,39900.0,4.0
1221811,tabular,,,2015-04-20 17:05:51.920342,slurm_normal,1429550249.0,0,1.0,main_w2_handler1,1636949,9280258,False,,3582971.roundup,slurm,,132112168.0,corral-repl,,"""7d93aa9ce77f11e4b20f005056a51846""",19387565,,,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""17245""",32.0,,22591883.0,1429550246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-04-20 17:17:34.834454,39900.0,3.0
10987405,tabular,,,2015-04-22 03:09:48.151128,slurm_normal,1429672218.0,0,1.0,main_w2_handler0,2277786,9295549,False,,3610436.roundup,slurm,,132112168.0,corral-repl,,,19411146,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""16569""",32.0,,22632158.0,1429672213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-04-22 03:10:40.827180,29829.0,5.0
10987405,tabular,,,2015-04-22 03:18:31.186228,slurm_normal,1429672772.0,0,1.0,main_w2_handler0,2277786,9295605,False,,3610525.roundup,slurm,,132112168.0,corral-repl,,,19411263,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""16569""",32.0,,22632158.0,1429672737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-04-22 03:19:54.096884,29829.0,35.0
0,tabular,,,2015-05-13 08:32:34.699194,slurm_normal,1431506006.0,0,1.0,main_w1_handler0,2302876,9461422,False,,3786507.roundup,slurm,,132112168.0,corral-repl,,,19688690,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,23031645.0,1431506003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-05-13 08:33:27.354740,63398.0,3.0
167,tabular,,,2015-07-30 13:35:39.546869,slurm_normal,1438263371.0,0,1.0,main_w1_handler1,2394659,10033077,False,,4314086.roundup,slurm,,132112168.0,corral-repl,,,20616654,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,24379234.0,1438263363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-07-30 13:36:13.654602,66673.0,8.0
66,tabular,,,2015-09-22 10:22:05.990693,slurm_normal,1442917412.0,0,1.0,main_w1_handler0,2447223,10380728,False,,4661926.roundup,slurm,,132112168.0,corral-repl,,"""c3018dc0611311e5aa30005056a51846""",21206262,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,25318722.0,1442917409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-09-22 10:23:34.922363,65303.0,3.0
66,tabular,,,2015-09-22 10:44:13.669169,slurm_normal,1442918733.0,0,1.0,main_w2_handler0,2447233,10380819,False,,4662055.roundup,slurm,,132112168.0,corral-repl,,"""daf787ec611611e5b231005056a52a46""",21206373,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,25319309.0,1442918729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-09-22 10:45:34.730797,65303.0,4.0
66,tabular,,,2015-09-10 08:58:38.926530,slurm_normal,1441875595.0,0,1.0,main_w2_handler0,2406117,10292509,False,,4577802.roundup,slurm,,132112168.0,corral-repl,,"""1f40962c579a11e59e04005056a52a46""",21067403,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,25103787.0,1441875591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-09-10 08:59:57.804403,67650.0,4.0
66,tabular,,,2015-09-23 01:27:43.217641,slurm_normal,1442971749.0,0,1.0,main_w2_handler1,2448062,10387699,False,,4668247.roundup,slurm,,132112168.0,corral-repl,,"""46a65d3a619211e5af1f005056a52a46""",21216116,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,25333017.0,1442971745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-09-23 01:29:14.123108,65303.0,4.0
156848272,tabular,,,2015-12-19 05:42:25.231121,slurm_normal,1450504028.0,0,1.0,main_w2_handler1,2543490,11236370,False,,5512987.roundup,slurm,,132112168.0,corral-repl,,,22539689,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,26912228.0,1450504021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-12-19 05:47:11.062903,,7.0
66,tabular,,,2016-02-08 13:45:35.104265,slurm_normal,1454939220.0,0,1.0,main_w1_handler2,1976796,11746830,False,,6002907.roundup,slurm,,132112168.0,corral-repl,,"""3879eb74ce6a11e5b8d5005056a52a46""",23236089,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""16569""",32.0,,28160863.0,1454939217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-02-08 13:47:03.256354,21577.0,3.0
1931279,tabular,,,2016-06-22 00:49:43.350246,slurm_normal,1466556686.0,0,1.0,main_w1_handler0,2712926,13230757,False,,7415852.roundup,slurm,,132112168.0,corral-repl,,"""33d8f2fa381311e685a1005056a52a46""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb2fd76f45629838'}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""16569""",32.0,,30362146.0,1466556681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-06-22 00:51:32.141443,4594.0,5.0
8295,tabular,,,2016-06-22 01:53:25.319880,slurm_normal,1466560492.0,0,1.0,main_w2_handler0,2712926,13231198,False,,7416307.roundup,slurm,,132112168.0,corral-repl,,"""1acb1f32381c11e6b789005056a52a46""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaa3c8f2d43bfd46'}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""16569""",32.0,,30362146.0,1466560487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-06-22 01:54:54.707950,4594.0,5.0
1931279,tabular,,,2016-06-22 02:13:24.807692,slurm_normal,1466561721.0,0,1.0,main_w2_handler0,2712926,13231292,False,,7416389.roundup,slurm,,132112168.0,corral-repl,,"""e58999b8381e11e698a6005056a51846""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5834fad0c7c6b29da'}]",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""16569""",32.0,,30362146.0,1466561714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-06-22 02:15:25.992439,4594.0,7.0
0,vcf,,,2016-07-08 08:02:52.047602,slurm_normal,1467965034.0,0,1.0,main_w2_handler0,2760771,13359513,False,,7569445.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54dca8491a441573a'}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""16569""",32.0,,30733819.0,1467965030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-07-08 08:03:56.433464,85745.0,4.0
0,tabular,,,2016-04-06 15:27:55.809260,slurm_normal,1459956503.0,0,1.0,main_w2_handler0,2659772,12354453,False,,6559052.roundup,slurm,,132112168.0,corral-repl,,,24168912,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,29444940.0,1459956498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-04-06 15:28:29.054270,,5.0
0,interval,,,2016-10-20 16:32:32.081084,slurm_normal,1476981170.0,0,1.0,main_w3_handler1,2860767,14132634,False,,8346890.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54eb022c5ed1c8e40'}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""16569""",32.0,,33826202.0,1476981160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-10-20 16:32:54.777541,92542.0,10.0
658838,tabular,,,2016-11-04 14:58:56.085461,slurm_normal,1478271743.0,0,1.0,main_w3_handler1,2869701,14253373,False,,8462175.roundup,slurm,,132111800.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583e76c9fdc7faef5'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478271736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:02:32.191801,55464.0,7.0
706206,tabular,,,2016-11-04 14:58:56.701178,slurm_normal,1478271810.0,0,1.0,main_w4_handler0,2869701,14253375,False,,8462177.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c39c3b8d04d72d7'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478271738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:03:38.615338,55464.0,72.0
696445,tabular,,,2016-11-04 14:58:56.980141,slurm_normal,1478271911.0,0,1.0,main_w4_handler0,2869701,14253376,False,,8462178.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51681da560d225e0f'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478271745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:05:22.264677,55464.0,166.0
26330,tabular,,,2016-11-04 14:58:57.899862,slurm_normal,1478271760.0,0,1.0,main_w4_handler1,2869701,14253379,False,,8462174.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574eaf652807bf3f7'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478271727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:02:45.852786,55464.0,33.0
647941,tabular,,,2016-11-04 14:58:57.255316,slurm_normal,1478271903.0,0,1.0,main_w3_handler0,2869701,14253377,False,,8462180.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532d67d9e1ebb53fc'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478271745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:05:16.129487,55464.0,158.0
16767,tabular,,,2016-11-04 14:58:58.492670,slurm_normal,1478272113.0,0,1.0,main_w4_handler0,2869701,14253381,False,Job output deleted by user before job completed.,8462276.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5666a6d47b5c51180'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478272086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:08:39.809599,55464.0,27.0
704591,tabular,,,2016-11-04 14:58:56.449086,slurm_normal,1478271806.0,0,1.0,main_w4_handler0,2869701,14253374,False,,8462176.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507af985a3d92ff9c'}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3503610""",32.0,,33927379.0,1478271738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-04 15:03:33.498811,55464.0,68.0
7346,vcf,19.0,len,2016-11-15 15:17:59.640092,slurm_normal,1479223164.0,0,1.0,main_w3_handler1,2886734,14345633,False,,8551532.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58a17276867743ea9'}]",,"""/galaxy-repl/main/files/017/858/dataset_17858461.dat""","""?""","""16569""",32.0,,34164056.0,1479223083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-15 15:19:29.298326,94372.0,81.0
0,vcf,,,2016-11-30 08:09:34.021919,slurm_normal,1480493383.0,0,1.0,main_w3_handler0,2830090,14451835,False,,8647466.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27442718}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,33202266.0,1480493378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-11-30 08:09:45.356018,61825.0,5.0
4166633,tabular,,,2016-12-02 14:15:20.520058,slurm_normal,1480688132.0,0,1.0,main_w3_handler1,2909129,14473281,False,,8666465.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27472220}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,34477898.0,1480688127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-12-02 14:15:33.859555,95816.0,5.0
4166633,tabular,,,2016-12-02 14:18:11.970183,slurm_normal,1480688309.0,0,1.0,main_w4_handler0,2909129,14473319,False,,8666498.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27472220}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""37992""",32.0,,34477898.0,1480688297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-12-02 14:18:58.359713,95816.0,12.0
4166633,tabular,,,2016-12-13 13:33:06.627312,slurm_normal,1481635994.0,0,1.0,main_w3_handler0,2909129,14564609,False,,8743817.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27472220}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,34477898.0,1481635989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-12-13 13:33:16.020506,95816.0,5.0
4166633,tabular,,,2016-12-13 13:30:25.913564,slurm_normal,1481635845.0,0,1.0,main_w4_handler1,2909129,14564576,False,,8743788.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27615327}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,34477898.0,1481635841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-12-13 13:30:47.696720,95816.0,4.0
7494,vcf,,,2016-12-21 22:09:25.429416,slurm_normal,1482358172.0,0,1.0,main_w4_handler1,2594123,14628204,False,,8804564.roundup,slurm,,132111800.0,corral-repl,,,,"[{'src': 'hda', 'id': 27713736}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,34947828.0,1482358168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-12-21 22:09:34.788628,70253.0,4.0
1575,tabular,,,2017-01-05 02:42:28.167838,slurm_normal,1483584155.0,0,1.0,main_w4_handler0,2946997,14693394,False,,8863283.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27817960}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""16569""",32.0,,35202856.0,1483584152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2017-01-05 02:42:40.788467,92595.0,3.0
0,vcf,,,2017-02-14 23:21:20.551787,slurm_normal,1487114490.0,0,1.0,main_w3_handler1,2954709,15039967,False,,9195828.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 28353173}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""16569""",32.0,,36043559.0,1487114485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2017-02-14 23:21:32.122081,98070.0,5.0
0,tabular,,,2017-02-18 19:59:51.467037,slurm_normal,1487448008.0,0,1.0,main_w3_handler1,2980585,15076134,False,,9231783.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 28412482}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",32.0,,36150158.0,1487448003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2017-02-18 20:00:10.620289,99424.0,5.0
