alignment,alignment_filetype,anno|reference_gene_sets,anno|reference_gene_sets_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,extended_parameters|genome,extended_parameters|genome_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alignment.values,parameters.alignment|__identifier__,parameters.anno.__current_case__,parameters.anno.anno_select,parameters.anno.genome,parameters.anno.gtf_source.__current_case__,parameters.anno.gtf_source.ref_source,parameters.anno.gtf_source.reference_gene_sets.values,parameters.chromInfo,parameters.dbkey,parameters.extended_parameters.by_read_group,parameters.extended_parameters.contribute_to_multiple_features,parameters.extended_parameters.count_split_alignments_only,parameters.extended_parameters.exon_exon_junction_read_counting_enabled.__current_case__,parameters.extended_parameters.exon_exon_junction_read_counting_enabled.count_exon_exon_junction_reads,parameters.extended_parameters.exon_exon_junction_read_counting_enabled.genome.values,parameters.extended_parameters.frac_overlap,parameters.extended_parameters.frac_overlap_feature,parameters.extended_parameters.gff_feature_attribute,parameters.extended_parameters.gff_feature_type,parameters.extended_parameters.ignore_dup,parameters.extended_parameters.largest_overlap,parameters.extended_parameters.long_reads,parameters.extended_parameters.mapping_quality,parameters.extended_parameters.min_overlap,parameters.extended_parameters.multimapping_enabled.__current_case__,parameters.extended_parameters.multimapping_enabled.fraction,parameters.extended_parameters.multimapping_enabled.multimapping_counts,parameters.extended_parameters.primary,parameters.extended_parameters.read_extension_3p,parameters.extended_parameters.read_extension_5p,parameters.extended_parameters.read_reduction,parameters.extended_parameters.strand_specificity,parameters.extended_parameters.summarization_level,parameters.format,parameters.include_feature_length_file,parameters.pe_parameters.exclude_chimerics,parameters.pe_parameters.fragment_counting_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.check_distance,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.maximum_fragment_length,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.minimum_fragment_length,parameters.pe_parameters.fragment_counting_enabled.fragment_counting,parameters.pe_parameters.only_both_ends,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1687864325,bam,,,,,2018-03-02 14:58:45.019937,slurm_normal,1520002886.0,0,,,7680.0,1.0,main_w4_handler0,3437983,18581919,False,,12676553,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34108864}]",,0,builtin,hg19,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/papHam1.len""","""papHam1""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44290507.0,1520002738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 15:01:26.995048,120561.0,148.0
658283832,bam,44462151.0,gtf,,,2018-03-02 16:46:56.202477,slurm_normal,1520009261.0,0,,,7680.0,1.0,main_w4_handler1,3448525,18583575,False,,12678379,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34172835}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34173862}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,transcript_id,exon,false,false,false,3,1,1,,,false,0,0,,2,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,43662468.0,1520009226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 16:47:43.139299,40567.0,35.0
9216042864,bam,847928511.0,gtf,,,2018-03-02 19:34:37.581221,slurm_normal,1520019950.0,0,,,7680.0,1.0,main_w3_handler0,3426819,18585577,False,,12680348,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34133588}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34124868}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,43924004.0,1520019500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 19:45:53.055481,120527.0,450.0
10369519110,bam,847928511.0,gtf,,,2018-03-02 19:34:22.543361,slurm_normal,1520020074.0,0,,,7680.0,1.0,main_w4_handler0,3426819,18585553,False,,12680344,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34133582}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34124868}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,43924004.0,1520019497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 19:47:57.727725,120527.0,577.0
3835050002,bam,142894507.0,gtf,,,2018-03-02 19:34:59.905336,slurm_normal,1520020212.0,0,,,7680.0,1.0,main_w3_handler1,3440505,18585579,False,,12680447,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177311}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34094415}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44295822.0,1520020037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 19:50:15.877977,114804.0,175.0
601605,bam,,,,,2018-03-02 19:53:48.722356,slurm_normal,1520020473.0,0,,,7680.0,1.0,main_w3_handler1,3448520,18585759,False,,12680548,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177565}]",,0,builtin,hg19,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,43813044.0,1520020469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 19:54:36.280720,114246.0,4.0
18456512,bam,0.0,gtf,,,2018-03-02 20:36:33.616383,slurm_normal,1520023008.0,0,,,7680.0,1.0,main_w4_handler0,3449908,18586185,False,,12681075,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177984}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34177916}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,transcript,false,false,false,12,1,1,,,false,0,0,,1,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44231670.0,1520023002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 20:36:52.592696,36741.0,6.0
16650718,bam,0.0,gtf,,,2018-03-02 20:36:35.822104,slurm_normal,1520023012.0,0,,,7680.0,1.0,main_w4_handler1,3449908,18586187,False,,12681076,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177986}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34177916}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,transcript,false,false,false,12,1,1,,,false,0,0,,1,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44231670.0,1520023006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 20:36:55.510452,36741.0,6.0
17534326,bam,0.0,gtf,,,2018-03-02 20:36:38.848792,slurm_normal,1520023024.0,0,,,7680.0,1.0,main_w3_handler0,3449908,18586190,False,,12681080,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177989}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34177916}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,transcript,false,false,false,12,1,1,,,false,0,0,,1,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44231670.0,1520023018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 20:37:07.015159,36741.0,6.0
15159280,bam,0.0,gtf,,,2018-03-02 20:36:37.669739,slurm_normal,1520023013.0,0,,,7680.0,1.0,main_w3_handler0,3449908,18586189,False,,12681078,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177988}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34177916}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,transcript,false,false,false,12,1,1,,,false,0,0,,1,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44231670.0,1520023008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 20:36:58.785210,36741.0,5.0
17544082,bam,0.0,gtf,,,2018-03-02 20:36:34.693184,slurm_normal,1520023014.0,0,,,7680.0,1.0,main_w3_handler0,3449908,18586186,False,,12681077,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177985}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34177916}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,transcript,false,false,false,12,1,1,,,false,0,0,,1,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44231670.0,1520023008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 20:37:00.185989,36741.0,6.0
16661478,bam,0.0,gtf,,,2018-03-02 20:36:36.926959,slurm_normal,1520023033.0,0,,,7680.0,1.0,main_w4_handler0,3449908,18586188,False,,12681083,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34177987}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34177916}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,transcript,false,false,false,12,1,1,,,false,0,0,,1,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44231670.0,1520023027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 20:37:20.131006,36741.0,6.0
795852737,bam,,,,,2018-03-02 21:19:53.258334,slurm_normal,1520025750.0,0,,,7680.0,1.0,main_w3_handler0,3449957,18586743,False,,12681685,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34179019}]",,0,builtin,hg38,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44298583.0,1520025660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-02 21:22:33.055815,,90.0
65574563,bam,19935412.0,gtf,,,2018-03-03 09:14:12.567694,slurm_normal,1520068473.0,0,,,7680.0,1.0,main_w4_handler0,3449094,18590354,False,,12684929,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34183441}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34183519}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44146348.0,1520068464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 09:14:35.973436,119480.0,9.0
65198071,bam,19935412.0,gtf,,,2018-03-03 09:14:13.530780,slurm_normal,1520068474.0,0,,,7680.0,1.0,main_w4_handler0,3449094,18590355,False,,12684930,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34183442}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34183519}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44146348.0,1520068466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 09:14:37.632785,119480.0,8.0
63978769,bam,19935412.0,gtf,,,2018-03-03 09:14:14.356604,slurm_normal,1520068477.0,0,,,7680.0,1.0,main_w4_handler0,3449094,18590356,False,,12684931,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34183443}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 34183519}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44146348.0,1520068469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 09:14:40.290687,119480.0,8.0
1950172404,bam,,,,,2018-03-03 03:51:08.530790,reserved_normal,1520049191.0,0,,,7680.0,1.0,main_w4_handler1,3314029,18588542,False,,12683636.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 32101147}]",,0,builtin,mm10,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short""","""true""",true,1,,,,,,false,32.0,,44298174.0,1520049079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 03:53:13.286827,5254.0,112.0
4904457365,bam,49170190.0,gtf,,,2018-03-03 05:48:51.682743,slurm_normal,1520056424.0,0,,,7680.0,1.0,main_w3_handler1,3437141,18589165,False,,12684118,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34182739}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 33977379}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,true,0,0,,2,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,true,32.0,,43978576.0,1520056142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 05:53:46.424106,78002.0,282.0
3847147903,bam,49170190.0,gtf,,,2018-03-03 05:47:12.556444,slurm_normal,1520056267.0,0,,,7680.0,1.0,main_w3_handler0,3437141,18589155,False,,12684111,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34182740}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 33977379}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,true,0,0,,2,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,true,32.0,,43978576.0,1520056042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 05:51:10.331932,78002.0,225.0
3999334380,bam,49170190.0,gtf,,,2018-03-03 05:49:30.872486,slurm_normal,1520056434.0,0,,,7680.0,1.0,main_w3_handler0,3437141,18589167,False,,12684120,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34182738}]",,1,gtf,,1.0,history,"[{'src': 'hda', 'id': 33977379}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,true,0,0,,2,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,true,32.0,,43978576.0,1520056179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 05:53:56.592860,78002.0,255.0
376885991,bam,,,,,2018-03-03 06:08:38.697037,slurm_normal,1520057352.0,0,,,7680.0,1.0,main_w4_handler1,3440646,18589211,False,,12684165,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 34155900}]",,0,builtin,hg38,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",false,false,false,1,false,,0,0,gene_id,exon,false,false,false,12,1,1,,,false,0,0,,0,false,"""tabdel_short_noheader""","""false""",true,1,,,,,,false,32.0,,44273801.0,1520057326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.0.2,1.6.0.2,,2018-03-03 06:09:14.716094,122692.0,26.0
