chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input1|__identifier__,parameters.input2.values,parameters.input2|__identifier__,parameters.tag_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-12 15:31:44.699324,slurm_normal,1484235153.0,0,,1.0,main_w3_handler0,2953170,14750231,False,,1121173,vcf,155909133,vcf,8914674.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27906153}]",,"[{'src': 'hda', 'id': 27906127}]",,"""NA12878""",32.0,,35290831.0,1484235132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-12 15:32:38.925850,96665.0,21.0
,,2017-01-12 16:39:19.414437,slurm_normal,1484239205.0,0,,1.0,main_w4_handler0,2953170,14750880,False,,1121173,vcf,155909133,vcf,8915495.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27906153}]",,"[{'src': 'hda', 'id': 27906127}]",,"""NA12878""",32.0,,35290831.0,1484239172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-12 16:40:08.783427,96665.0,33.0
,,2017-01-12 16:51:59.136228,slurm_normal,1484239958.0,0,,1.0,main_w4_handler0,2953170,14751002,False,,1163629,vcf,151469728,vcf,8915622.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27907693}]",,"[{'src': 'hda', 'id': 27906134}]",,"""NA12880""",32.0,,35290831.0,1484239931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-12 16:52:43.254554,96665.0,27.0
,,2016-11-06 00:25:43.020131,slurm_normal,1478415537.0,0,,1.0,main_w4_handler0,2196193,14261695,False,,61251914323,vcf,5319476028,vcf,8470252.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b519a551901cfcbb19'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5288bf6162a24ff99'}]",,"""added-genotypes""",32.0,,33983908.0,1478392027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-06 06:59:00.441245,37892.0,23510.0
,,2016-11-05 23:41:28.258089,slurm_normal,1478391041.0,0,,1.0,main_w3_handler0,2196193,14261564,False,,394347838,vcf,5319476028,vcf,8470143.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f84969a43d1912f1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5288bf6162a24ff99'}]",,"""added-genotypes""",32.0,,33983908.0,1478389305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-06 00:10:44.117661,37892.0,1736.0
,,2016-11-07 09:40:43.242376,slurm_normal,1478547925.0,0,,1.0,main_w4_handler0,2196193,14271363,False,,61251914323,vcf,27334391284,vcf,8479826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b519a551901cfcbb19'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b460d44f3b45912'}]",,"""added-genotypes""",32.0,,34117953.0,1478511653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-07 19:45:28.816385,37892.0,36272.0
,,2016-11-06 20:16:06.217907,slurm_normal,1478499434.0,0,,1.0,main_w4_handler1,2196193,14266171,False,,394347838,vcf,27334391284,vcf,8477434.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f84969a43d1912f1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b460d44f3b45912'}]",,"""added-genotypes""",32.0,,33983908.0,1478494061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-07 06:17:17.655909,37892.0,5373.0
,,2016-10-10 11:14:37.146700,slurm_normal,1476099091.0,0,,1.0,main_w4_handler0,2848844,14044197,False,,3936555296,vcf,2130215,vcf,8261491.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4da62b223d032b3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f2158bbdfabb725'}]",,"""added-genotypes""",32.0,,33492556.0,1476098123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-10 11:31:33.980673,90340.0,968.0
,,2016-11-06 22:38:48.429930,slurm_normal,1478471941.0,0,,1.0,main_w4_handler1,2883085,14266751,False,,381596,vcf,417353,vcf,8475224.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b026f1e4192cf9bd'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51257bb0cacec7a92'}]",,"""added-genotypes""",32.0,,34097425.0,1478471934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-06 22:39:02.580245,93212.0,7.0
,,2016-11-09 10:12:21.978733,slurm_normal,1478686369.0,0,,1.0,main_w3_handler1,2755105,14293555,False,,18789086,vcf,24670183,vcf,8501869.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38Patch2.len""","""hg38Patch2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c64323f0fbb56c2b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501f7390c742fdfe1'}]",,"""HGMD""",32.0,,33949906.0,1478686354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-09 10:12:52.281489,72640.0,15.0
,,2016-11-17 18:06:55.787819,slurm_normal,1479406030.0,0,,1.0,main_w4_handler1,2899014,14369601,False,,1056922,vcf,1505465,vcf,8575274.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec6cb0cc1bfccc22'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c47ff812a7b0110'}]",,"""added-genotypes""",32.0,,34304076.0,1479406023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-17 18:07:14.591449,94430.0,7.0
,,2017-01-16 10:40:06.370972,slurm_normal,1484563523.0,0,,1.0,main_w4_handler0,2391699,14776454,False,,691568090,vcf,687939331,vcf,8938802.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 21018572}]",,"[{'src': 'hda', 'id': 21024687}]",,"""added-genotypes""",32.0,,35403121.0,1484563212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-16 10:45:24.416877,66992.0,311.0
,,2017-01-16 09:08:26.497858,slurm_normal,1484558034.0,0,,1.0,main_w3_handler0,2391699,14775556,False,,687939331,vcf,691568090,vcf,8937959.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 21024687}]",,"[{'src': 'hda', 'id': 21018572}]",,"""added-genotypes""",32.0,,35401450.0,1484557716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-16 09:13:57.309432,66992.0,318.0
,,2017-01-18 16:01:57.632072,slurm_normal,1484755455.0,0,,1.0,main_w3_handler1,2958065,14801337,False,,129629792,vcf,214411555,vcf,8963954.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979048}]",,"[{'src': 'hda', 'id': 27978841}]",,"""TIDEX487""",32.0,,35420448.0,1484755368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:04:18.059653,3402.0,87.0
,,2017-01-18 16:07:01.196857,slurm_normal,1484756048.0,0,,1.0,main_w4_handler0,2958065,14801495,False,,195614610,vcf,199142217,vcf,8964258.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979281}]",,"[{'src': 'hda', 'id': 27978846}]",,"""TIDEX483""",32.0,,35420448.0,1484755683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:14:11.272837,3402.0,365.0
,,2017-01-18 16:05:10.800413,slurm_normal,1484755658.0,0,,1.0,main_w4_handler0,2958065,14801422,False,,162622048,vcf,198617188,vcf,8964026.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979188}]",,"[{'src': 'hda', 'id': 27978845}]",,"""TIDEX486""",32.0,,35420448.0,1484755530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:07:41.913500,3402.0,128.0
,,2017-01-18 16:43:39.348116,slurm_normal,1484757912.0,0,,1.0,main_w3_handler0,2958065,14802217,False,,117483893,vcf,195350920,vcf,8965268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27980240}]",,"[{'src': 'hda', 'id': 27979897}]",,"""TIDEX483""",32.0,,35420448.0,1484757828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:45:14.844994,3402.0,84.0
,,2017-01-18 16:51:51.365726,slurm_normal,1484758384.0,0,,1.0,main_w3_handler0,2958065,14802318,False,,85199365,vcf,141598498,vcf,8965559.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27980245}]",,"[{'src': 'hda', 'id': 27979936}]",,"""TIDEX483""",32.0,,35420448.0,1484758320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:53:05.879959,3402.0,64.0
,,2017-01-18 16:46:17.330877,slurm_normal,1484758077.0,0,,1.0,main_w4_handler0,2958065,14802262,False,,147387861,vcf,196164151,vcf,8965325.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27980315}]",,"[{'src': 'hda', 'id': 27979912}]",,"""TIDEX486""",32.0,,35420448.0,1484757985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:47:59.144657,3402.0,92.0
,,2017-01-18 16:51:33.815861,slurm_normal,1484758445.0,0,,1.0,main_w4_handler0,2958065,14802312,False,,177292067,vcf,209120045,vcf,8965555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27980364}]",,"[{'src': 'hda', 'id': 27979913}]",,"""TIDEX487""",32.0,,35420448.0,1484758305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:54:07.569097,3402.0,140.0
,,2017-01-18 16:58:39.843504,slurm_normal,1484758893.0,0,,1.0,main_w3_handler0,2958065,14802386,False,,128489353,vcf,150676336,vcf,8965611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27980690}]",,"[{'src': 'hda', 'id': 27979945}]",,"""TIDEX487""",32.0,,35420448.0,1484758741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 17:01:36.472581,3402.0,152.0
,,2017-01-18 16:55:57.342809,slurm_normal,1484758626.0,0,,1.0,main_w3_handler0,2958065,14802369,False,,106844563,vcf,141312351,vcf,8965600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27980420}]",,"[{'src': 'hda', 'id': 27979943}]",,"""TIDEX486""",32.0,,35420448.0,1484758564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:57:09.821202,3402.0,62.0
,,2016-12-06 18:27:41.137249,slurm_normal,1481048874.0,0,,1.0,main_w3_handler1,2920713,14501947,False,,63199,vcf,65519,vcf,8685990.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 27519829}]",,"[{'src': 'hda', 'id': 27519828}]",,"""added-genotypes""",32.0,,34684307.0,1481048870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-06 18:27:56.140526,,4.0
,,2016-12-06 23:15:28.235521,slurm_normal,1481066146.0,0,,1.0,main_w3_handler1,2919492,14503844,False,,271472,vcf,261990,vcf,8686857.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27513077}]",,"[{'src': 'hda', 'id': 27513083}]",,"""added-genotypes""",32.0,,34096614.0,1481066141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-06 23:15:49.002748,90081.0,5.0
,,2016-12-14 01:03:58.008508,slurm_normal,1481677450.0,0,,1.0,main_w4_handler1,2925243,14570453,False,,2027219,vcf,1557797,vcf,8749617.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27625022}]",,"[{'src': 'hda', 'id': 27572110}]",,"""added-genotypes""",32.0,,34828319.0,1481677445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-14 01:04:11.607092,95386.0,5.0
,,2016-12-14 01:01:51.464811,slurm_normal,1481677325.0,0,,1.0,main_w3_handler1,2925243,14570449,False,,2006625,vcf,1557797,vcf,8749611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27572112}]",,"[{'src': 'hda', 'id': 27572110}]",,"""added-genotypes""",32.0,,34828319.0,1481677320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-14 01:02:05.935674,95386.0,5.0
,,2016-12-14 01:01:50.864809,slurm_normal,1481677324.0,0,,1.0,main_w3_handler0,2925243,14570448,False,,2006625,vcf,1764365,vcf,8749610.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27572112}]",,"[{'src': 'hda', 'id': 27572108}]",,"""added-genotypes""",32.0,,34828319.0,1481677320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-14 01:02:05.719178,95386.0,4.0
,,2016-12-16 22:39:49.741029,slurm_normal,1481928057.0,0,,1.0,main_w3_handler1,2925243,14596873,False,,402491,vcf,392457,vcf,8775445.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27572067}]",,"[{'src': 'hda', 'id': 27572066}]",,"""added-genotypes_motherdaughter""",32.0,,34883145.0,1481928002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 22:40:58.056152,95386.0,55.0
,,2016-12-16 22:55:15.098267,slurm_normal,1481928931.0,0,,1.0,main_w3_handler1,2932579,14596923,False,,402491,vcf,392457,vcf,8775491.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27667333}]",,"[{'src': 'hda', 'id': 27667332}]",,"""added-genotypesmomddaughter""",32.0,,34883145.0,1481928926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 22:55:34.657907,95386.0,5.0
,,2016-12-16 16:32:46.913192,slurm_normal,1481905989.0,0,,1.0,main_w3_handler0,2922562,14594431,False,,392457,vcf,402491,vcf,8772856.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27565162}]",,"[{'src': 'hda', 'id': 27565164}]",,"""added-genotypes""",32.0,,34883145.0,1481905976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 16:33:13.526643,95386.0,13.0
,,2016-12-16 18:59:36.263918,slurm_normal,1481914808.0,0,,1.0,main_w4_handler0,2932429,14595544,False,,392457,vcf,402491,vcf,8774125.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27665114}]",,"[{'src': 'hda', 'id': 27665115}]",,"""added-genotypesmomdaughter""",32.0,,34883145.0,1481914787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-16 19:00:11.018540,95386.0,21.0
