create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.pop_input,parameters.pop_input.values,pop_input,pop_input_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-24 13:01:58.576905,slurm_normal,1487941329.0,0,1.0,main_w3_handler0,3009064,15129282,False,,3506904,gd_genotype,9282821.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 28496350}]",,"[{'src': 'hda', 'id': 28496376}]",54,gd_indivs,32.0,,36265241,1487941324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-02-24 13:02:10.208045,69518.0,5.0
2017-02-24 00:28:48.383978,slurm_normal,1487896135.0,0,1.0,main_w3_handler0,3007546,15125215,False,,608377,gd_genotype,9279204.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28490477}]",,"[{'src': 'hda', 'id': 28490520}]",16,gd_indivs,32.0,,36245286,1487896131.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-02-24 00:28:56.428181,69518.0,4.0
2014-10-08 19:10:53.153412,roundup_single,1412795488.0,0,1.0,main_w2_handler1,2077211,7949621,False,,24805152,gd_genotype,1927293,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17173916,,17173967,,6545,gd_indivs,32.0,,15996148,1412795465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2014-10-08 19:11:35.042188,,23.0
2015-01-17 17:49:15.236081,rodeo_normal,1421517002.0,0,1.0,main_w2_handler0,2176209,8562229,False,,11691595,gd_genotype,790611.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18228609,,18228937,,3338,gd_indivs,2.0,,20527943,1421516989.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-01-17 18:12:29.952559,,13.0
2014-11-20 15:26:55.951068,rodeo_normal,1416497265.0,0,1.0,main_w2_handler0,2124579,8211544,False,,5561227,gd_genotype,2066561.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17620430,,17620445,,1976,gd_indivs,32.0,,19621659,1416497228.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2014-11-20 15:27:47.934437,,37.0
2017-02-24 00:37:03.666027,slurm_normal,1487896633.0,0,1.0,main_w4_handler0,3007546,15125253,False,,1728335,gd_genotype,9279239.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28490544}]",,"[{'src': 'hda', 'id': 28490565}]",56,gd_indivs,32.0,,36245286,1487896627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-02-24 00:37:16.046838,69518.0,6.0
2017-02-24 00:04:49.816000,slurm_normal,1487894713.0,0,1.0,main_w4_handler1,2996687,15124884,False,,31957670,gd_genotype,9278885.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28489652}]",,"[{'src': 'hda', 'id': 28489912}]",41,gd_indivs,32.0,,36245286,1487894696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-02-24 00:05:25.266201,69518.0,17.0
2017-02-24 01:30:38.033237,slurm_normal,1487899853.0,0,1.0,main_w3_handler0,3007546,15125563,False,,1625406,gd_genotype,9279528.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28490979}]",,"[{'src': 'hda', 'id': 28491010}]",56,gd_indivs,32.0,,36245286,1487899843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-02-24 01:30:55.333197,69518.0,10.0
2017-08-22 01:43:36.276237,slurm_normal,1503366240.0,0,1.0,main_w3_handler0,3222446,16628249,False,,12081283,gd_genotype,10700528.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 30889879}]",,"[{'src': 'hda', 'id': 30945074}]",15,gd_indivs,32.0,,39899477,1503366226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-08-22 01:44:05.294360,110214.0,14.0
2017-09-11 06:04:34.269951,slurm_normal,1505110110.0,0,1.0,main_w3_handler1,3244183,16784576,False,,416747628,gd_genotype,10853016.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31179551}]",,"[{'src': 'hda', 'id': 31179594}]",9186,gd_indivs,32.0,,40186414,1505109898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-09-11 06:08:40.410705,110816.0,212.0
2017-12-21 03:26:01.995503,slurm_normal,1513827000.0,0,1.0,main_w4_handler0,3355979,17866356,False,,2027654354,gd_snp,11938484,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/618/dataset_18618420.dat""","""1""",,"[{'src': 'hda', 'id': 33030190}]",,"[{'src': 'hda', 'id': 33030083}]",447,gd_indivs,32.0,,41254459,1513826777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-12-21 03:30:04.856485,87394.0,223.0
2017-11-09 04:52:13.010534,slurm_normal,1510203372.0,0,1.0,main_w3_handler1,3244183,17392135,False,,416747628,gd_genotype,11453372,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31179551}]",,"[{'src': 'hda', 'id': 31179594}]",9186,gd_indivs,32.0,,40186414,1510203140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2017-11-09 04:56:14.046279,110816.0,232.0
