chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.vcf_input,parameters.vcf_input.values,parameters.vcf_input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
,,2015-05-04 00:18:33.192107,slurm_normal,1430698747.0,0,,1.0,main_w1_handler0,2290533,9384573,False,,3718533.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19548728,,,32.0,,22834306,1430698741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-04 00:19:09.982276,37542.0,49770,vcf,6.0
,,2015-05-15 11:43:37.648756,slurm_normal,1431690388.0,0,,1.0,main_w2_handler1,2307263,9478125,False,,3802128.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19720070,,,32.0,,23101541,1431690374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 11:46:33.007870,,426034,vcf,14.0
,,2015-05-15 00:02:17.766356,slurm_normal,1431648166.0,0,,1.0,main_w2_handler0,2237627,9475778,False,,3799724.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""",19715391,,,32.0,,22682839,1431648163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 00:02:48.942009,60894.0,2050,vcf,3.0
437.0,len,2015-05-14 21:44:43.800016,slurm_normal,1431639920.0,0,,1.0,main_w1_handler0,1339652,9475082,False,,3799181.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/328/dataset_11328226.dat""","""?""",19714498,,,32.0,,22949183,1431639913.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-14 21:45:22.541081,16797.0,1768,vcf,7.0
,,2015-05-15 00:01:15.859420,slurm_normal,1431648099.0,0,,1.0,main_w1_handler0,2237627,9475776,False,,3799719.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""",19715391,,,32.0,,22682839,1431648096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 00:01:41.542515,60894.0,2050,vcf,3.0
,,2015-05-15 00:08:59.784354,slurm_normal,1431648581.0,0,,1.0,main_w1_handler0,2237627,9475815,False,,3799744.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""",19715448,,,32.0,,22682839,1431648569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 00:09:43.017285,60894.0,133127,vcf,12.0
,,2015-05-18 12:49:19.137440,slurm_normal,1431953404.0,0,,1.0,main_w1_handler1,2250986,9488108,False,,3810105.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""",19024494,,,32.0,,21901477,1431953378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-18 12:50:07.368038,61115.0,114559517,vcf,26.0
,,2015-05-15 12:12:22.608214,slurm_normal,1431691977.0,0,,1.0,main_w2_handler1,2307286,9478315,False,,3802261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19720357,,,32.0,,23102159,1431691973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 12:13:00.913645,,182868,vcf,4.0
,,2015-05-15 13:37:36.240846,slurm_normal,1431697098.0,0,,1.0,main_w1_handler0,2307286,9478689,False,,3802763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19721146,,,32.0,,23102159,1431697087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 13:38:21.461519,,30236930,vcf,11.0
,,2015-05-15 13:54:14.046125,slurm_normal,1431698089.0,0,,1.0,main_w2_handler1,2307286,9478736,False,,3802848.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19721528,,,32.0,,23102159,1431698079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-15 13:54:52.765198,,21806377,vcf,10.0
,,2015-05-22 10:30:37.642522,slurm_normal,1432290680.0,0,,1.0,main_w1_handler0,2285263,9518394,False,,3838894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19784751,,,32.0,,22991627,1432290649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-05-22 10:31:24.473044,37542.0,442884,vcf,31.0
,,2015-06-29 00:01:16.105174,slurm_normal,1435536102.0,0,,1.0,main_w2_handler1,2358423,9755434,False,,4058732.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20171269,,,32.0,,22501224,1435536095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-29 00:01:45.737413,62384.0,1867079,vcf,7.0
,,2015-06-29 02:00:20.763716,slurm_normal,1435543246.0,0,,1.0,main_w2_handler0,2353736,9755626,False,,4058925.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20112767,,,32.0,,23880781,1435543242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-29 02:00:48.989715,46498.0,156351,vcf,4.0
,,2015-07-29 12:27:30.680848,slurm_normal,1438172871.0,0,,1.0,main_w2_handler1,2064627,10025113,False,,4306733.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20598393,,,32.0,,24351884,1438172866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-29 12:27:54.280002,53443.0,4821395,vcf,5.0
,,2015-06-30 23:37:23.571496,slurm_normal,1435707465.0,0,,1.0,main_w1_handler1,2285263,9771811,False,,4074264.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20197691,,,32.0,,23920663,1435707459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-30 23:37:48.644051,37542.0,1100603,vcf,6.0
,,2015-07-02 00:07:50.286288,slurm_normal,1435795702.0,0,,1.0,main_w1_handler1,2353736,9778021,False,,4080555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20209426,,,32.0,,23939028,1435795696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-02 00:08:24.539564,46498.0,31622,vcf,6.0
,,2015-07-02 01:52:09.400257,slurm_normal,1435801957.0,0,,1.0,main_w1_handler1,2353736,9778267,False,,4080796.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20209811,,,32.0,,23939028,1435801953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-02 01:52:39.851706,46498.0,69201,vcf,4.0
,,2015-07-29 21:52:31.090264,slurm_normal,1438206777.0,0,,1.0,main_w2_handler0,2387181,10029054,False,,4310457.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20618224,,,32.0,,24377038,1438206768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-29 21:53:02.007917,13290.0,1176575,vcf,9.0
,,2015-07-29 22:02:34.675292,slurm_normal,1438207387.0,0,,1.0,main_w2_handler1,2394624,10029109,False,,4310505.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20618309,,,32.0,,24377038,1438207376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-29 22:03:10.186295,13290.0,1323344,vcf,11.0
,,2015-06-12 03:45:18.768587,slurm_normal,1434080761.0,0,,1.0,main_w1_handler1,2285263,9639538,False,,3950580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983668,,,32.0,,23557474,1434080752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:46:04.050711,37542.0,14623416,vcf,9.0
,,2015-10-24 14:00:00.147077,slurm_normal,1445695218.0,0,,1.0,main_w1_handler1,2467235,10714677,False,,4977252.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21468825,,,32.0,,25870671,1445695213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-24 14:00:19.709666,16755.0,60377,vcf,5.0
,,2015-06-12 03:27:28.978411,slurm_normal,1434079677.0,0,,1.0,main_w2_handler0,2285263,9639504,False,,3950521.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983631,,,32.0,,23557474,1434079674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:27:59.991237,37542.0,378449,vcf,3.0
,,2015-06-12 03:44:59.932059,slurm_normal,1434080740.0,0,,1.0,main_w1_handler0,2285263,9639537,False,,3950577.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983667,,,32.0,,23557474,1434080730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:45:42.273892,37542.0,15436068,vcf,10.0
,,2015-06-12 02:57:28.498465,slurm_normal,1434077885.0,0,,1.0,main_w2_handler1,2285263,9639398,False,,3950414.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983505,,,32.0,,23557474,1434077882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 02:58:08.000066,37542.0,461216,vcf,3.0
,,2015-06-12 03:54:49.117027,slurm_normal,1434081318.0,0,,1.0,main_w2_handler0,2285263,9639553,False,,3950605.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983687,,,32.0,,23557474,1434081315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:55:21.575272,37542.0,30964,vcf,3.0
,,2015-06-12 03:43:49.217129,slurm_normal,1434080669.0,0,,1.0,main_w2_handler0,2285263,9639535,False,,3950575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983666,,,32.0,,23557474,1434080659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:44:31.854177,37542.0,15444017,vcf,10.0
,,2015-06-12 03:53:24.442925,slurm_normal,1434081239.0,0,,1.0,main_w1_handler1,2285263,9639550,False,,3950602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983683,,,32.0,,23557474,1434081236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:54:02.177535,37542.0,295606,vcf,3.0
,,2015-06-12 03:54:36.291579,slurm_normal,1434081305.0,0,,1.0,main_w2_handler0,2285263,9639552,False,,3950604.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19983686,,,32.0,,23557474,1434081302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 03:55:09.341262,37542.0,302892,vcf,3.0
,,2015-10-24 14:00:14.513428,slurm_normal,1445695240.0,0,,1.0,main_w2_handler0,2467235,10714679,False,,4977256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21719461,,,32.0,,25870671,1445695236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-24 14:00:44.739213,16755.0,60776,vcf,4.0
,,2015-06-12 15:26:45.968046,slurm_normal,1434122839.0,0,,1.0,main_w2_handler1,2285263,9643393,False,,3955026.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19990005,,,32.0,,23112166,1434122833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 15:27:22.586056,37542.0,373006,vcf,6.0
,,2015-06-12 15:33:24.621635,slurm_normal,1434123274.0,0,,1.0,main_w1_handler2,2285263,9643433,False,,3955089.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19990108,,,32.0,,23112166,1434123229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-12 15:34:38.099555,37542.0,287475,vcf,45.0
,,2015-06-15 17:27:05.584962,slurm_normal,1434389252.0,0,,1.0,main_w2_handler1,2285263,9655818,False,,3966520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20010613,,,32.0,,22226340,1434389248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-15 17:27:34.688891,37542.0,425239,vcf,4.0
,,2015-06-15 17:52:05.978124,slurm_normal,1434391105.0,0,,1.0,main_w2_handler1,2285263,9655999,False,,3966683.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20010535,,,32.0,,22226340,1434390750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-15 17:58:29.607396,37542.0,1964051361,vcf,355.0
,,2015-06-15 18:25:17.212815,slurm_normal,1434392930.0,0,,1.0,main_w2_handler0,2285263,9656474,False,,3966932.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20010493,,,32.0,,22226340,1434392744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-06-15 18:28:56.406854,37542.0,1946149384,vcf,186.0
,,2015-07-09 08:37:14.658745,slurm_normal,1436431068.0,0,,1.0,main_w1_handler0,2369855,9819364,False,,4118969.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20274216,,,32.0,,24017621,1436431064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-09 08:37:49.762588,65708.0,1197441,vcf,4.0
,,2015-07-31 17:31:26.484963,slurm_normal,1438363912.0,0,,1.0,main_w1_handler0,2394530,10042870,False,,4323214.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20623697,,,32.0,,24408567,1438363908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-31 17:32:00.034218,13290.0,481873,vcf,4.0
,,2015-07-31 17:31:36.640755,slurm_normal,1438363939.0,0,,1.0,main_w1_handler0,2394530,10042871,False,,4323219.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20623702,,,32.0,,24408567,1438363933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-31 17:32:22.202080,13290.0,444719,vcf,6.0
,,2015-07-31 17:31:51.189926,slurm_normal,1438363944.0,0,,1.0,main_w1_handler0,2394530,10042872,False,,4323220.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20623707,,,32.0,,24408567,1438363939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-31 17:32:34.711686,13290.0,535590,vcf,5.0
,,2015-07-31 18:24:15.719410,slurm_normal,1438367095.0,0,,1.0,main_w2_handler0,2394850,10043146,False,,4323527.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20653656,,,32.0,,24408567,1438367083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-31 18:25:01.914235,13290.0,449546,vcf,12.0
,,2015-07-13 13:41:15.652307,slurm_normal,1436794906.0,0,,1.0,main_w2_handler1,2373625,9851333,False,,4146369.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20332199,,,32.0,,24085433,1436794902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-07-13 13:41:51.343613,65807.0,1554246,vcf,4.0
,,2015-08-02 05:25:10.753433,slurm_normal,1438493141.0,0,,1.0,main_w1_handler2,2398344,10049508,False,,4329419.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20663625,,,32.0,,24318574,1438493133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-08-02 05:25:43.647409,66882.0,183613,vcf,8.0
,,2015-08-02 10:50:38.883212,slurm_normal,1438512657.0,0,,1.0,main_w1_handler2,2397804,10050042,False,,4329937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20664677,,,32.0,,24415248,1438512650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-08-02 10:50:59.953583,67276.0,1271921,vcf,7.0
,,2015-08-04 10:23:11.559482,slurm_normal,1438683815.0,0,,1.0,main_w1_handler0,2361202,10060242,False,,4339306.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20682392,,,32.0,,22926646,1438683809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-08-04 10:23:37.810251,,73383,vcf,6.0
,,2015-08-05 20:34:29.984881,slurm_normal,1438812526.0,0,,1.0,main_w2_handler1,2401899,10069353,False,,4347922.roundup,slurm,,132112168.0,corral-repl,,"""59a664cc3bb111e590ef005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20697211,,,32.0,,23980702,1438812465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-08-05 22:08:48.588399,20517.0,245137824,vcf,61.0
,,2015-10-24 22:31:19.597101,slurm_normal,1445725933.0,0,,1.0,main_w2_handler0,2474425,10718916,False,,4980879.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21682699,,,32.0,,25821098,1445725900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-24 22:32:15.800880,71896.0,96320555,vcf,33.0
,,2015-10-24 22:31:20.604632,slurm_normal,1445725922.0,0,,1.0,main_w2_handler1,2474425,10718917,False,,4980876.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21682701,,,32.0,,25821098,1445725894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/0.0.3,0.0.3,,2015-10-24 22:32:06.079574,71896.0,86069444,vcf,28.0
