create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-18 19:22:47.807466,slurm_normal,1495135471.0,0,1.0,main_w4_handler0,3072485,15882979,False,,167479,bed,9982899.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641447}]","""S1Falike_tnt`AT3G09735_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:35.735833,104097.0,5.0
2017-05-18 19:23:36.137315,slurm_normal,1495135505.0,0,1.0,main_w4_handler0,3072485,15883018,False,,94284,bed,9982911.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641486}]","""NAC_tnt`ANAC062_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:25:11.437533,104097.0,4.0
2017-05-18 19:23:43.765061,slurm_normal,1495135724.0,0,1.0,main_w4_handler0,3072485,15883024,False,,165073,bed,9983006.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641492}]","""NAC_tnt`ANAC047_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:28:50.427892,104097.0,5.0
2017-05-18 19:21:57.650154,slurm_normal,1495135361.0,0,1.0,main_w4_handler0,3072485,15882932,False,,190070,bed,9982852.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641399}]","""WRKY_tnt`WRKY65_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:22:45.416387,104097.0,9.0
2017-05-18 19:23:51.318453,slurm_normal,1495135812.0,0,1.0,main_w4_handler1,3072485,15883032,False,,171409,bed,9983046.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641498}]","""NAC_tnt`ANAC028_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:30:15.742875,104097.0,5.0
2017-05-18 19:26:16.111715,slurm_normal,1495136052.0,0,1.0,main_w4_handler0,3072485,15883166,False,,312140,bed,9983152.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641655}]","""C2C2dof_tnt`DAG2_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:34:15.654078,104097.0,4.0
2017-05-18 19:26:49.235318,slurm_normal,1495136151.0,0,1.0,main_w4_handler0,3072485,15883196,False,,130363,bed,9983191.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641684}]","""bZIP_tnt`GBF3_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:35:57.065640,104097.0,4.0
2017-05-18 19:27:59.480587,slurm_normal,1495136236.0,0,1.0,main_w4_handler0,3072485,15883257,False,,395717,bed,9983223.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641741}]","""AP2EREBP_tnt`CEJ1_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:37:17.557556,104097.0,5.0
2017-05-18 19:25:11.143069,slurm_normal,1495135915.0,0,1.0,main_w4_handler0,3072485,15883105,False,,231768,bed,9983086.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641571}]","""Homeobox_tnt`ATHB7_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:31:57.815087,104097.0,6.0
2017-05-18 19:24:08.086028,slurm_normal,1495135938.0,0,1.0,main_w4_handler1,3072485,15883050,False,,42016,bed,9983096.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641516}]","""MYBrelated_tnt`At3g11280_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:32:20.034821,104097.0,4.0
2017-05-18 19:24:17.704498,slurm_normal,1495135787.0,0,1.0,main_w3_handler1,3072485,15883058,False,,172667,bed,9983031.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641524}]","""MYB_tnt`MYB107_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:49.995443,104097.0,4.0
2017-05-18 19:22:04.394551,slurm_normal,1495135364.0,0,1.0,main_w4_handler0,3072485,15882939,False,,110046,bed,9982858.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641404}]","""WRKY_tnt`WRKY33_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:22:49.690853,104097.0,4.0
2017-05-18 19:22:40.272910,slurm_normal,1495135452.0,0,1.0,main_w4_handler0,3072485,15882971,False,,21611,bed,9982892.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641435}]","""TCP_tnt`At1g69690_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:17.096176,104097.0,5.0
2017-05-18 19:22:32.705615,slurm_normal,1495135449.0,0,1.0,main_w3_handler1,3072485,15882963,False,,24122,bed,9982891.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641429}]","""TCP_tnt`TCP20_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:11.705203,104097.0,5.0
2017-05-18 19:22:05.502659,slurm_normal,1495135411.0,0,1.0,main_w3_handler1,3072485,15882940,False,,56759,bed,9982871.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641405}]","""WRKY_tnt`WRKY29_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:23:38.127095,104097.0,25.0
2017-05-18 19:22:37.944132,slurm_normal,1495135442.0,0,1.0,main_w4_handler0,3072485,15882968,False,,9686,bed,9982890.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641433}]","""TCP_tnt`At2g45680_col_b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:07.083997,104097.0,5.0
2017-05-18 19:21:55.155609,slurm_normal,1495135342.0,0,1.0,main_w3_handler1,3072485,15882928,False,,50511,bed,9982844.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641394}]","""zfGRF_tnt`AT3G42860_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:22:24.426584,104097.0,3.0
2017-05-18 19:27:12.282777,slurm_normal,1495136143.0,0,1.0,main_w4_handler0,3072485,15883218,False,,20658,bed,9983188.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641705}]","""bHLH_tnt`bHLH10_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:35:45.174708,104097.0,5.0
2017-05-18 19:27:05.018098,slurm_normal,1495136174.0,0,1.0,main_w4_handler0,3072485,15883211,False,,288290,bed,9983201.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641698}]","""bHLH_tnt`BIM2_col_v3b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:36:21.185999,104097.0,4.0
2017-05-18 19:26:32.285085,slurm_normal,1495136075.0,0,1.0,main_w3_handler0,3072485,15883179,False,,255533,bed,9983163.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641668}]","""C2C2dof_tnt`Adof1_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:34:36.629587,104097.0,4.0
2017-05-18 19:22:16.675589,slurm_normal,1495135399.0,0,1.0,main_w3_handler0,3072485,15882949,False,,469801,bed,9982873.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641414}]","""WRKY_tnt`WRKY15_col_b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:23:22.467661,104097.0,5.0
2017-05-18 19:22:26.945574,slurm_normal,1495135430.0,0,1.0,main_w3_handler0,3072485,15882958,False,,203923,bed,9982883.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641423}]","""Trihelix_tnt`AT5G05550_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:23:53.282977,104097.0,5.0
2017-05-18 19:22:31.725735,slurm_normal,1495135462.0,0,1.0,main_w4_handler1,3072485,15882962,False,,72187,bed,9982897.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641427}]","""TCP_tnt`TCP24_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:24.264089,104097.0,5.0
2017-05-18 19:22:35.561061,slurm_normal,1495135472.0,0,1.0,main_w3_handler1,3072485,15882966,False,,29866,bed,9982900.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641431}]","""TCP_tnt`TCP3_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:38.036823,104097.0,4.0
2017-05-18 19:27:06.306463,slurm_normal,1495136126.0,0,1.0,main_w3_handler0,3072485,15883212,False,,13912,bed,9983180.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641699}]","""bHLH_tnt`BIM1_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495136121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:35:30.070795,104097.0,5.0
2017-05-18 19:22:39.291959,slurm_normal,1495135484.0,0,1.0,main_w3_handler0,3072485,15882969,False,,49325,bed,9982903.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641434}]","""TCP_tnt`At1g72010_col`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:24:51.477766,104097.0,4.0
2017-05-18 19:24:12.741578,slurm_normal,1495135631.0,0,1.0,main_w4_handler0,3072485,15883054,False,,416747,bed,9982964.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641520}]","""MYBrelated_tnt`At1g49010_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:15.604220,104097.0,4.0
2017-05-18 19:23:53.804627,slurm_normal,1495135644.0,0,1.0,main_w3_handler1,3072485,15883036,False,,119433,bed,9982968.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641502}]","""NAC_tnt`ANAC013_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:28.329107,104097.0,4.0
2017-05-18 19:24:54.940095,slurm_normal,1495135771.0,0,1.0,main_w3_handler0,3072485,15883091,False,,175363,bed,9983025.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641557}]","""LOBAS2_tnt`LBD19_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:35.243697,104097.0,5.0
2017-05-18 19:24:05.778515,slurm_normal,1495135673.0,0,1.0,main_w3_handler0,3072485,15883048,False,,78010,bed,9982981.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641514}]","""MYBrelated_tnt`At5g05790_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:57.046704,104097.0,4.0
2017-05-18 19:24:48.785557,slurm_normal,1495135759.0,0,1.0,main_w3_handler0,3072485,15883086,False,,211960,bed,9983018.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641552}]","""MADS_tnt`SVP_col_v3b`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:29:21.700906,104097.0,5.0
2017-05-18 19:24:57.045295,slurm_normal,1495135666.0,0,1.0,main_w3_handler0,3072485,15883093,False,,335804,bed,9982979.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641559}]","""LOBAS2_tnt`LBD2_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:27:51.139009,104097.0,4.0
2017-05-18 19:24:23.938868,slurm_normal,1495135700.0,0,1.0,main_w3_handler0,3072485,15883063,False,,175412,bed,9982994.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29641529}]","""MYB_tnt`MYB88_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""",32.0,,37689979,1495135696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.26.0.0,2.26.0.0,,2017-05-18 19:28:25.983982,104097.0,4.0
