classification,classification1,classification10,classification10_filetype,classification11,classification11_filetype,classification12,classification12_filetype,classification13,classification13_filetype,classification14,classification14_filetype,classification15,classification15_filetype,classification16,classification16_filetype,classification17,classification17_filetype,classification18,classification18_filetype,classification19,classification19_filetype,classification1_filetype,classification2,classification20,classification20_filetype,classification21,classification21_filetype,classification22,classification22_filetype,classification23,classification23_filetype,classification24,classification24_filetype,classification25,classification25_filetype,classification2_filetype,classification3,classification3_filetype,classification4,classification4_filetype,classification5,classification5_filetype,classification6,classification6_filetype,classification7,classification7_filetype,classification8,classification8_filetype,classification9,classification9_filetype,classification_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.classification.values,parameters.cluster.__current_case__,parameters.cluster.cluster,parameters.cluster.summation,parameters.dbkey,parameters.header_line,parameters.intermediate,parameters.kraken_database,parameters.otu_name,parameters.sanitize_names,parameters.show_rank,parameters.show_zeros,parameters.taxonomy,parameters.tree,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
159289,159289,,,,,,,,,,,,,,,,,,,,,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interval,2017-11-02 02:44:46.226884,slurm_normal,1509590748.0,0,,1.0,main_w4_handler0,3305474,17293930,False,,11355927,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31981625}]",0,,false,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""true""","""true""","""true""","""false""",32.0,,41502438.0,1509590709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-02 02:45:54.353146,,39.0
159289,159289,,,,,,,,,,,,,,,,,,,,,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interval,2017-11-02 02:48:36.990649,slurm_normal,1509591058.0,0,,1.0,main_w4_handler0,3305474,17293968,False,,11355952,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31981625}]",0,,true,"""?""","""true""","""true""","""bacteria""","""""","""true""","""true""","""true""","""true""","""true""",32.0,,41502438.0,1509590945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-02 02:51:14.216895,,113.0
159289,159289,,,,,,,,,,,,,,,,,,,,,interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interval,2017-11-02 02:59:39.808699,slurm_normal,1509591668.0,0,,1.0,main_w3_handler1,3305474,17294141,False,,11356071,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31981625}]",0,,false,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""true""","""false""","""true""","""false""",32.0,,41502438.0,1509591594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-02 03:01:09.583754,,74.0
11825930,11825930,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-01-09 14:03:13.040721,slurm_normal,1515506735.0,0,,1.0,main_w4_handler0,3383836,17981561,False,,12058332,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33228128}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,43075827.0,1515506598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-09 14:05:37.631594,99424.0,137.0
134973026,134973026,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-06 16:43:51.018756,slurm_normal,1509989595.0,0,,1.0,main_w3_handler1,3313516,17347884,False,,11411627,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32095649}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,41787130.0,1509989549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-06 17:47:27.182726,115423.0,46.0
997541892,997541892,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-08 19:11:42.304700,slurm_normal,1510168413.0,0,,1.0,main_w4_handler0,3156005,17385311,False,,11446890,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32157619}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,41679027.0,1510168329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-08 19:13:39.971932,107622.0,84.0
14147048,14147048,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-01-10 17:58:16.737151,slurm_normal,1515607268.0,0,,1.0,main_w3_handler1,2146077,17995061,False,,12071792,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33236739}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,43099999.0,1515607098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-10 18:01:09.529983,45174.0,170.0
14147048,14147048,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-01-10 18:10:14.445538,slurm_normal,1515608010.0,0,,1.0,main_w4_handler1,2146077,17995192,False,,12071944,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33236739}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,43099999.0,1515607827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-10 18:13:40.135511,45174.0,183.0
14147048,14147048,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-01-10 19:14:51.211835,slurm_normal,1515611862.0,0,,1.0,main_w3_handler1,2146077,17995736,False,,12072471,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33236739}]",0,,false,"""?""","""true""","""true""","""plasmids""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,43099999.0,1515611698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-10 19:17:44.731181,45174.0,164.0
14147048,14147048,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-01-10 19:54:09.834281,slurm_normal,1515614515.0,0,,1.0,main_w3_handler0,2146077,17996154,False,,12072858,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33236739}]",25,Species,,"""?""","""true""","""true""","""plasmids""","""""","""true""","""true""","""false""","""true""","""false""",32.0,,43099999.0,1515614055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-10 20:01:57.689805,45174.0,460.0
1181737,1181737,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-10 13:34:01.281156,slurm_normal,1510320896.0,0,,1.0,main_w4_handler0,3319037,17409840,False,,11471757,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32207886}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,41815816.0,1510320845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-10 13:34:58.011895,115571.0,51.0
3790969,3790969,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-10 22:54:57.500250,slurm_normal,1510354525.0,0,,1.0,main_w4_handler1,3320650,17415992,False,,11477998,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32242069}]",0,,false,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,41916503.0,1510354503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-10 22:55:26.424696,115942.0,22.0
605993022,605993022,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-11 21:23:32.655333,slurm_normal,1510435891.0,0,,1.0,main_w3_handler0,3304261,17419837,False,,11482043,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32250261}]",23,Species Group,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""true""","""false""","""true""",32.0,,41624007.0,1510435416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-11 21:31:33.444434,114736.0,475.0
165291016,165291016,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2017-11-13 06:17:26.009408,slurm_normal,1510553880.0,0,,1.0,main_w4_handler0,3314466,17433195,False,,11491638,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32274278}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,41952079.0,1510553850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-13 06:18:01.551244,84166.0,30.0
70734031,70734031,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-02-06 10:46:17.957797,slurm_normal,1517914064.0,0,7680.0,1.0,main_w3_handler0,3188720,18268715,False,,12350464,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33690536}]",0,,false,"""?""","""true""","""true""","""viruses""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,43708634.0,1517913989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-02-06 10:47:46.533470,101447.0,75.0
31691740,31691740,41014304.0,tabular,33651082.0,tabular,30571041.0,tabular,34122635.0,tabular,38639937.0,tabular,38039288.0,tabular,,,,,,,,,tabular,31409370.0,,,,,,,,,,,,,tabular,25877081.0,tabular,20792452.0,tabular,21687258.0,tabular,24771808.0,tabular,24704870.0,tabular,16962429.0,tabular,35218843.0,tabular,tabular,2018-01-11 02:55:39.970858,slurm_normal,1515733202.0,0,,1.0,main_w4_handler0,3388050,17999573,False,,12076274,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33258275}, {'src': 'hda', 'id': 33258276}, {'src': 'hda', 'id': 33258277}, {'src': 'hda', 'id': 33258278}, {'src': 'hda', 'id': 33258279}, {'src': 'hda', 'id': 33258280}, {'src': 'hda', 'id': 33258281}, {'src': 'hda', 'id': 33258282}, {'src': 'hda', 'id': 33258283}, {'src': 'hda', 'id': 33258284}, {'src': 'hda', 'id': 33258285}, {'src': 'hda', 'id': 33258286}, {'src': 'hda', 'id': 33258287}, {'src': 'hda', 'id': 33258288}, {'src': 'hda', 'id': 33258289}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42965481.0,1515639345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-12 05:00:05.004107,80446.0,93857.0
424,424,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,2018-01-12 05:17:49.720398,slurm_normal,1515734360.0,0,,1.0,main_w4_handler1,3388050,18010409,False,,12087744,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33258393}]",21,Genus,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42965481.0,1515734273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-12 05:19:21.741004,80446.0,87.0
7352176,7352176,9842490.0,tabular,8244973.0,tabular,7500861.0,tabular,8142362.0,tabular,9082310.0,tabular,8954822.0,tabular,,,,,,,,,tabular,7549667.0,,,,,,,,,,,,,tabular,6066837.0,tabular,5109358.0,tabular,5039020.0,tabular,5887940.0,tabular,6018237.0,tabular,4120255.0,tabular,8441734.0,tabular,tabular,2018-01-12 05:57:24.808882,slurm_normal,1515736724.0,0,,1.0,main_w4_handler1,3388050,18010626,False,,12087956,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33274973}, {'src': 'hda', 'id': 33274974}, {'src': 'hda', 'id': 33274975}, {'src': 'hda', 'id': 33274976}, {'src': 'hda', 'id': 33274977}, {'src': 'hda', 'id': 33274978}, {'src': 'hda', 'id': 33274979}, {'src': 'hda', 'id': 33274980}, {'src': 'hda', 'id': 33274981}, {'src': 'hda', 'id': 33274982}, {'src': 'hda', 'id': 33274983}, {'src': 'hda', 'id': 33274984}, {'src': 'hda', 'id': 33274985}, {'src': 'hda', 'id': 33274986}, {'src': 'hda', 'id': 33274987}]",21,Genus,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42965481.0,1515736649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2018-01-12 05:58:47.395863,80446.0,75.0
85960761,85960761,,,,,,,,,,,,,,,,,,,,,taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxonomy,2017-11-17 10:43:34.516951,slurm_normal,1510915444.0,0,,1.0,main_w4_handler0,3322674,17491897,False,,11550262,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hdca', 'id': 83788}]",5,Phylum,,"""?""","""true""","""true""","""bacteria""","""--name-long""","""true""","""false""","""false""","""false""","""false""",32.0,,42030061.0,1510915422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-17 10:44:05.450877,116112.0,22.0
103161754,103161754,1433.0,tabular,17562830.0,tabular,48825691.0,tabular,64649985.0,tabular,83815216.0,tabular,3268627.0,tabular,1347095.0,tabular,38727517.0,tabular,122178399.0,tabular,30288935.0,tabular,tabular,3340406.0,55189845.0,tabular,,,,,,,,,,,tabular,21547079.0,tabular,239479386.0,tabular,1270.0,tabular,5080.0,tabular,417.0,tabular,900.0,tabular,4381.0,tabular,tabular,2017-11-19 00:41:42.695929,slurm_normal,1511052271.0,0,,1.0,main_w4_handler0,3329428,17504929,False,,11565436,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hdca', 'id': 84008}]",5,Phylum,,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42071896.0,1511052107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-19 00:44:33.049702,116547.0,164.0
208397682,208397682,,,,,,,,,,,,,,,,,,,,,taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxonomy,2017-11-20 09:39:43.237982,slurm_normal,1511170834.0,0,,1.0,main_w3_handler1,3162642,17515687,False,,11575519,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 30173268}]",0,,false,"""?""","""true""","""true""","""bacteria""","""""","""true""","""false""","""false""","""false""","""false""",32.0,,42035745.0,1511170790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report/0.0.2,0.0.2,,2017-11-20 09:40:35.880255,17996.0,44.0
