chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.output_option,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-15 12:09:52.159792,slurm_normal,1431691822.0,0,1.0,main_w1_handler1,2307286,9478308,False,,182868,vcf,3802246.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""",0,19720357,mm10,cached,"""30""",32.0,,,,23102159,1431691815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-05-15 12:10:25.995572,,7.0
,,2015-05-15 12:06:03.400741,slurm_normal,1431691590.0,0,1.0,main_w1_handler1,2307286,9478291,False,,182868,vcf,3802228.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""True""",0,19720357,mm10,cached,"""1""",32.0,,,,23102159,1431691586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-05-15 12:06:31.816592,,4.0
111.0,len,2015-05-19 20:11:09.192531,slurm_normal,1432066299.0,0,1.0,main_w1_handler0,1339652,9498812,False,,44539,vcf,3820373.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""","""False""",1,19757174,19725776,history,"""30""",32.0,10536.0,fasta,,23105071,1432066295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-05-19 20:11:43.499862,16797.0,4.0
,,2015-07-30 14:06:19.838998,slurm_normal,1438265212.0,0,1.0,main_w1_handler2,1733196,10033296,False,,14699,vcf,4314261.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",0,20629498,hg_g1k_v37,cached,"""30""",32.0,,,,24390373,1438265207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-30 14:07:01.084096,24747.0,5.0
,,2015-07-01 23:58:45.666045,slurm_normal,1435795164.0,0,1.0,main_w1_handler2,2353736,9777999,False,,31622,vcf,4080537.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,20209426,20172040,history,"""30""",32.0,4744584.0,fasta,,23939028,1435795159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-01 23:59:27.833398,46498.0,5.0
,,2015-07-30 14:11:14.985003,slurm_normal,1438265602.0,0,1.0,main_w2_handler0,1733196,10033324,False,,14699,vcf,4314296.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",0,20629498,hg_g1k_v37,cached,"""30""",32.0,,,,24390373,1438265491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-30 14:13:28.707740,24747.0,111.0
,,2015-07-10 04:49:21.197144,slurm_normal,1436503790.0,0,1.0,main_w1_handler2,2368898,9826510,False,,1099597,vcf,4125934.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",0,20289093,hg19,cached,"""30""",32.0,,,,24017621,1436503786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-10 04:49:51.840925,65708.0,4.0
,,2015-08-04 23:24:23.109948,slurm_normal,1438730726.0,0,1.0,main_w1_handler1,2400933,10064176,False,,100044170,vcf,4342872.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,20688894,20688383,history,"""30""",32.0,190621022.0,fasta,,23980702,1438730686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-08-04 23:25:29.956664,20517.0,40.0
,,2015-07-17 20:51:22.205729,slurm_normal,1437166334.0,0,1.0,main_w1_handler2,2377513,9897770,False,,1553213,vcf,4185641.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",0,20387971,hg19,cached,"""30""",32.0,,,,24155460,1437166326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-17 20:52:20.498464,65807.0,8.0
,,2015-08-07 09:35:53.415295,slurm_normal,1438940199.0,0,1.0,main_w1_handler1,1951552,10077148,False,,10119735,vcf,4354758.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",0,20066105,hg19,cached,"""30""",32.0,,,,23720127,1438940192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-08-07 09:36:41.525854,19592.0,7.0
,,2015-07-26 18:08:58.025395,slurm_normal,1437934165.0,0,1.0,main_w2_handler0,2390508,9997241,False,,14088,vcf,4280025.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,20565706,20563677,history,"""30""",32.0,22172503.0,fasta,,24321938,1437934161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-26 18:09:30.977863,66911.0,4.0
,,2015-07-26 18:13:04.504928,slurm_normal,1437934413.0,0,1.0,main_w2_handler0,2390508,9997309,False,,14088,vcf,4280090.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,20565706,20563670,history,"""30""",32.0,28189878.0,fasta,,24321938,1437934406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-26 18:13:37.190397,66911.0,7.0
,,2015-07-26 19:01:40.115343,slurm_normal,1437937334.0,0,1.0,main_w2_handler1,2390508,9998149,False,,14088,vcf,4280897.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,20565865,20563677,history,"""30""",32.0,22172503.0,fasta,,24321938,1437937330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-07-26 19:02:16.984233,66911.0,4.0
,,2015-08-14 08:23:48.369961,slurm_normal,1439540670.0,0,1.0,main_w2_handler1,2407528,10116635,False,,135365,vcf,4389601.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",0,20770710,Araly1,cached,"""30""",32.0,,,,24682848,1439540666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-08-14 08:24:33.873519,67588.0,4.0
,,2014-10-30 16:50:21.270210,rodeo_normal,1414688566.0,0,1.0,main_w2_handler1,2102104,8073567,False,,1942479,vcf,100589.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",0,17381095,hg_g1k_v37,cached,"""30""",2.0,,,,18039185,1414688561.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-10-30 17:02:51.596971,55163.0,5.0
,,2014-09-24 07:20:46.082186,roundup_single,1411543267.0,0,1.0,main_w2_handler1,2055782,7846933,False,,4644043,vcf,1829984,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""False""",0,17000767,Arabidopsis_thaliana_TAIR10,cached,"""30""",32.0,,,,17165318,1411543257.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-09-24 07:21:07.986268,48839.0,10.0
,,2014-09-25 15:28:17.129025,roundup_single,1411658974.0,0,1.0,main_w1_handler1,2062107,7859412,False,,350999,vcf,1841751,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",0,17019456,hg19,cached,"""30""",32.0,,,,17138943,1411658913.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-09-25 15:29:36.902603,47259.0,61.0
,,2014-09-29 21:25:31.986209,roundup_single,1412025951.0,0,1.0,main_w2_handler0,2052614,7897378,False,,14015,vcf,1877817,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",0,17077861,hg_g1k_v37,cached,"""30""",32.0,,,,17000886,1412025947.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-09-29 21:25:52.936356,53048.0,4.0
,,2014-11-30 18:15:23.661491,rodeo_normal,1417371361.0,0,1.0,main_w1_handler0,1766710,8273062,False,,37533241,vcf,358808.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,17717638,Araly1,cached,"""30""",2.0,,,,19805277,1417371330.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-11-30 18:16:04.971925,43909.0,31.0
,,2014-10-05 03:25:28.295232,roundup_single,1412479849.0,0,1.0,main_w2_handler0,2075599,7930569,False,,1415382820,vcf,1909430,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,17145106,bosTau6,cached,"""30""",32.0,,,,17406200,1412479536.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-10-05 03:30:51.050934,48512.0,313.0
,,2015-01-12 19:43:31.944201,rodeo_normal,1421091843.0,0,1.0,main_w1_handler0,2171491,8534238,False,,36300396,vcf,748955.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""True""",0,18188749,hg19,cached,"""30""",2.0,,,,20462760,1421091828.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-01-12 19:44:06.204104,,15.0
,,2015-02-12 09:56:58.930598,rodeo_normal,1423735044.0,0,1.0,main_w2_handler1,2125374,8710597,False,,11959,vcf,2732378.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,18486608,18486641,history,"""30""",32.0,10238.0,fasta,,19638142,1423735041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-12 09:57:26.644265,56280.0,3.0
,,2014-10-13 17:35:51.184720,rodeo_normal,1413366499.0,0,1.0,main_w2_handler1,1733196,7973979,False,,65245144223,vcf,15526.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""",0,16507755,hg_g1k_v37,cached,"""30""",2.0,,,,17574652,1413290119.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-10-15 09:48:23.728319,24747.0,76380.0
,,2015-01-27 02:51:54.281358,rodeo_normal,1422327195.0,0,1.0,main_w2_handler1,1769212,8610983,False,,91408545,vcf,2573085.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,18304012,hg19,cached,"""30""",32.0,,,,20640333,1422327126.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-01-27 02:53:17.411342,43966.0,69.0
,,2015-02-10 18:37:04.863938,rodeo_normal,1423593445.0,0,1.0,main_w2_handler1,2201739,8696083,False,,12222,vcf,2704969.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,18465162,18464766,history,"""30""",32.0,192.0,fasta,,21169519,1423593443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-10 18:37:28.830805,58680.0,2.0
,,2014-11-14 08:42:43.503742,rodeo_normal,1415954572.0,0,1.0,main_w1_handler0,2118237,8166334,False,,177912,vcf,2011162.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,17540650,17540658,history,"""30""",32.0,381956675.0,fasta,,18515796,1415954569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-11-14 08:42:56.141210,11576.0,3.0
,,2015-01-28 15:27:04.616814,rodeo_normal,1422458847.0,0,1.0,main_w1_handler0,2186917,8622780,False,,701935,vcf,2588630.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""",0,18323209,hg_g1k_v37,cached,"""30""",32.0,,,,20703005,1422458843.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-01-28 15:27:32.435882,58649.0,4.0
,,2014-12-01 23:52:16.869878,rodeo_normal,1417477949.0,0,1.0,main_w2_handler1,2072774,8287716,False,,27641,vcf,379315.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,17684653,hg19,cached,"""30""",2.0,,,,19845996,1417477947.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-01 23:52:34.210142,5835.0,2.0
,,2014-12-01 23:49:24.138049,rodeo_normal,1417477778.0,0,1.0,main_w2_handler1,2072774,8287672,False,,26909,vcf,379288.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,17684652,hg19,cached,"""30""",2.0,,,,19845996,1417477775.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-01 23:49:41.752118,5835.0,3.0
,,2014-12-01 23:52:17.564301,rodeo_normal,1417477951.0,0,1.0,main_w2_handler1,2072774,8287717,False,,27641,vcf,2158790.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,17684653,hg19,cached,"""30""",32.0,,,,19845996,1417477949.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-01 23:52:35.149787,5835.0,2.0
,,2014-12-17 02:21:43.060622,rodeo_normal,1418782922.0,0,1.0,main_w2_handler0,2143381,8428670,False,,7155,vcf,579172.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,17888666,17888655,history,"""30""",2.0,381956675.0,fasta,,18515796,1418782915.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-17 02:22:07.506883,11576.0,7.0
,,2014-12-17 14:49:07.929494,rodeo_normal,1418827769.0,0,1.0,main_w2_handler1,1766710,8432364,False,,24068343,vcf,584006.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,18007800,hg_g1k_v37,cached,"""30""",2.0,,,,20085833,1418827754.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-17 14:49:35.748612,43909.0,15.0
,,2014-12-17 15:30:33.026055,rodeo_normal,1418830251.0,0,1.0,main_w1_handler0,1766710,8432843,False,,6454828,vcf,584653.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,18008443,Araly1,cached,"""30""",2.0,,,,20085833,1418830241.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-17 15:30:57.479657,43909.0,10.0
,,2014-12-22 14:42:27.325483,rodeo_normal,1419259376.0,0,1.0,main_w1_handler1,2152077,8455945,False,,24111183,vcf,620746.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,18009757,hg_g1k_v37,cached,"""300""",2.0,,,,20085833,1419259360.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-22 14:43:00.360760,43909.0,16.0
,,2014-12-23 08:10:28.834410,rodeo_normal,1419322251.0,0,1.0,main_w2_handler0,2154054,8459499,False,,207719,vcf,626813.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",0,18031593,hg19,cached,"""30""",2.0,,,,17353548,1419322246.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2014-12-23 08:10:54.867487,6102.0,5.0
,,2015-02-06 11:30:55.651523,rodeo_normal,1423222275.0,0,1.0,main_w1_handler0,2146929,8675703,False,,1360784,vcf,2666021.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,17920459,sacCer3,cached,"""30""",32.0,,,,21057841,1423222272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-06 11:31:18.865585,10211.0,3.0
,,2015-02-11 00:33:03.446432,rodeo_normal,1423614805.0,0,1.0,main_w1_handler1,2198005,8699459,False,,60479,vcf,2711633.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,18470097,hg_g1k_v37,cached,"""30""",32.0,,,,21070002,1423614803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-11 00:33:26.763882,5835.0,2.0
,,2015-02-16 18:55:57.168941,rodeo_normal,1424112980.0,0,1.0,main_w1_handler1,2192881,8737134,False,,208183,vcf,2779460.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",0,18528177,hg_g1k_v37,cached,"""242""",32.0,,,,21282153,1424112978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-16 18:56:23.520773,48676.0,2.0
,,2015-02-16 19:41:56.620053,rodeo_normal,1424115742.0,0,1.0,main_w1_handler1,2192881,8737414,False,,208183,vcf,2779884.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",0,18528177,hg_g1k_v37,cached,"""210""",32.0,,,,21282153,1424115738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-16 19:42:24.091831,48676.0,4.0
,,2015-02-19 17:55:35.271607,rodeo_normal,1424368562.0,0,1.0,main_w2_handler1,1806507,8769380,False,,12619165,vcf,2836623.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",0,18246023,hg_g1k_v37,cached,"""30""",32.0,,,,21339846,1424368545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-19 17:56:05.899878,45130.0,17.0
,,2015-02-26 15:39:43.453649,rodeo_normal,1424965197.0,0,1.0,main_w2_handler1,1970546,8820837,False,,1360784,vcf,2930312.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",1,17728507,17301661,history,"""30""",32.0,12263356.0,fasta,,21447020,1424965193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgeno2haplo/vcfgeno2haplo/0.0.2,0.0.2,,2015-02-26 15:40:00.009798,10211.0,4.0
