chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,individuals|populations_0|p_input,individuals|populations_0|p_input_filetype,individuals|populations_1|p_input,individuals|populations_1|p_input_filetype,individuals|populations_2|p_input,individuals|populations_2|p_input_filetype,individuals|populations_3|p_input,individuals|populations_3|p_input_filetype,individuals|populations_4|p_input,individuals|populations_4|p_input_filetype,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,p1_input,p1_input_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.data_source,parameters.dbkey,parameters.individuals.__current_case__,parameters.individuals.choice,parameters.individuals.p1_input,parameters.individuals.p1_input.values,parameters.individuals.populations,parameters.input,parameters.input.values,populations_0|p_input,populations_0|p_input_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-08-06 17:11:39.934109,slurm_normal,1438881152.0,0.0,1.0,main_w2_handler0,2402590,10073821,False,,,,,,,,,,,,706043140,gd_snp,4351702.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,20705082,,,,32.0,,24548373.0,1438881123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-08-06 17:12:35.540230,,29.0
,,2015-08-07 15:07:10.639885,slurm_normal,1438960095.0,0.0,1.0,main_w2_handler1,2402590,10078368,False,,,,,,,,,,,,706043140,gd_snp,4355839.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,20711981,,,,32.0,,24548373.0,1438960074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-08-07 15:08:18.950309,,21.0
,,2015-08-16 21:10:30.952159,slurm_normal,1439759494.0,0.0,1.0,main_w2_handler0,2404089,10129845,False,,,,,,,,,,,,706043140,gd_snp,4401953.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,20747748,,,,32.0,,24548373.0,1439759470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-08-16 21:11:35.892195,,24.0
,,2015-10-02 20:22:45.925539,slurm_normal,1443817421.0,0.0,1.0,main_w1_handler2,2459211,10492218,False,,,,,,,,,,,,706043140,gd_snp,4768283.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""",0,0,,,,21379192,,,,32.0,,25486232.0,1443817399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-02 20:23:44.119546,70419.0,22.0
,,2015-10-03 03:54:59.936864,slurm_normal,1443844557.0,0.0,1.0,main_w1_handler2,2459211,10493996,False,,,,,,,,,,,,1132768638,gd_snp,4769764.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21382173,,,,32.0,,25486232.0,1443844523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-03 03:55:59.998913,70419.0,34.0
,,2015-10-05 06:33:39.240483,slurm_normal,1444026870.0,0.0,1.0,main_w2_handler1,2453529,10501214,False,,,,,,,,,,,,1132768638,gd_snp,4777067.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397106,,,,32.0,,25396771.0,1444026843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:34:33.734483,70158.0,27.0
,,2015-10-05 06:32:07.493216,slurm_normal,1444026778.0,0.0,1.0,main_w1_handler1,2460647,10501207,False,,,,,,,,,,,,1132768638,gd_snp,4777059.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397074,,,,32.0,,25505554.0,1444026747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:33:00.102215,,31.0
,,2015-10-05 06:37:32.266275,slurm_normal,1444027103.0,0.0,1.0,main_w2_handler1,2453509,10501237,False,,,,,,,,,,,,1132768638,gd_snp,4777090.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397098,,,,32.0,,25396731.0,1444027079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:38:27.070964,70148.0,24.0
,,2015-10-05 06:41:46.790354,slurm_normal,1444027366.0,0.0,1.0,main_w2_handler1,2460657,10501261,False,,,,,,,,,,,,1132768638,gd_snp,4777115.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397256,,,,32.0,,25505581.0,1444027336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:42:50.391460,70454.0,30.0
,,2015-10-05 06:32:24.746249,slurm_normal,1444026792.0,0.0,1.0,main_w1_handler0,2453522,10501209,False,,,,,,,,,,,,1132768638,gd_snp,4777060.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397076,,,,32.0,,25396758.0,1444026767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:33:14.713928,70154.0,25.0
,,2015-10-05 06:42:23.823616,slurm_normal,1444027395.0,0.0,1.0,main_w2_handler1,2453530,10501267,False,,,,,,,,,,,,1132768638,gd_snp,4777119.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397211,,,,32.0,,25396773.0,1444027370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:43:19.196959,70159.0,25.0
,,2015-10-05 06:32:48.258636,slurm_normal,1444026830.0,0.0,1.0,main_w1_handler1,2453532,10501210,False,,,,,,,,,,,,1132768638,gd_snp,4777063.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397073,,,,32.0,,25396784.0,1444026805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:33:54.321315,70160.0,25.0
,,2015-10-05 06:32:14.500689,slurm_normal,1444026795.0,0.0,1.0,main_w1_handler1,2453520,10501208,False,,,,,,,,,,,,1132768638,gd_snp,4777061.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397071,,,,32.0,,25396754.0,1444026767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:33:18.423313,70153.0,28.0
,,2015-10-05 06:42:06.873050,slurm_normal,1444027391.0,0.0,1.0,main_w2_handler0,2453517,10501265,False,,,,,,,,,,,,1132768638,gd_snp,4777118.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397247,,,,32.0,,25505609.0,1444027362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:43:14.017709,70150.0,29.0
,,2015-10-05 06:36:51.279827,slurm_normal,1444027070.0,0.0,1.0,main_w2_handler0,2453525,10501233,False,,,,,,,,,,,,1132768638,gd_snp,4777086.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397162,,,,32.0,,25396764.0,1444027042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:37:52.111206,70156.0,28.0
,,2015-10-05 06:33:01.904105,slurm_normal,1444026833.0,0.0,1.0,main_w1_handler1,2453519,10501212,False,,,,,,,,,,,,1132768638,gd_snp,4777064.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397080,,,,32.0,,25396752.0,1444026807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:33:56.417557,70152.0,26.0
,,2015-10-05 06:38:33.008433,slurm_normal,1444027164.0,0.0,1.0,main_w2_handler0,2453534,10501245,False,,,,,,,,,,,,1132768638,gd_snp,4777098.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397223,,,,32.0,,25505376.0,1444027137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:39:26.624583,70161.0,27.0
,,2015-10-05 06:34:43.197144,slurm_normal,1444026943.0,0.0,1.0,main_w1_handler2,2460653,10501223,False,,,,,,,,,,,,1132768638,gd_snp,4777075.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21397126,,,,32.0,,25505559.0,1444026917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-10-05 06:35:45.466423,,26.0
,,2015-11-10 18:33:24.436521,slurm_normal,1447180509.0,0.0,1.0,main_w1_handler1,2453528,10868471,False,,,,,,,,,,,,1132768638,gd_snp,5122011.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21948178,,,,32.0,,25396799.0,1447180429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-11-10 18:35:14.570038,70157.0,80.0
,,2015-11-11 14:58:29.756935,slurm_normal,1447253965.0,0.0,1.0,main_w1_handler1,2453528,10876898,False,,,,,,,,,,,,1680166632,gd_snp,5130432.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,21948177,,,,32.0,,25396799.0,1447253924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2015-11-11 14:59:27.352906,70157.0,41.0
,,2016-01-15 11:30:58.905303,slurm_normal,1452857503.0,0.0,1.0,main_w2_handler0,2566547,11510894,False,,,,,,,,,,,,1132768638,gd_snp,5779490.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,22910873,,,,32.0,,27457223.0,1452857473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-01-15 11:31:48.265129,,30.0
,,2016-01-15 12:09:32.863248,slurm_normal,1452859815.0,0.0,1.0,main_w1_handler2,2566547,11511046,False,,,,,,,,,,,,1132768638,gd_snp,5779650.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""",0,0,,,,22910873,,,,32.0,,27457223.0,1452859790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0,1.0.0,,2016-01-15 12:10:20.843636,,25.0
