chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,p1_input,p1_input_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.branch_style,parameters.chromInfo,parameters.data_source,parameters.dbkey,parameters.include_reference,parameters.individuals.__current_case__,parameters.individuals.choice,parameters.individuals.p1_input,parameters.individuals.p1_input.values,parameters.input_type.__current_case__,parameters.input_type.choice,parameters.input_type.data_source.__current_case__,parameters.input_type.data_source.choice,parameters.input_type.data_source.minimum_coverage,parameters.input_type.data_source.minimum_quality,parameters.input_type.input,parameters.input_type.input.values,parameters.layout_style,parameters.length_style,parameters.minimum_coverage,parameters.minimum_quality,parameters.scale_style,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-01 00:14:24.614822,slurm_normal,1464740186.0,0,,1.0,main_w2_handler0,2722531,13035053,False,,7802583,gd_genotype,7214596.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""",,"""mycoTube_H37RV""","""1""",0,0,,,1,1,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58142199325239b22'}]","""""","""""",,,"""""",32.0,,30504508.0,1464740182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-01 00:16:28.761737,85254.0,4.0
,,2016-05-31 23:55:05.458304,slurm_normal,1464738959.0,0,,1.0,main_w2_handler1,2722531,13034903,False,,7948766,gd_genotype,7214495.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""",,"""mycoTube_H37RV""","""0""",0,0,,,1,1,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f25541b3d361aee6'}]","""""","""""",,,"""""",32.0,,30504508.0,1464738948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-05-31 23:56:00.606769,85254.0,11.0
,,2016-06-01 00:33:40.331770,slurm_normal,1464741292.0,0,,1.0,main_w1_handler0,2722531,13035500,False,,7613460,gd_genotype,7214731.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""",,"""mycoTube_H37RV""","""1""",0,0,,,1,1,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d11af5fe0adc382'}]","""""","""""",,,"""""",32.0,,30504508.0,1464741285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-01 00:34:54.591542,85254.0,7.0
,,2016-06-01 05:23:46.560783,slurm_normal,1464758718.0,0,,1.0,main_w2_handler1,2722531,13036987,False,,530852,gd_genotype,7217026.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""",,"""mycoTube_H37RV""","""1""",0,0,,,1,1,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e47462be50aaaa0'}]","""""","""""",,,"""""",32.0,,30504508.0,1464758714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-01 05:25:20.132482,85254.0,4.0
,,2016-06-01 08:15:33.300295,slurm_normal,1464769164.0,0,,1.0,main_w2_handler1,2724022,13037819,False,,111579236,gd_snp,7218150.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""fd9399ea27d011e6950b005056a51846""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd0359aa1b490ec9'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551e25bed28fc630f'}]","""""","""""","""4""","""0""","""""",32.0,,30507669.0,1464769158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-01 08:19:27.661606,58185.0,6.0
,,2016-07-20 17:57:03.083678,slurm_normal,1469037512.0,0,,1.0,main_w2_handler1,2753420,13454109,False,,518987,gd_snp,7668185.roundup,slurm,,132112168.0,corral-repl,,,,,"""d""","""/galaxy-repl/localdata/chrom/canFam3.len""",,"""canFam3""","""1""",0,0,,,0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520315fc3b920e12a'}]","""""","""""",,,"""""",32.0,,31178475.0,1469037454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-07-20 17:58:35.535093,5862.0,58.0
,,2016-07-20 18:28:56.616463,slurm_normal,1469039388.0,0,,1.0,main_w2_handler0,2753420,13454354,False,,520933,gd_snp,7668431.roundup,slurm,,132112168.0,corral-repl,,,,,"""d""","""/galaxy-repl/localdata/chrom/canFam3.len""",,"""canFam3""","""1""",0,0,,,0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5639e294b4cc104cc'}]","""""","""""",,,"""""",32.0,,31178475.0,1469039380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-07-20 18:29:52.667573,5862.0,8.0
,,2016-07-20 19:36:09.272766,slurm_normal,1469043448.0,0,,1.0,main_w2_handler0,2753420,13455017,False,,9438859,gd_snp,7669144.roundup,slurm,,132112168.0,corral-repl,,,,,"""d""","""/galaxy-repl/localdata/chrom/canFam3.len""",,"""canFam3""","""1""",0,0,,,0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c69083788c3e8f84'}]","""""","""""",,,"""""",32.0,,31178475.0,1469043425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-07-20 19:37:34.106215,5862.0,23.0
,,2016-06-07 17:35:30.024711,slurm_normal,1465320991.0,0,,1.0,main_w1_handler0,2730847,13099397,False,,171501931,gd_genotype,7283723.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",0,0,,,1,1,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c92c2fcf4ae2dfb'}]","""""","""""",,,"""""",32.0,,30700339.0,1465320975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-07 17:36:33.271233,85637.0,16.0
,,2016-06-09 10:10:56.819773,slurm_normal,1465467287.0,0,,1.0,main_w1_handler0,2733686,13118002,False,,111579236,gd_snp,7302780.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""7013dac02e2a11e69ddc005056a52a46""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d847e24ac67203f5'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cfbad273492017c3'}]","""""","""""","""4""","""0""","""""",32.0,,30728271.0,1465467280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 10:14:50.325706,85286.0,7.0
,,2016-06-09 10:11:27.043085,slurm_normal,1465467312.0,0,,1.0,main_w1_handler0,2733690,13118045,False,,111579236,gd_snp,7302785.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""7d7c04122e2a11e6aec4005056a51846""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b1684d30d7b1fa6'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ec0a08eabf2417f'}]","""""","""""","""4""","""0""","""""",32.0,,30727468.0,1465467306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 10:15:13.709657,85289.0,6.0
,,2016-06-09 10:13:29.128696,slurm_normal,1465467463.0,0,,1.0,main_w1_handler1,2733692,13118077,False,,111579236,gd_snp,7302827.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""c5d7656c2e2a11e6aec4005056a51846""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b513d9046834bf566a'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4256c50aae4dad3'}]","""""","""""","""4""","""0""","""""",32.0,,30727468.0,1465467457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 10:17:45.900982,85289.0,6.0
,,2016-06-09 10:11:01.833521,slurm_normal,1465467371.0,0,,1.0,main_w1_handler0,2733688,13118020,False,,111579236,gd_snp,7302797.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""72b381d62e2a11e6a3cf005056a52a46""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51db2228171b49db9'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b546495539897fa68c'}]","""""","""""","""4""","""0""","""""",32.0,,30747153.0,1465467365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 10:16:14.695781,85334.0,6.0
,,2016-06-09 10:10:58.541102,slurm_normal,1465467381.0,0,,1.0,main_w1_handler1,2733687,13118008,False,,111579236,gd_snp,7302798.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""70b7d8be2e2a11e688c7005056a52a46""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ba05f8d0778a079'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549df1b12acc2e30b'}]","""""","""""","""4""","""0""","""""",32.0,,28999037.0,1465467374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 10:16:29.246491,58185.0,7.0
,,2016-06-09 10:11:06.147927,slurm_normal,1465467392.0,0,,1.0,main_w2_handler1,2733689,13118031,False,,111579236,gd_snp,7302805.roundup,slurm,,132112168.0,corral-repl,123.0,gd_indivs,,"""7403508e2e2a11e68adb005056a51846""","""""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b558d08475db88e24e'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb49005a169752f8'}]","""""","""""","""4""","""0""","""""",32.0,,30723159.0,1465467384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 10:16:35.350623,85288.0,8.0
,,2016-06-09 11:19:53.271752,slurm_normal,1465471271.0,0,,1.0,main_w1_handler0,2733708,13118745,False,,1958378,gd_snp,7303432.roundup,slurm,,132112168.0,corral-repl,66.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5b4c15dbe4d05b5'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:21:13.301912,85400.0,5.0
,,2016-06-09 11:19:52.469219,slurm_normal,1465471274.0,0,,1.0,main_w1_handler1,2733708,13118744,False,,1958378,gd_snp,7303433.roundup,slurm,,132112168.0,corral-repl,101.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e67b6f81ed574921'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:21:16.241032,85400.0,3.0
,,2016-06-09 11:15:11.307287,slurm_normal,1465470964.0,0,,1.0,main_w1_handler1,2733708,13118702,False,,1958378,gd_snp,7303391.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""0""",0,0,,,0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465470956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:16:07.838202,85400.0,8.0
,,2016-06-09 11:19:49.492145,slurm_normal,1465471228.0,0,,1.0,main_w2_handler0,2733708,13118738,False,,1958378,gd_snp,7303420.roundup,slurm,,132112168.0,corral-repl,772.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575e1d05d1a1b90d1'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:32.487549,85400.0,5.0
,,2016-06-09 11:19:51.958703,slurm_normal,1465471229.0,0,,1.0,main_w2_handler0,2733708,13118743,False,,1958378,gd_snp,7303421.roundup,slurm,,132112168.0,corral-repl,101.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51da2ee752cccff79'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:36.749554,85400.0,6.0
,,2016-06-09 11:19:47.010497,slurm_normal,1465471248.0,0,,1.0,main_w1_handler1,2733708,13118736,False,,1958378,gd_snp,7303429.roundup,slurm,,132112168.0,corral-repl,235.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50cba124e411b7c50'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:52.202441,85400.0,4.0
,,2016-06-09 11:19:48.123548,slurm_normal,1465471247.0,0,,1.0,main_w2_handler1,2733708,13118737,False,,1958378,gd_snp,7303423.roundup,slurm,,132112168.0,corral-repl,21.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59be36f0b0ce3a106'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:54.084672,85400.0,5.0
,,2016-06-09 11:19:51.645428,slurm_normal,1465471249.0,0,,1.0,main_w1_handler0,2733708,13118742,False,,1958378,gd_snp,7303427.roundup,slurm,,132112168.0,corral-repl,55.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5feef357bc3018cc0'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:52.444217,85400.0,5.0
,,2016-06-09 11:19:50.326847,slurm_normal,1465471251.0,0,,1.0,main_w1_handler0,2733708,13118739,False,,1958378,gd_snp,7303424.roundup,slurm,,132112168.0,corral-repl,302.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570150ab02bdc4f5a'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:58.371624,85400.0,6.0
,,2016-06-09 11:19:50.902165,slurm_normal,1465471249.0,0,,1.0,main_w2_handler1,2733708,13118740,False,,1958378,gd_snp,7303425.roundup,slurm,,132112168.0,corral-repl,450.0,gd_indivs,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fd12b67859504ac'}]",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]","""""","""""",,,"""""",32.0,,30697978.0,1465471244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-09 11:20:54.524420,85400.0,5.0
,,2016-06-16 10:47:08.482721,slurm_normal,1466074068.0,0,,1.0,main_w2_handler0,2739600,13181866,False,,207811786,gd_snp,7366405.roundup,slurm,,132112168.0,corral-repl,,,,,"""""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",0,0,,,0,0,1.0,1,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a423c8f1d8a4ee'}]","""""","""""",,,"""""",32.0,,30577197.0,1466074044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0,1.1.0,,2016-06-16 10:47:50.481924,85400.0,24.0
