chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval,input_interval_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam,parameters.input_bam.values,parameters.input_bam|__identifier__,parameters.slice_method.__current_case__,parameters.slice_method.input_interval,parameters.slice_method.input_interval.values,parameters.slice_method.refs,parameters.slice_method.refs.__class__,parameters.slice_method.regions,parameters.slice_method.slice_method_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-04 14:42:49.761453,slurm_normal,1491316991.0,0,1.0,main_w3_handler0,3057736,15482568,False,,1932964,bam,328.0,bed,9610547.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29055006}]",,0.0,,"[{'src': 'hda', 'id': 29051664}]",,,,bed,32.0,,37078845.0,1491316973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-04 14:43:14.067439,17286.0,18.0
,,2017-04-04 14:54:14.957837,slurm_normal,1491318581.0,0,1.0,main_w3_handler0,3057736,15482711,False,,2153791161,bam,328.0,bed,9610616.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051712}]",,0.0,,"[{'src': 'hda', 'id': 29051664}]",,,,bed,32.0,,37078845.0,1491317664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-04 15:09:45.997605,17286.0,917.0
,,2017-04-04 14:54:14.453136,slurm_normal,1491318601.0,0,1.0,main_w4_handler0,3057736,15482710,False,,413463632,bam,328.0,bed,9610895.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29051711}]",,0.0,,"[{'src': 'hda', 'id': 29051664}]",,,,bed,32.0,,37078845.0,1491318254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-04 15:11:16.996541,17286.0,347.0
,,2017-02-28 11:44:03.921281,slurm_normal,1488282274.0,0,1.0,main_w3_handler1,3011922,15165175,False,,2364815663,bam,,,9316464.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28532128}]","""Trimmomatic_09""",2.0,,,,,"[{'__index__': 0, 'end': '1009', 'chrom': 'NC_002050_M', 'start': '1'}]",man,32.0,,36325217.0,1488282265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-02-28 11:44:36.041139,99983.0,9.0
,,2017-02-28 11:44:03.049911,slurm_normal,1488282259.0,0,1.0,main_w4_handler0,3011922,15165173,False,,1746896148,bam,,,9316463.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28532124}]","""Trimmomatic_07""",2.0,,,,,"[{'__index__': 0, 'end': '1009', 'chrom': 'NC_002050_M', 'start': '1'}]",man,32.0,,36325217.0,1488282246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-02-28 11:44:22.454618,99983.0,13.0
,,2017-02-28 11:44:03.487966,slurm_normal,1488282286.0,0,1.0,main_w4_handler0,3011922,15165174,False,,2384012773,bam,,,9316468.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28532126}]","""Trimmomatic_08""",2.0,,,,,"[{'__index__': 0, 'end': '1009', 'chrom': 'NC_002050_M', 'start': '1'}]",man,32.0,,36325217.0,1488282280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-02-28 11:44:49.691310,99983.0,6.0
,,2017-04-05 15:50:58.855282,slurm_normal,1491407573.0,0,1.0,main_w4_handler0,3057815,15496175,False,,231245582,bam,,,9623520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29071020}]",,1.0,,,"['chr1', 'chr2', 'chr3', 'chr4', 'chr5', 'chr6', 'chr7', 'chr8', 'chr9', 'chr10', 'chr11', 'chr12', 'chr13', 'chr14', 'chr15', 'chr16', 'chr17', 'chr18', 'chr19', 'chr20', 'chr21', 'chr22', 'chrX', 'chrY']",,,chr,32.0,,35986775.0,1491407470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-05 15:53:21.488447,99620.0,103.0
,,2017-03-04 23:09:13.482252,slurm_normal,1488670023.0,0,1.0,main_w4_handler1,2210340,15209206,False,,17682399092,bam,,,9358831.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 28548941}]",,1.0,,,['1'],,,chr,32.0,,36439058.0,1488668958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-04 23:27:06.385095,59804.0,1065.0
,,2017-03-05 01:51:00.354820,slurm_normal,1488679302.0,0,1.0,main_w3_handler1,2210340,15209698,False,,17682399092,bam,,,9359331.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 28548941}]",,1.0,,,['2'],,,chr,32.0,,36439058.0,1488678663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-05 02:01:44.376439,59804.0,639.0
,,2017-03-05 15:53:51.841304,slurm_normal,1488729238.0,0,1.0,main_w4_handler0,3007469,15212465,False,,49097819,bam,,,9361611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 28625555}]",,2.0,,,,,"[{'__index__': 0, 'end': '113330641', 'chrom': 'chr12', 'start': '113328853'}]",man,32.0,,36248283.0,1488729233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-05 15:53:59.367710,100772.0,5.0
,,2017-03-05 20:14:57.955476,slurm_normal,1488746289.0,0,1.0,main_w4_handler1,2210340,15213862,False,,17682399092,bam,,,9363010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 28548941}]",,1.0,,,['3'],,,chr,32.0,,36439058.0,1488744901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-05 20:38:10.283558,59804.0,1388.0
,,2017-04-05 13:08:34.631207,slurm_normal,1491397723.0,0,1.0,main_w3_handler0,3057815,15494401,False,,315224169,bam,,,9622076.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29071023}]",,2.0,,,,,"[{'__index__': 0, 'end': '1000000', 'chrom': 'chr1', 'start': '1'}]",man,32.0,,35986775.0,1491397718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-05 13:08:47.274711,99620.0,5.0
,,2017-04-05 13:07:19.155849,slurm_normal,1491397775.0,0,1.0,main_w4_handler1,3057815,15494396,False,,315224169,bam,,,9622069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29071023}]",,1.0,,,"['chr1', 'chr2', 'chr3', 'chr4', 'chr5', 'chr6', 'chr7', 'chr8', 'chr9', 'chr10', 'chr11', 'chr12', 'chr13', 'chr14', 'chr15', 'chr16', 'chr17', 'chr18', 'chr19', 'chr20', 'chr21', 'chr22', 'chrX', 'chrY']",,,chr,32.0,,35986775.0,1491397642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-05 13:09:39.363928,99620.0,133.0
,,2017-03-07 20:04:06.640046,slurm_normal,1488917371.0,0,1.0,main_w3_handler0,3015812,15234779,False,,2856621600,bam,,,9382992.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 28578784}]",,1.0,,,['chrIV'],,,chr,32.0,,36132810.0,1488917055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-07 20:09:39.193855,99533.0,316.0
,,2017-03-07 22:18:29.650448,slurm_normal,1488925609.0,0,1.0,main_w3_handler1,3022454,15236357,False,,409591170,bam,328.0,bed,9384658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28667676}]",,0.0,,"[{'src': 'hda', 'id': 28667653}]",,,,bed,32.0,,35170344.0,1488925495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-07 22:26:53.085381,17286.0,114.0
,,2017-03-07 22:18:30.696685,slurm_normal,1488925411.0,0,1.0,main_w4_handler1,3022454,15236359,False,,210124311,bam,328.0,bed,9384647.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28667680}]",,0.0,,"[{'src': 'hda', 'id': 28667653}]",,,,bed,32.0,,35170344.0,1488925370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-07 22:23:34.701660,17286.0,41.0
,,2017-03-08 14:55:53.488739,slurm_normal,1489008994.0,0,1.0,main_w4_handler0,3023921,15243721,False,,9672539120,bam,85784518.0,bed,9392282.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28679172}]",,0.0,,"[{'src': 'hda', 'id': 28679307}]",,,,bed,32.0,,36511899.0,1489006864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-08 21:37:23.089416,49259.0,2130.0
,,2017-03-09 09:44:49.878156,slurm_normal,1489055638.0,0,1.0,main_w4_handler1,3023921,15251625,False,,13087625224,bam,85784518.0,bed,9397887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28679174}]",,0.0,,"[{'src': 'hda', 'id': 28679307}]",,,,bed,32.0,,36511899.0,1489052694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-09 10:42:04.579908,49259.0,2944.0
,,2017-03-09 09:45:02.362720,slurm_normal,1489056322.0,0,1.0,main_w3_handler1,3023921,15251626,False,,13511068861,bam,85784518.0,bed,9397888.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28679175}]",,0.0,,"[{'src': 'hda', 'id': 28679307}]",,,,bed,32.0,,36511899.0,1489052706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-09 10:45:24.363067,49259.0,3616.0
,,2017-03-09 21:17:13.866932,slurm_normal,1489094246.0,0,1.0,main_w3_handler1,3025648,15257715,False,,371669615,bam,,,9403948.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28700425}]",,2.0,,,,,"[{'__index__': 0, 'end': '11000000', 'chrom': '20', 'start': '10000000'}]",man,32.0,,36537312.0,1489094237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-09 21:17:30.489080,12664.0,9.0
,,2017-03-09 21:57:49.030134,slurm_normal,1489096998.0,0,1.0,main_w4_handler1,3025648,15258195,False,,374201706,bam,21.0,bed,9404507.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28701113}]",,0.0,,"[{'src': 'hda', 'id': 28701199}]",,,,bed,32.0,,36537312.0,1489096980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-09 22:08:42.504771,12664.0,18.0
,,2017-03-10 15:03:24.408635,slurm_normal,1489158593.0,0,1.0,main_w4_handler0,3022453,15263491,False,,309174365,bam,328.0,bed,9409597.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28708554}]",,0.0,,"[{'src': 'hda', 'id': 28708523}]",,,,bed,32.0,,35170344.0,1489158504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-10 15:09:59.548983,17286.0,89.0
,,2017-03-10 15:03:25.990375,slurm_normal,1489159021.0,0,1.0,main_w4_handler1,3022453,15263493,False,,513324283,bam,328.0,bed,9409829.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28708557}]",,0.0,,"[{'src': 'hda', 'id': 28708523}]",,,,bed,32.0,,35170344.0,1489158928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-10 15:17:05.328356,17286.0,93.0
,,2017-03-10 15:02:51.773510,slurm_normal,1489159133.0,0,1.0,main_w4_handler1,3022456,15263481,False,,718326218,bam,328.0,bed,9409755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28708545}]",,0.0,,"[{'src': 'hda', 'id': 28708532}]",,,,bed,32.0,,35170344.0,1489158819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-10 15:18:55.412570,17286.0,314.0
,,2017-03-10 15:02:51.011264,slurm_normal,1489159135.0,0,1.0,main_w4_handler0,3022456,15263479,False,,718322922,bam,328.0,bed,9409741.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28708543}]",,0.0,,"[{'src': 'hda', 'id': 28708532}]",,,,bed,32.0,,35170344.0,1489158804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-10 15:18:58.439710,17286.0,331.0
,,2017-03-13 19:20:13.490722,slurm_normal,1489432846.0,0,1.0,main_w3_handler0,2980958,15284748,False,,102229200,bam,195217.0,bed,9428682.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28615382}]",,0.0,,"[{'src': 'hda', 'id': 28619812}]",,,,bed,32.0,,35233246.0,1489432820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-03-13 19:20:49.398685,97042.0,26.0
,,2017-04-06 11:04:31.620942,slurm_normal,1491476869.0,0,1.0,main_w4_handler1,846502,15505691,False,,5498126176,bam,,,9632821.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 28908703}]",,1.0,,,['chr12'],,,chr,32.0,,37154419.0,1491476675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-06 11:07:54.879872,19619.0,194.0
,,2017-04-06 11:13:46.045065,slurm_normal,1491477518.0,0,1.0,main_w3_handler0,846502,15506451,False,,5498126176,bam,,,9632972.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 28908703}]",,1.0,,,['chr11'],,,chr,32.0,,37154419.0,1491477243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-06 11:18:40.188802,19619.0,275.0
,,2017-04-06 11:15:09.340941,slurm_normal,1491477510.0,0,1.0,main_w4_handler0,846502,15506626,False,,5498126176,bam,,,9633010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 28908703}]",,1.0,,,['chr10'],,,chr,32.0,,37154419.0,1491477325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-06 11:18:53.422864,19619.0,185.0
,,2017-04-06 12:16:52.690967,slurm_normal,1491481226.0,0,1.0,main_w4_handler0,846502,15507137,False,,5498126176,bam,,,9634304.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 28908703}]",,1.0,,,['chr03'],,,chr,32.0,,37154419.0,1491481016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-06 12:20:29.177263,19619.0,210.0
,,2017-04-06 12:08:56.673507,slurm_normal,1491480737.0,0,1.0,main_w4_handler0,846502,15507108,False,,5498126176,bam,,,9634211.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 28908703}]",,1.0,,,['chr07'],,,chr,32.0,,37154419.0,1491480560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0,2.0,,2017-04-06 12:13:31.454221,19619.0,177.0
