create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dgidb,parameters.family_wise,parameters.gt_filter,parameters.header,parameters.in,parameters.infile,parameters.infile.values,parameters.min_kindreds,parameters.q,parameters.region,parameters.sample_filter,parameters.show_families,parameters.show_samples,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-02 20:38:34.450030,slurm_normal,1506976910.0,0,,1.0,main_w4_handler0,3042033,16993364,False,4565469184,gemini.sqlite,,11057684.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506976817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 20:42:39.305416,102626.0,93.0
2017-10-02 20:56:22.708918,slurm_normal,1506986816.0,0,,1.0,main_w4_handler1,3042033,16993595,False,4565469184,gemini.sqlite,,11057845.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id""","""""","""""","""false""","""true""",32.0,,40973866.0,1506977791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:27:12.344148,102626.0,9025.0
2017-10-02 23:28:15.037713,slurm_normal,1506987016.0,0,,1.0,main_w4_handler1,3042033,16995490,False,4565469184,gemini.sqlite,,11058790.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506986920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:30:23.810854,102626.0,96.0
2017-10-02 23:30:40.545809,slurm_normal,1506987114.0,0,,1.0,main_w4_handler1,3042033,16995539,False,4565469184,gemini.sqlite,,11058807.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:32:05.794860,102626.0,48.0
2017-10-02 23:32:25.995171,slurm_normal,1506987219.0,0,,1.0,main_w3_handler0,3042033,16995573,False,4565469184,gemini.sqlite,,11058822.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:33:48.220397,102626.0,51.0
2017-10-02 23:34:02.026211,slurm_normal,1506987319.0,0,,1.0,main_w3_handler0,3042033,16995608,False,4565469184,gemini.sqlite,,11058832.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:35:27.889768,102626.0,47.0
2017-10-02 23:35:46.232180,slurm_normal,1506987420.0,0,,1.0,main_w4_handler0,3042033,16995647,False,4565469184,gemini.sqlite,,11058842.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:37:09.752458,102626.0,50.0
2017-10-02 23:37:34.587256,slurm_normal,1506987539.0,0,,1.0,main_w3_handler0,3042033,16995675,False,4565469184,gemini.sqlite,,11058859.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:39:06.245879,102626.0,52.0
2017-10-02 23:41:06.925310,slurm_normal,1506987760.0,0,,1.0,main_w3_handler0,3042033,16995785,False,4565469184,gemini.sqlite,,11058896.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:42:50.734989,102626.0,52.0
2017-10-02 23:39:19.015245,slurm_normal,1506987642.0,0,,1.0,main_w3_handler0,3042033,16995709,False,4565469184,gemini.sqlite,,11058871.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:40:50.763366,102626.0,48.0
2017-10-02 23:43:02.717973,slurm_normal,1506987862.0,0,,1.0,main_w3_handler0,3042033,16995847,False,4565469184,gemini.sqlite,,11058925.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:44:34.172497,102626.0,46.0
2017-10-02 23:44:45.900420,slurm_normal,1506987951.0,0,,1.0,main_w4_handler1,3042033,16995872,False,4565469184,gemini.sqlite,,11058941.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506987903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:46:01.133759,102626.0,48.0
2017-10-02 23:46:27.897867,slurm_normal,1506988064.0,0,,1.0,main_w3_handler0,3042033,16995886,False,4565469184,gemini.sqlite,,11058960.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:47:51.005295,102626.0,42.0
2017-10-02 23:51:56.644619,slurm_normal,1506988387.0,0,,1.0,main_w4_handler0,3042033,16995929,False,4565469184,gemini.sqlite,,11059008.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:53:13.776574,102626.0,42.0
2017-10-02 23:53:22.450481,slurm_normal,1506988467.0,0,,1.0,main_w3_handler1,3042033,16995958,False,4565469184,gemini.sqlite,,11059028.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:54:32.849266,102626.0,51.0
2017-10-02 23:54:48.915234,slurm_normal,1506988559.0,0,,1.0,main_w4_handler1,3042033,16996008,False,4565469184,gemini.sqlite,,11059039.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:56:33.888479,102626.0,47.0
2017-10-02 23:59:45.014022,slurm_normal,1506988843.0,0,,1.0,main_w4_handler1,3042033,16996090,False,4565469184,gemini.sqlite,,11059085.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-03 00:00:49.835036,102626.0,41.0
2017-10-02 23:56:43.557765,slurm_normal,1506988651.0,0,,1.0,main_w3_handler1,3042033,16996075,False,4565469184,gemini.sqlite,,11059060.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:57:37.908417,102626.0,41.0
2017-10-02 23:57:49.163290,slurm_normal,1506988756.0,0,,1.0,main_w3_handler1,3042033,16996085,False,4565469184,gemini.sqlite,,11059074.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-02 23:59:20.224970,102626.0,49.0
2017-10-03 00:02:13.647548,slurm_normal,1506989002.0,0,,1.0,main_w4_handler0,3042033,16996100,False,4565469184,gemini.sqlite,,11059096.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506988956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-03 00:03:30.872290,102626.0,46.0
2017-10-03 00:05:02.362580,slurm_normal,1506989166.0,0,,1.0,main_w4_handler1,3042033,16996170,False,4565469184,gemini.sqlite,,11059107.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15 AND aaf_exac_all < .001  AND variant_impacts.impact = 'missense_variant'""","""""","""""","""false""","""true""",32.0,,40973866.0,1506989121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-03 00:06:12.796430,102626.0,45.0
2017-10-03 00:25:56.926503,slurm_normal,1506990889.0,0,,1.0,main_w3_handler0,3042033,16996558,False,4565469184,gemini.sqlite,,11059185.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15""","""""","""""","""false""","""true""",32.0,,40973866.0,1506990443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-03 00:35:18.418019,102626.0,446.0
2017-10-03 00:35:45.875750,slurm_normal,1506991344.0,0,,1.0,main_w3_handler1,3042033,16996634,False,4565469184,gemini.sqlite,,11059210.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15""","""""","""""","""false""","""true""",32.0,,40973866.0,1506990979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-03 00:42:39.405263,102626.0,365.0
2017-10-03 00:42:53.463526,slurm_normal,1506991740.0,0,,1.0,main_w4_handler1,3042033,16996719,False,4565469184,gemini.sqlite,,11059241.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""false""","""""","""true""","""any""",,"[{'src': 'hda', 'id': 30120672}]","""1""","""SELECT * FROM variants JOIN variant_impacts ON variants.variant_id = variant_impacts.variant_id WHERE cadd_scaled > 15""","""""","""""","""false""","""true""",32.0,,40973866.0,1506991378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.18.1.0,0.18.1.0,,2017-10-03 00:49:03.201082,102626.0,362.0
