create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.keep_empty,parameters.summary,parameters.table_names,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-07 17:17:32.200186,slurm_normal,1431019922.0,1,,1.0,main_w1_handler0,2180330,9424453,False,,94944,bed,3753106.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19607929,,"""""","""""","[""group-regulation"", ""group-encodeTxLevels"", ""group-encodeChip""]",32.0,,22618366,1431019782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-05-07 17:32:06.764274,58303.0,140.0
2015-04-21 01:32:16.049665,slurm_normal,1429579983.0,0,,1.0,main_w2_handler1,2273670,9283374,False,,536,bed,3588758.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19393326,,"""""","""""","[""group-map"", ""group-varRep"", ""group-regulation"", ""group-encodeChrom"", ""group-encodeGenes""]",32.0,,22557652,1429579964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-04-21 01:33:06.237006,,19.0
2015-04-22 17:11:49.089873,slurm_normal,1429722742.0,0,,1.0,main_w1_handler0,2250112,9301655,False,,228765,bed,3620085.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19420265,,"""-k""","""""","[""group-genes""]",32.0,,22624772,1429722732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-04-22 17:12:35.451685,61516.0,10.0
2015-07-27 22:36:41.313672,slurm_normal,1438036870.0,0,,1.0,main_w2_handler1,2392461,10011638,False,,422721,bed,4293798.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",20585941,,"""""","""""","[""group-map"", ""group-regulation""]",32.0,,24345841,1438036654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-07-27 22:41:13.648434,,216.0
2015-04-27 17:01:03.558916,slurm_normal,1430161663.0,0,,1.0,main_w2_handler1,2267646,9336681,False,,24257,bed,3676240.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19476562,,"""""","""""","[""group-genes"", ""ensGene""]",32.0,,22403128,1430160650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-04-27 19:07:53.695121,,1013.0
2015-05-13 15:54:32.929281,slurm_normal,1431532624.0,0,,1.0,main_w2_handler0,2304568,9464543,False,,5640,bed,3788919.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19692903,,"""""","""""","[""group-compGeno""]",32.0,,23054142,1431532506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-05-13 15:57:09.181061,,118.0
2015-06-18 09:06:47.209862,slurm_normal,1434618433.0,0,,1.0,main_w2_handler0,2052410,9680524,False,,795908,bed,3990121.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",20050573,,"""""","""""","[""encodeUvaDnaRepOrigins""]",32.0,,23562925,1434618426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-06-18 09:07:14.931353,20918.0,7.0
2015-08-10 18:36:22.087418,slurm_normal,1439231906.0,0,,1.0,main_w1_handler2,2346819,10093951,False,,3681718,bed,4369349.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",20272563,,"""""","""""","[""group-genes""]",32.0,,24635849,1439231816.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-08-10 18:38:28.235464,9791.0,90.0
2015-10-25 17:41:51.472896,slurm_normal,1445794977.0,0,,1.0,main_w1_handler2,2481619,10725407,False,,9147275,bed,4987092.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",21736119,,"""""","""""","[""cytoBand""]",32.0,,25880098,1445794958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-10-25 17:43:01.064144,71457.0,19.0
2015-08-24 02:15:38.897101,slurm_normal,1440382570.0,0,,1.0,main_w1_handler1,2416707,10186585,False,,202408,bed,4455391.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",20884741,,"""""","""""","[""refGene""]",32.0,,24804470,1440382564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-08-24 02:16:11.806610,,6.0
2015-09-08 20:34:10.282221,slurm_normal,1441745501.0,0,,1.0,main_w2_handler1,2432338,10280309,False,,19914,interval,4566027.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",21048900,,"""""","""""","[""mostConserved28way"", ""group-genes"", ""ccdsGene"", ""ensGene"", ""cpgIslandExt"", ""vistaEnhancers"", ""tfbsConsSites"", ""subtracks-encodeSangerChipHits"", ""subtracks-encodeStanfordPromoters"", ""encodeStanfordPromoters"", ""group-encodeChip"", ""subtracks-encodeAffyChIpHl60SignalStrict"", ""subtracks-encodeSangerChip"", ""subtracks-encodeAffyChIpHl60Sites"", ""group-encodeChrom""]",32.0,,24861511,1441744465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-09-08 20:51:44.111402,40656.0,1036.0
2015-11-12 16:06:02.611108,slurm_normal,1447344390.0,0,,1.0,main_w1_handler0,1964679,10886740,False,,252069,interval,5140209.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",21980644,,"""""","""""","[""refGene""]",32.0,,24999328,1447344382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-12 16:06:34.980766,47624.0,8.0
2015-11-23 19:22:31.099429,slurm_normal,1448306586.0,0,,1.0,main_w1_handler0,2516309,10986573,False,,6662,bed,5246512.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22128328,,"""""","""""","[""refGene"", ""knownAlt"", ""nestedRepeats"", ""exaptedRepeats"", ""microsat"", ""simpleRepeat"", ""cpgIslandExt"", ""vistaEnhancers"", ""tfbsConsSites""]",32.0,,26398693,1448306571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-23 19:23:09.129411,,15.0
2015-11-23 20:01:32.555011,slurm_normal,1448308920.0,0,,1.0,main_w1_handler1,2516309,10987190,False,,6662,bed,5247044.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22128328,,"""""","""""","[""ccdsGene"", ""refGene"", ""knownAlt"", ""snp126"", ""nestedRepeats"", ""exaptedRepeats"", ""microsat"", ""simpleRepeat"", ""cpgIslandExt"", ""vistaEnhancers"", ""tfbsConsSites""]",32.0,,26398693,1448308915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-23 20:02:03.630893,,5.0
2015-11-23 18:44:47.447618,slurm_normal,1448304752.0,0,,1.0,main_w1_handler1,2516309,10986091,False,,6662,bed,5246211.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22128328,,"""-k""","""""","[""refGene"", ""cpgIslandExt"", ""tfbsConsSites""]",32.0,,26398693,1448304739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-23 18:52:39.956229,,13.0
2015-11-23 19:18:18.479468,slurm_normal,1448306362.0,0,,1.0,main_w1_handler1,2516309,10986495,False,,6662,bed,5246480.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22128328,,"""""","""""","[""group-genes"", ""refGene"", ""knownAlt"", ""group-varRep"", ""group-regulation"", ""cpgIslandExt"", ""vistaEnhancers"", ""tfbsConsSites""]",32.0,,26398693,1448306325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-23 19:19:30.206610,,37.0
2015-11-23 19:39:42.895618,slurm_normal,1448307616.0,0,,1.0,main_w1_handler0,2516309,10986776,False,,6662,bed,5246712.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22128328,,"""""","""""","[""refGene"", ""knownAlt"", ""nestedRepeats"", ""exaptedRepeats"", ""microsat"", ""simpleRepeat"", ""cpgIslandExt"", ""vistaEnhancers"", ""tfbsConsSites""]",32.0,,26398693,1448307604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-23 19:40:20.701843,,12.0
2015-11-23 21:59:54.168030,slurm_normal,1448316029.0,0,,1.0,main_w2_handler1,2516309,10988304,False,,6662,bed,5248206.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22128328,,"""""","""""","[""refGene""]",32.0,,26398693,1448316023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-23 22:00:33.812368,,6.0
2015-11-25 06:39:51.909933,slurm_normal,1448433622.0,0,,1.0,main_w1_handler0,2515578,11001407,False,,25981,bed,5260544.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22146043,,"""""","""""","[""group-encodeGenes"", ""encodeGencodeSuper""]",32.0,,26392513,1448433611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-11-25 06:40:23.391345,72094.0,11.0
2015-12-06 16:20:07.936930,slurm_normal,1449418859.0,0,,1.0,main_w2_handler0,2519516,11103379,False,,1409,interval,5364810.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",22325846,,"""""","""""","[""group-genes""]",32.0,,26610761,1449418837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2015-12-06 16:21:02.640208,74844.0,22.0
2016-01-25 11:22:52.879416,slurm_normal,1453721028.0,0,,1.0,main_w2_handler1,2565792,11595224,False,,25,bed,5860355.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",23029978,,"""""","""""","[""group-regulation"", ""group-encodeCompAndVar"", ""group-encodeChip"", ""group-encodeChrom"", ""group-encodeGenes""]",32.0,,27433098,1453720987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2016-01-25 11:23:50.967736,,41.0
2016-02-12 10:03:22.367675,slurm_normal,1455271442.0,0,,1.0,main_w1_handler2,2597516,11799299,False,,5529,bed,6053706.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",23309044,,"""-k""","""""","[""refGene""]",32.0,,28326741,1455271437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2016-02-12 10:04:06.245762,20918.0,5.0
2016-02-12 10:10:23.965988,slurm_normal,1455271875.0,0,,1.0,main_w1_handler1,2597516,11800403,False,,5529,bed,6053807.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",23309044,,"""-k""","""-S""","[""refGene""]",32.0,,28326741,1455271868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/annotation_profiler/Annotation_Profiler_0/1.0.0,1.0.0,,2016-02-12 10:11:19.318718,20918.0,7.0
