toolid,num_instances,median_runtime,mean_runtime,std_runtime,90_perc_runtime,99_perc_runtime
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.1.3,10469,1560.7412360301844,331.0,5725.804625290104,2812.4000000000015,22802.639999999898
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.5.0.0,10439,42.4719800747198,20.0,74.0307152832063,96.0,342.6200000000008
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,10299,1037.4051849694144,726.0,1166.7295923040126,2252.0000000000036,5602.46000000001
toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.3,10269,37.30596942253384,33.0,31.2536661567047,66.0,105.0
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.1.20160309.0,10144,904.2557176656152,573.0,1230.5109498656107,2102.7000000000007,4621.279999999999
toolshed.g2.bx.psu.edu/repos/devteam/realigner_target_creator/gatk_realigner_target_creator/0.0.4,10034,954.7923061590592,485.0,2770.720808594636,2113.4000000000015,4586.34
toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,9968,2406.6435593900483,111.0,7833.30516688329,7059.0,44617.72999999999
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.0,9935,427.0012078510317,38.0,1035.3368264824435,1092.0,5198.939999999999
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.1,9807,130.10278372591006,14.0,437.45119111134244,307.0,2608.2400000000234
toolshed.g2.bx.psu.edu/repos/iuc/pear/iuc_pear/0.9.6.0,9610,585.9166493236212,87.0,1996.3548350313672,1176.1000000000004,8511.729999999985
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.1.1,9550,46.67130890052356,6.0,209.17535206789518,68.0,762.0200000000004
CONVERTER_bed_to_bgzip_0,9545,25.38313253012048,5.0,207.16223428094565,21.0,312.23999999999796
toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,9487,888.7427005375778,331.0,2933.642013920109,1719.3999999999996,7202.799999999988
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,9362,250.39329203161716,53.0,721.358289069404,555.0,3391.9199999999837
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.2,9314,896.4605969508267,122.0,2555.518387389776,2014.1000000000022,11580.800000000032
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1.1,9233,683.1737246832016,62.0,1571.0288889322794,1894.0,7083.720000000008
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,9142,11.939947495077664,5.0,80.47302449986361,14.0,107.18000000000029
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1,9100,553.9751648351648,23.0,2246.4346711559006,884.1000000000004,9496.110000000002
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,9000,460.79822222222225,254.0,696.8731315855835,1208.0,3289.0800000000017
__EXPORT_HISTORY__,8994,4821.063820324661,150.0,12851.732600536427,14845.799999999992,66125.58999999994
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,8967,385.85580461692876,127.0,1855.70405882299,479.0,2726.040000000008
toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.1,8922,1665.597399686169,164.0,6506.895420956496,2978.000000000011,29245.299999999745
CONVERTER_fastqsangergz_to_fastqsanger,8921,94.07611254343684,48.0,221.08487284288188,206.0,711.0
toolshed.g2.bx.psu.edu/repos/pcingola/snpeff/snpSift_filter/1.0,8688,14.267495395948435,6.0,43.72194437073835,24.0,129.1299999999992
CONVERTER_bed_to_fli_0,8678,13.64911269877852,5.0,70.12524772562232,16.0,167.22999999999956
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.39,8661,192.0863641611823,77.0,964.653638699323,243.0,2252.399999999998
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/2.7.1.1,8659,181.49878738884397,22.0,622.2637629336494,347.39999999999964,2719.3600000000006
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/1.126.0,8569,140.54125335511728,11.0,529.0059128183682,257.0,2263.5599999999977
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,8527,1320.3277823384544,934.0,4946.98086856176,1716.4000000000005,11838.619999999975
toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,8511,23.307484431911643,6.0,73.91228351045534,40.0,359.0
toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser/1.0.2,8506,942.589936515401,9.0,4864.475766269475,436.0,21970.150000000114
toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0,8476,68.25943841434639,8.0,442.8824472964527,67.0,1453.25
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2,8411,721.2097253596481,407.0,1120.9793622382822,1872.0,4931.999999999985
CONVERTER_vcf_to_vcf_bgzip_0,8389,56.19311002503278,5.0,449.5172225051832,39.0,1204.4800000000032
toolshed.g2.bx.psu.edu/repos/devteam/fastx_quality_statistics/cshl_fastx_quality_statistics/1.0.0,8219,194.07726000730017,42.0,499.4293445811463,487.0,1971.3799999999974
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0,8106,45.87934863064397,6.0,242.48827213395728,45.5,884.9999999999964
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0,8014,281.3344147741453,85.0,858.2167281917546,728.0,2701.2199999999993
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0,7991,18.501689400575646,5.0,172.92372084951126,21.0,210.10000000000036
toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.0,7944,148.02920443101712,50.0,320.17088735152385,363.6999999999998,1520.2499999999927
CONVERTER_bed_to_tabix_0,7878,8.662858593551663,4.0,26.445539892843993,11.0,115.45999999999913
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1,7842,1877.0876052027545,224.0,6230.4536268418615,4234.800000000001,31228.010000000006
CONVERTER_fasta_to_tabular,7823,20.005624440751628,5.0,89.66248665257771,32.0,275.0
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.24.0,7735,23.17840982546865,6.0,104.2965884130224,40.0,301.6399999999994
toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,7705,4892.715768981181,2017.0,8163.867612125347,11229.20000000001,40635.20000000002
toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0,7636,484.96922472498693,211.0,1001.7862043289148,1119.5,5647.099999999973
toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.1,7632,419.36975890985326,22.0,1759.7152837985234,968.0,6009.379999999999
qual_stats_boxplot,7473,10.705339221196306,4.0,46.96174401672872,11.0,131.27999999999975
toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_bamtobed/0.1.0,7371,124.03025369692037,38.0,316.61995766542,284.0,1275.2000000000116
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/1.0.0,7148,10.314213766088416,4.0,29.416508063914048,14.0,164.0599999999995
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,6967,2353.496483421846,637.0,7682.081012486746,4882.800000000009,34263.380000000005
CONVERTER_vcf_bgzip_to_tabix_0,6942,15.91212906943244,5.0,63.84385260951447,21.0,225.59000000000015
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.68,6919,117.77843619020089,51.0,214.63937071229188,266.0,1015.4599999999991
CONVERTER_gff_to_interval_index_0,6895,23.867295141406817,7.0,44.968679386539925,66.0,201.0599999999995
toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,6883,279.8538428011042,12.0,844.0938606875254,1075.8000000000002,4509.700000000004
toolshed.g2.bx.psu.edu/repos/devteam/fasta_formatter/cshl_fasta_formatter/1.0.0,6852,13.449795680093404,5.0,55.598598582282776,19.0,165.97999999999956
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,6840,2240.9897660818715,407.0,6388.743799096904,5967.600000000006,24317.22
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.26.0.0,6802,48.62364010585122,11.0,191.41878840343955,70.0,878.9399999999987
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0,6744,24.66800118623962,5.0,116.79874128978297,47.0,301.1399999999994
toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,6708,4765.165921288014,1191.5,10552.695246674466,12237.000000000007,52639.14000000003
toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/0.0.1,6698,1673.8883248730965,110.0,5575.4256400754375,3314.1000000000013,32441.21999999998
toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.0.1,6660,172.95405405405404,15.0,897.9881802555875,302.0,2990.029999999988
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_boxplot/cshl_fastq_quality_boxplot/1.0.0,6554,7.893805309734513,4.0,22.896039200994572,9.0,92.47000000000025
CONVERTER_gff_to_fli_0,6532,63.58328230251072,7.0,414.0119150745253,101.0,1000.449999999998
toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,6529,46.46102006432838,9.0,378.4363036180321,60.0,565.0400000000018
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/1.136.0,6444,176.23680943513347,14.0,620.3282983036985,250.39999999999964,3476.679999999993
Show tail1,6369,17.213220285759146,4.0,171.9442610319686,13.0,257.0
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2,6268,269.09827696234845,46.0,722.2334370683052,654.3000000000002,3211.2199999999975
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,6229,230.44469417241933,108.0,1035.2122296128168,257.1999999999998,2762.4400000000005
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,6227,462.4247631283122,176.0,1256.6508945798357,928.4000000000005,4573.719999999972
toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0,6204,839.9796905222437,323.0,2476.3292717589234,1823.0,8340.92000000001
toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,6187,8166.230968159043,2278.0,14779.838164077173,21950.000000000015,75638.90000000005
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,6060,22.174917491749174,11.0,34.639469085533094,44.0,173.0
toolshed.g2.bx.psu.edu/repos/devteam/cummerbund/cummeRbund/1.0.1,5993,293.66143834473553,49.0,1160.0070743576582,255.80000000000018,7177.4
