chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-12-21 01:31:03.533894,roundup_multi,,255739770.0,gtf,main_w2_handler2,2155182,8451320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8392162539,fastqsanger,,,2356493,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18039154.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040018.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 07:32:22.499470,40178,21678.965576000002
,,2014-11-14 02:29:26.106359,roundup_multi,,,,main_w2_handler2,2066081,8165310,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17774455479,fastqsanger,,,2009707,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,panTro4,,0,17529147.0,,,,,,,single,,17470292,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-14 06:37:35.547921,53527,14889.441562000002
,,2014-12-18 17:56:33.751714,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8440982,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7624637086,fastqsanger,,,2350250,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990105.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-20 01:55:45.647696,54511,115151.895982
,,2014-12-26 17:13:57.906753,roundup_multi,,,,main_w2_handler2,2155560,8469619,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7927793270,fastqsanger,7927793270.0,fastqsanger,2378805,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,0,22,2,full,0,1,no,0,indexed,hg38,,1,18042595.0,,18042596.0,,20,20,Yes,paired,,19956143,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-27 00:21:22.958555,56038,25645.051802
,,2014-12-28 09:58:33.267401,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8473548,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6595074916,fastqsanger,,,2383781,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990545.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-28 15:28:26.575920,54511,19793.308519000002
,,2014-12-16 20:29:31.016059,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8426043,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7624637086,fastqsanger,,,2331244,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990105.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-17 17:10:14.826150,54511,74443.810091
,,2014-12-19 17:42:26.593772,roundup_multi,,255739770.0,gtf,main_w2_handler2,2152975,8446112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6160155413,fastqsanger,,,2350132,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18026351.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18023119.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-19 21:40:57.136192,40178,14310.542420000002
,,2014-12-20 02:18:18.950809,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8448069,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7624637086,fastqsanger,,,2354730,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990105.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 01:06:19.127080,54511,82080.176271
,,2014-12-21 22:34:27.318613,roundup_multi,,,,main_w2_handler2,2155560,8452799,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7927793270,fastqsanger,7927793270.0,fastqsanger,2358289,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,8,0.0,No,,,,No,1.0,,,No,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,No,2,2,0,22,2,full,0,1,no,0,indexed,hg38,,1,18042595.0,,18042596.0,,20,20,Yes,paired,,19956143,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-22 06:33:05.199401,56038,28717.880788000002
,,2014-12-14 23:04:14.416647,roundup_multi,,141985352.0,gtf,main_w2_handler2,2126389,8414710,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14530703635,fastqsanger,13964949365.0,fastqsanger,2313994,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17648800.0,Yes,No,0.0,No,Yes,3,3,1000,25,2,full,0,1,no,0,indexed,mm10,,1,17710265.0,,17710266.0,,100,80,Yes,paired,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-15 07:07:12.417317,40178,28978.00067
,,2014-12-18 20:38:25.134818,roundup_multi,,255739770.0,gtf,main_w2_handler2,2152975,8442300,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6160155413,fastqsanger,,,2345243,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18026351.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18023119.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-19 01:02:39.855744,40178,15854.720926000002
,,2014-12-18 17:57:41.094296,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8440986,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7950275895,fastqsanger,,,2352125,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990540.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-20 05:45:40.801205,54511,128879.70690900002
,,2014-12-04 08:21:56.175060,roundup_multi,,255739770.0,gtf,main_w2_handler2,2114215,8316509,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9508151031,fastqsanger,,,2193819,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17503335.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17508948.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-04 13:06:54.540660,40178,17098.3656
,,2014-12-01 10:57:33.052382,roundup_multi,,141985352.0,gtf,main_w2_handler2,2126389,8279559,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14530703635,fastqsanger,13964949365.0,fastqsanger,2149936,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17648800.0,Yes,No,0.0,No,Yes,3,3,1000,25,2,full,0,1,no,0,indexed,mm10,,1,17710265.0,,17710266.0,,100,80,Yes,paired,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-01 18:39:38.401801,40178,27725.349419000002
,,2015-01-23 23:16:03.886853,roundup_multi,,,,main_w2_handler2,1123287,8596797,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13096978201,fastqsanger,13096978201.0,fastqsanger,2549561,slurm,,corral-repl,131607.0,fasta,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,18283355.0,1,18283347.0,,18283346.0,,300,20,Yes,paired,,20625092,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2015-01-24 02:17:26.809280,25577,10882.922427000001
,,2014-12-18 17:58:17.312209,roundup_multi,,255739770.0,gtf,main_w2_handler2,2150072,8440990,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6795545994,fastqsanger,,,2352750,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17990972.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17990548.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-20 12:00:43.083336,54511,151345.771127
,,2014-12-21 10:12:20.742095,roundup_multi,,255739770.0,gtf,main_w2_handler2,2151664,8451851,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9897923693,fastqsanger,,,2357135,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,18041202.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,18040190.0,,,,,,,single,,17706352,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-21 16:30:23.835707,54511,22683.093612
,,2014-11-25 18:15:21.452234,roundup_multi,,255739770.0,gtf,main_w2_handler2,2018204,8250384,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10598585940,fastqsanger,,,2115950,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,15,0.0,No,,,,No,0.0,100000,20,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,15,15,fr-unstranded,600000,50,600000,Yes,20,20,0.0,1.0,17675309.0,Yes,No,0.0,No,Yes,3,3,0,20,2,full,0,1,no,0,indexed,hg19canon,,0,17675225.0,,,,,,,single,,19635272,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-11-27 00:28:29.143471,36816,108787.691237
,,2014-12-18 12:59:36.171463,roundup_multi,,255739770.0,gtf,main_w2_handler2,2114215,8439416,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9508151031,fastqsanger,,,2341907,slurm,,corral-repl,,,,0.0,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,,,No,1.0,13,Yes,chrM,100000,2,2,2,1.0,Yes,3,3,fr-unstranded,100000,20,100000,No,70,50,0.0,1.0,17503335.0,Yes,No,0.0,No,Yes,3,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,17508948.0,,,,,,,single,,19642318,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,0.6,,2014-12-18 18:02:51.324132,40178,18195.152669000003
