chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,genomeFastaFiles,genomeFastaFiles_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.multi_bridges_compute_resource,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1|__identifier__,parameters.input2|__identifier__,parameters.output_params.__current_case__,parameters.output_params.outFilterIntronMotifs,parameters.output_params.outSAMattributes,parameters.output_params.outSAMstrandField,parameters.output_params.output_params2.__current_case__,parameters.output_params.output_params2.outFilterMatchNmin,parameters.output_params.output_params2.outFilterMatchNminOverLread,parameters.output_params.output_params2.outFilterMismatchNmax,parameters.output_params.output_params2.outFilterMismatchNoverLmax,parameters.output_params.output_params2.outFilterMismatchNoverReadLmax,parameters.output_params.output_params2.outFilterMultimapNmax,parameters.output_params.output_params2.outFilterMultimapScoreRange,parameters.output_params.output_params2.outFilterScoreMin,parameters.output_params.output_params2.outFilterScoreMinOverLread,parameters.output_params.output_params2.outFilterType,parameters.output_params.output_params2.outSAMmapqUnique,parameters.output_params.output_params2.outSAMprimaryFlag,parameters.output_params.output_params2.outSAMunmapped,parameters.output_params.output_params2.output_select2,parameters.output_params.output_select,parameters.params.__current_case__,parameters.params.align.alignEndsType,parameters.params.align.alignIntronMax,parameters.params.align.alignIntronMin,parameters.params.align.alignMatesGapMax,parameters.params.align.alignSJDBoverhangMin,parameters.params.align.alignSJoverhangMin,parameters.params.align.alignSplicedMateMapLmin,parameters.params.align.alignSplicedMateMapLminOverLmate,parameters.params.align.alignTranscriptsPerReadNmax,parameters.params.align.alignTranscriptsPerWindowNmax,parameters.params.align.alignWindowsPerReadNmax,parameters.params.chim.__current_case__,parameters.params.chim.chimJunctionOverhangMin,parameters.params.chim.chimScoreDropMax,parameters.params.chim.chimScoreJunctionNonGTAG,parameters.params.chim.chimScoreMin,parameters.params.chim.chimScoreSeparation,parameters.params.chim.chimSegmentMin,parameters.params.chim.chim_select,parameters.params.seed.seedMultimapNmax,parameters.params.seed.seedNoneLociPerWindow,parameters.params.seed.seedPerReadNmax,parameters.params.seed.seedPerWindowNmax,parameters.params.seed.seedSearchLmax,parameters.params.seed.seedSearchStartLmax,parameters.params.seed.seedSearchStartLmaxOverLread,parameters.params.settingsType,parameters.quantMode,parameters.refGenomeSource.GTFconditional.GTFselect,parameters.refGenomeSource.GTFconditional.__current_case__,parameters.refGenomeSource.GTFconditional.genomeDir,parameters.refGenomeSource.GTFconditional.sjdbGTFfile.values,parameters.refGenomeSource.GTFconditional.sjdbOverhang,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.geneSource,parameters.refGenomeSource.genomeFastaFiles.values,parameters.refGenomeSource.sjdbGTFfile.values,parameters.refGenomeSource.sjdbOverhang,parameters.singlePaired.__current_case__,parameters.singlePaired.input.values,parameters.singlePaired.input1.values,parameters.singlePaired.input2.values,parameters.singlePaired.sPaired,refGenomeSource|sjdbGTFfile,refGenomeSource|sjdbGTFfile_filetype,runner_name,session_id,sjdbGTFfile,sjdbGTFfile_filetype,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-16 01:04:51.837642,slurm_multi_development,,32217069.0,fasta,main_w4_handler2,3381194,18043604,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19023909198,fastqsanger,,,12120841,slurm,,corral-repl,,1.0,yes,slurm_multi_development,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,0,None,Standard,None,0.0,0,0.66,10,0.3,1.0,10,1,0,0.66,false,255,false,false,yes,yes,2,false,0,21,0,3,5,0,0.66,10000,100,10000,1.0,,,,,,,no,10000,10,1000,50,0,50,1.0,full,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33323842}]","[{'src': 'hda', 'id': 33323843}]",100,0,,"[{'src': 'hda', 'id': 33181682}]",,single,,,,43179064.0,48306634.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-16 01:06:28.081471,76356,96.243829
,,2017-07-07 00:10:43.665399,slurm_multi,,2776387546.0,fasta,main_w4_handler2,3184530,16278146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30256474,fastq.gz,,,10360540,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1028_S28_L001_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340253}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-09 04:38:27.201554,108667,188863.536155
,,2018-01-22 03:11:30.388870,slurm_multi,,2451403139.0,fasta,main_w3_handler2,3171571,18114062,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8821800283,fastqsanger,8821800283.0,fastqsanger,12194581,slurm,,corral-repl,,1.0,yes,slurm_multi,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,0,None,Standard,None,1.0,,,,,,,,,,,,,,no,yes,2,false,0,21,0,3,5,0,0.66,10000,100,10000,1.0,,,,,,,no,10000,10,1000,50,0,50,1.0,full,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33367485}]","[{'src': 'hda', 'id': 33383489}]",100,1,,"[{'src': 'hda', 'id': 33239658}]","[{'src': 'hda', 'id': 33239654}]",paired,,,,43317934.0,1984616.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-22 05:31:55.171014,74146,8424.782144
,,2017-10-29 07:49:57.062001,slurm_multi,,,,main_w4_handler2,3302398,17252972,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7644575365,fastq.gz,,,11313434,slurm,,corral-repl,,0.0,no,,,"""baaecdaabc7d11e79b3c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""20171006.A-7A12_R1.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",without-gtf,1.0,mm10,"[{'src': 'hda', 'id': 31943328}]",125,0.0,indexed,,,,0,,"[{'src': 'hda', 'id': 31943084}]",,single,789074569.0,gtf,,,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-10-29 08:01:57.420292,108569,720.358291
,,2018-01-16 15:09:28.136565,slurm_multi,,2388118967.0,fasta,main_w4_handler2,3389442,18049407,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1114455244,fastqsanger,1093029038.0,fastqsanger,12126844,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/main/files/023/037/dataset_23037199.dat""","""delLeuc2""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33289553}]","[{'src': 'hda', 'id': 33289552}]",100,2,"[{'src': 'dce', 'id': 1346737}]",,,paired_collection,,,,43140409.0,374007599.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-16 15:34:25.227520,88676,1497.0909550000001
,,2018-01-12 21:19:11.858537,slurm_multi,,3706037711.0,fasta,main_w3_handler2,3379611,18022021,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12159074023,fastq,12159074023.0,fastq,12099622,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33138813}]","[{'src': 'hda', 'id': 33292648}]",89,2,"[{'src': 'dce', 'id': 1347690}]",,,paired_collection,,,,43171714.0,358326978.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-12 21:36:30.873099,119060,1039.014562
,,2017-11-09 14:36:45.839829,slurm_multi,,1539472986.0,fasta,main_w4_handler2,3301004,17397298,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1065733536,fastqsanger.gz,,,11459236,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/xenTro2.len""","""xenTro2""",,,0,None,Standard,None,0.0,0,0.66,10,1.0,1.0,10,1,0,0.66,false,255,false,false,yes,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 31901442}]","[{'src': 'hda', 'id': 32194772}]",48,0,,"[{'src': 'hda', 'id': 31901445}]",,single,,,,40280249.0,40631888.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-11-09 14:59:48.954166,91720,1383.114337
,,2018-02-07 22:13:58.945663,slurm_multi,,2554072303.0,fasta,main_w4_handler2,2444161,18303678,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14561746297,fastqsanger,14415373583.0,fastqsanger,12387379,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",,,,,,1.0,history,"[{'src': 'hda', 'id': 33697568}]","[{'src': 'hda', 'id': 33685507}]",100,1,,"[{'src': 'hda', 'id': 33685313}]","[{'src': 'hda', 'id': 33685314}]",paired,,,,43594745.0,414414721.0,gff3,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-02-07 22:42:55.446372,69653,1736.5007090000001
,,2017-06-21 12:52:12.845460,slurm_multi,,6978490612.0,fasta,main_w4_handler2,3162616,16153289,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2700143141,fastqsanger,,,10232080,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30110696}]","[{'src': 'hda', 'id': 30110342}]",100,0,,"[{'src': 'hda', 'id': 30077666}]",,single,,,,38232815.0,238695801.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-06-21 13:29:53.552608,68159,2260.707148
,,2018-01-23 21:26:09.652927,slurm_multi,,,,main_w3_handler2,3395766,18138325,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12136602743,fastqsanger,12136602743.0,fastqsanger,12218085,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,,0,RemoveNoncanonical,All,intronMotif,0.0,0,0.66,10,0.3,1.0,10,1,0,0.66,false,255,true,false,yes,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""false""",without-gtf,1.0,hg38,"[{'src': 'hda', 'id': 33373959}]",149,0.0,indexed,,,,1,,"[{'src': 'hda', 'id': 33469505}]","[{'src': 'hda', 'id': 33469515}]",paired,1151947379.0,gtf,,42681438.0,,,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2018-01-23 21:35:41.773849,118715,572.1209220000001
,,2017-07-07 00:09:46.470177,slurm_multi,,2776387546.0,fasta,main_w3_handler2,3184530,16278066,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17130441,fastq.gz,,,10357504,slurm,,corral-repl,,0.0,no,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""P7457_1066_S66_L002_R1_001.fastq.gz""",,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 30340121}]","[{'src': 'hda', 'id': 30340083}]",100,0,,"[{'src': 'hda', 'id': 30340483}]",,single,,,,39142313.0,810616263.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-07-08 01:12:39.380096,108667,90172.90991900001
,,2017-10-24 10:04:19.634752,slurm_multi,,103872021.0,fasta,main_w3_handler2,3221567,17189320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17571931997,fastq,16485433963.0,fastq,11250203,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,1,,,,,,,,,,,,,,,,,,,no,1,,,,,,,,,,,,,,,,,,,,,,,,,,,star_fusion,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 31841353}]","[{'src': 'hda', 'id': 31841398}]",100,1,,"[{'src': 'hda', 'id': 30927334}]","[{'src': 'hda', 'id': 30927336}]",paired,,,,41291342.0,25673157.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-10-24 10:04:48.600068,104214,28.965316
,,2017-11-29 09:30:05.361333,slurm_multi,,157863805.0,fasta,main_w4_handler2,3309243,17631838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4605572284,fastqsanger,4605572284.0,fastqsanger,11692236,slurm,,corral-repl,,0.0,no,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,1,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,default,"""true""",,,,,,1.0,history,"[{'src': 'hda', 'id': 32603311}]","[{'src': 'hda', 'id': 32603324}]",100,1,,"[{'src': 'hda', 'id': 32038561}]","[{'src': 'hda', 'id': 32038560}]",paired,,,,42308793.0,102844701.0,gtf,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,2.5.2b-0,,2017-11-29 09:32:08.371080,114725,123.009747
