comp_rod_bind_0|comp_input_rod,comp_rod_bind_0|comp_input_rod_filetype,create_time,dbsnp_input_rod,dbsnp_input_rod_filetype,destination_id,exit_code,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals_filetype,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.additional_annotations,parameters.annotation_group,parameters.annotations_type.__current_case__,parameters.annotations_type.annotations,parameters.annotations_type.annotations_type_selector,parameters.chromInfo,parameters.comp_rod_bind,parameters.dbkey,parameters.dbsnp_rod_bind_type.__current_case__,parameters.dbsnp_rod_bind_type.dbsnp_input_rod,parameters.dbsnp_rod_bind_type.dbsnp_input_rod.values,parameters.dbsnp_rod_bind_type.dbsnp_rod_bind_type_selector,parameters.dbsnp_rod_bind_type.dbsnp_rod_name,parameters.exclude_annotations,parameters.expressions,parameters.family_string,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.mendel_violation_genotype_quality_threshold,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.input_variant_bti,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.resource_rod_bind,parameters.snpEff_rod_bind_type.__current_case__,parameters.snpEff_rod_bind_type.snpEff_rod_bind_type_selector,ref_file,ref_file_filetype,resource_rod_bind_0|resource_input_rod,resource_rod_bind_0|resource_input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-03 12:52:11.769574,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2079025,8656128,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39945,vcf,2629697.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 13:05:31.846358,50891.0,800.0767840000001
,,2015-10-07 20:17:14.594914,7572857398.0,vcf,slurm_normal,,,,,,main_w1_handler2,2336696,10523262,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,592101,vcf,4797824.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,21434306.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,24549348,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-10-07 20:22:23.872772,11377.0,309.27785800000004
,,2015-02-03 11:21:33.025301,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2079025,8655747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,72478,vcf,2628933.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 11:25:37.980532,50891.0,244.95523100000003
,,2016-06-10 20:13:04.322077,588328981.0,vcf,slurm_normal,,41.0,bed,,,main_w1_handler0,2735346,13135688,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,178052,vcf,7320358.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e7646da86ed6b48'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,"[{'__index__': 0, 'input_exclude_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c629569217aa06d4'}]}}]",[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,254235640.0,fasta,,,,30782275,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:14:48.566111,39842.0,104.24403400000001
,,2015-11-29 21:14:45.707369,336904170.0,vcf,slurm_normal,,,,,,main_w2_handler0,2514678,11038512,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,336904170,vcf,5293747.roundup,slurm,,corral-repl,,[],,1.0,"['AlleleBalance', 'AlleleBalanceBySample', 'BaseCounts', 'ChromosomeCounts', 'IndelType', 'NBaseCount', 'SnpEff', 'SpanningDeletions', 'TechnologyComposition']",choose,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""",[],"""eschColi_K12""",1,22206697.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,4708049.0,fasta,,,,26426856,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-29 21:17:51.959791,71986.0,186.25242200000002
,,2015-02-16 09:20:47.764990,10796220779.0,vcf,rodeo_normal,,,,,,main_w2_handler0,2079025,8732895,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,72478,vcf,2772353.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,21238994,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-16 09:23:38.454257,50891.0,170.689267
,,2015-06-09 11:28:43.471271,25317249.0,vcf,slurm_normal,,,,,,main_w1_handler0,2161077,9619071,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,25317249,vcf,3930454.roundup,slurm,,corral-repl,,[],,1.0,"['BaseCounts', 'DepthOfCoverage', 'DepthPerAlleleBySample']",choose,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,19951313.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,8492197072.0,fasta,,,,22527848,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-06-09 11:31:26.584126,57795.0,163.112855
8444.0,vcf,2015-03-23 09:56:22.125584,8444.0,vcf,rodeo_normal,,,,,,main_w1_handler0,2240930,9011829,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8444,vcf,3286062.roundup,slurm,,corral-repl,,[],,1.0,['DepthOfCoverage'],choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","[{""comp_input_rod"": 18916230, ""__index__"": 0, ""comp_rod_name"": ""Unnamed""}]","""hg_g1k_v37""",1,18916230.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,21962162,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-03-23 09:58:40.840959,61078.0,138.715375
,,2015-12-03 15:45:26.399837,1625.0,vcf,slurm_normal,,,,,,main_w1_handler0,2525580,11079040,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5331198.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22280057.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-03 15:51:16.166359,67460.0,349.766522
,,2015-07-02 11:22:04.701901,,,slurm_normal,,,,,,main_w2_handler1,2358911,9780659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6394709,vcf,4083004.roundup,slurm,,corral-repl,,[],"[""Standard""]",1.0,"['AlleleBalance', 'BaseCounts', 'BaseQualityRankSumTest', 'DepthOfCoverage', 'DepthPerAlleleBySample', 'FisherStrand', 'HaplotypeScore', 'HardyWeinberg', 'HomopolymerRun', 'MappingQualityRankSumTest', 'NBaseCount', 'QualByDepth', 'ReadDepthAndAllelicFractionBySample', 'SnpEff']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",0,,,exclude_dbsnp,,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,23571240,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-07-02 11:25:44.927124,39888.0,220.225223
,,2015-02-03 11:08:26.400312,10796220779.0,vcf,rodeo_normal,,,,,,main_w1_handler1,2079025,8655699,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",231035.0,bam,,,72478,vcf,2628838.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,17294287.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",1.0,18394533.0,,18394484.0,,False,17169943,,history,[],0,exclude_snpEff,3199905909.0,fasta,,,,19622992,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-02-03 11:12:29.690531,50891.0,243.290219
,,2015-12-02 19:31:57.524531,1625.0,vcf,slurm_normal,,,,,,main_w2_handler0,2525580,11068692,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5321150.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22267743.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-02 19:35:32.869952,67460.0,215.34542100000002
,,2015-12-02 08:05:27.605114,883.0,vcf,slurm_normal,,,,,,main_w2_handler1,2525580,11061298,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5315178.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22248959.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-02 08:07:59.546587,67460.0,151.941473
,,2015-09-06 09:00:56.108646,91760.0,vcf,slurm_normal,,,,,,main_w1_handler1,2423379,10266354,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,91760,vcf,4553084.roundup,slurm,,corral-repl,,[],,0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,21018097.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,25032621,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-09-06 09:02:41.196871,68595.0,105.08822500000001
,,2015-07-25 00:11:07.730477,8590101431.0,vcf,slurm_normal,,,,,,main_w1_handler0,2381898,9974315,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,996831,vcf,4258371.roundup,slurm,,corral-repl,,[],,0.0,,use_all_annotations,"""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",1,20505554.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,3199905909.0,fasta,,,,24216577,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-07-25 00:17:08.852469,66211.0,361.12199200000003
,,2014-12-02 21:00:39.021658,10641623137.0,vcf,rodeo_normal,,,,,,main_w2_handler1,2075330,8304302,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",757070.0,bam,,,10544,vcf,2177926.roundup,slurm,,corral-repl,,[],,1.0,"['DepthOfCoverage', 'FisherStrand', 'HaplotypeScore', 'MappingQualityRankSumTest', 'MappingQualityZero', 'QualByDepth', 'ReadPosRankSumTest']",choose,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,17324755.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",0.0,17654582.0,,17747184.0,,False,hg_g1k_v37,,cached,[],0,exclude_snpEff,,,,,,19865943,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2014-12-02 21:49:36.768131,53761.0,2937.746473
,,2015-12-03 15:38:58.163383,1625.0,vcf,slurm_normal,,,,,,main_w1_handler1,2525580,11078879,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044658,vcf,5331074.roundup,slurm,,corral-repl,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22280057.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,380710511.0,fasta,,,,26428762,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-03 15:42:07.918486,67460.0,189.75510300000002
,,2016-06-03 10:36:21.206142,26848070765.0,vcf,slurm_normal,,,,,,main_w1_handler1,2725320,13058379,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1948736,vcf,7244629.roundup,slurm,,corral-repl,,[],,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",[],"""hg_g1k_v37""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50449ac725ac93a17'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,exclude_snpEff,,,,,,30303613,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-03 10:39:33.206141,84651.0,191.999999
