create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.genotype_likelihoods_model,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rod_bind,parameters.standard_min_confidence_threshold_for_calling,parameters.standard_min_confidence_threshold_for_emitting,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-16 14:23:07.645074,slurm_normal_16gb,,main_w2_handler1,2505651,10914909,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4336805503.0,bam,,,5168027.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,"[{'__index__': 0, 'input_bam': 22018897}]",22018213,,history,[],"""30.0""","""30.0""",4517760859.0,fasta,,,,,,26242716,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2015-11-16 14:32:14.576302,73350,546.931228
2016-04-20 16:58:27.297532,slurm_normal_16gb,,main_w1_handler0,2674701,12540024,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6725725.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5273d64fb335b0bcf'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9739f9f73c441d7'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,2387.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-20 17:33:23.975190,80547,2096.677658
2014-12-08 16:05:25.923689,slurm_normal_single_16gb,,main_w2_handler1,1503522,8372782,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",626714977.0,bam,,,2264407.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 17869009}]",11266845,,history,[],"""30.0""","""30.0""",1991431074.0,fasta,,,,,,19956569,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2014-12-08 16:19:01.129955,18528,815.206266
2016-04-10 05:30:32.971806,slurm_normal_16gb,,main_w2_handler0,2632333,12405883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",982066979.0,bam,,,6606565.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24238070}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 07:32:55.803899,80547,7342.832093000001
2016-04-10 05:30:34.392020,slurm_normal_16gb,,main_w1_handler2,2632333,12405885,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",928847298.0,bam,,,6606327.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24238074}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 06:11:47.046462,80547,2472.654442
2016-04-10 05:30:21.392937,slurm_normal_16gb,,main_w2_handler0,2632333,12405872,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",110858482.0,bam,,,6606404.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24220150}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 06:38:08.674939,80547,4067.2820020000004
2016-04-10 05:30:29.373703,slurm_normal_16gb,,main_w1_handler1,2632333,12405879,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",202550678.0,bam,,,6606679.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24225175}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 08:27:41.802555,80547,10632.428852000001
2016-04-10 05:30:25.714434,slurm_normal_16gb,,main_w2_handler1,2632333,12405876,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1743289.0,bam,,,6606621.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24220158}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 08:01:58.338247,80547,9092.623813
2016-04-10 05:30:30.145217,slurm_normal_16gb,,main_w2_handler0,2632333,12405880,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",178775174.0,bam,,,6606490.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24225236}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 07:07:14.278890,80547,5804.133673
2016-04-10 05:30:37.591729,slurm_normal_16gb,,main_w1_handler1,2632333,12405887,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",316415243.0,bam,,,6606711.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24231932}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 08:40:30.968162,80547,11393.376433000001
2015-09-05 18:16:17.654879,slurm_normal_16gb,,main_w2_handler0,2420576,10265178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2567601.0,bam,7420545566.0,vcf,4552068.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",1,OFF,40.0,-1,False,0.0,NONE,advanced,[],"[{'input_intervals': 21002224, '__index__': 0}]",ALL,UNION,False,[],[],STRICT,[],[],False,STRICT,"""BOTH""",0,"[{'__index__': 0, 'input_bam': 21018055}]",hg_g1k_v37,,cached,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": 21002224}}]","""20.0""","""20.0""",,,,,7420545566.0,vcf,,25026203,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2015-09-06 00:44:31.169255,65923,23293.514376000003
2016-04-20 16:58:42.382827,slurm_normal_16gb,,main_w1_handler1,2674701,12540034,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6726761.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5cbbee98b871be416'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9739f9f73c441d7'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,2558.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-20 19:28:07.296926,80547,8964.914099000001
2016-04-10 05:30:27.275250,slurm_normal_16gb,,main_w1_handler1,2632333,12405877,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",198244808.0,bam,,,6606377.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24225014}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 06:24:40.391677,80547,3253.1164270000004
2016-04-10 05:30:23.098011,slurm_normal_16gb,,main_w2_handler0,2632333,12405873,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1320444.0,bam,,,6606448.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24220152}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 06:54:06.789246,80547,5023.691235
2016-04-20 16:58:33.778720,slurm_normal_16gb,,main_w2_handler1,2674701,12540028,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6726567.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50415688c91ba0574'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9739f9f73c441d7'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,2012.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-20 19:05:44.209304,80547,7630.430584000001
2016-05-06 17:55:42.915575,slurm_normal_16gb,,main_w2_handler1,2697001,12808115,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7008852.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57b2dd51c52e96449'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5394d21d6ac8e43f0'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,155030.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-05-06 18:12:15.353922,80547,992.438347
2016-04-20 16:58:35.478375,slurm_normal_16gb,,main_w2_handler1,2674701,12540029,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6726949.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5f4f148ddaccafc85'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9739f9f73c441d7'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,2442.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-20 19:46:22.254465,80547,10066.776090000001
2016-04-10 05:30:20.641789,slurm_normal_16gb,,main_w2_handler0,2632333,12405871,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",124141593.0,bam,,,6606276.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': 24220148}]",24237742,,history,[],"""30.0""","""30.0""",4646373244.0,fasta,,,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-10 05:46:21.858494,80547,961.216705
2016-05-06 17:55:44.576393,slurm_normal_16gb,,main_w1_handler1,2697001,12808120,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7009051.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56b9e3475bab021eb'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5394d21d6ac8e43f0'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,156529.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-05-06 18:27:27.280754,80547,1902.704361
2016-05-06 17:55:45.268608,slurm_normal_16gb,,main_w1_handler2,2697001,12808122,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7009032.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5a9dfdc532bd7501a'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5394d21d6ac8e43f0'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,143543.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-05-06 18:24:49.752041,80547,1744.483433
2016-04-20 16:58:31.501676,slurm_normal_16gb,,main_w1_handler0,2674701,12540027,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6726110.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57c2d3e87739f121f'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9739f9f73c441d7'}]",history,[],"""30.0""","""30.0""",4646373244.0,fasta,1735.0,bam,,,,28992008,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-04-20 18:19:25.813482,80547,4854.311806000001
