create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.giField,parameters.giField.__class__,parameters.giField.value,parameters.idField,parameters.idField.__class__,parameters.idField.value,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-12 19:58:47.920513,rodeo_normal,,main_w2_handler0,2235938,8935683,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6415588807,tabular,3145172.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""5""",,,18840685,,,21622266,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-03-12 20:02:17.363000,5254,209.442487
2016-09-05 22:35:34.146755,slurm_normal,,main_w4_handler1,2811236,13784378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3965193386,tabular,8006606.roundup,slurm,,corral-repl,,"""0bdad16073b911e68f44005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eba9b72c3416dae9'}]",,32018168,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2016-09-06 03:36:09.787290,88270,18035.640535000002
2015-07-28 04:28:27.859005,slurm_normal,,main_w1_handler1,2392702,10013773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6117743955,tabular,4296052.roundup,slurm,,corral-repl,,"""14a1a85e34e111e5b26b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,3,,UnvalidatedValue,1,20588836,,,24342971,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-07-28 05:23:33.614470,52613,3305.755465
2015-08-10 11:47:51.160073,slurm_normal,,main_w2_handler0,2384307,10091497,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4683600612,tabular,4367256.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20677317,,,24249058,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-10 11:50:31.251456,66632,160.091383
2015-02-22 20:02:30.715414,rodeo_normal,,main_w2_handler1,2214560,8787876,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3373626105,interval,2870807.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,18604574,,,21388540,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-02-22 20:05:11.398841,53415,160.68342700000002
2015-08-03 08:19:29.270866,slurm_normal,,main_w2_handler1,2356268,10053527,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4787095101,tabular,4333055.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20143827,,,23643317,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-03 08:22:03.779552,56818,154.508686
2015-08-10 11:57:13.382938,slurm_normal,,main_w2_handler1,2384307,10091538,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4683600612,tabular,4367300.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20677317,,,24249058,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-10 11:59:44.942516,66632,151.55957800000002
2016-09-07 02:47:11.243605,slurm_normal,,main_w4_handler1,2811236,13793980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3965193386,tabular,8014483.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eba9b72c3416dae9'}]",,32018168,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2016-09-07 02:54:38.695001,88270,447.45139600000005
2016-11-14 18:31:39.964948,slurm_normal,,main_w4_handler1,2875598,14337012,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4387223892,tabular,8547982.roundup,slurm,,corral-repl,,"""94a12bbeaa9811e6accc005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d04ab0646a39a57'}]",,34250293,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2016-11-15 05:42:01.922035,93454,40221.957087
2015-04-26 16:24:18.201182,slurm_normal,,main_w1_handler1,2263962,9333609,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4325749300,tabular,3674267.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,19466630,,,22022121,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-04-27 15:34:32.657441,58625,83414.456259
2015-07-27 21:31:18.100496,slurm_normal,,main_w2_handler1,2392127,10011244,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5679016906,tabular,4293414.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,20584553,,,24342971,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-07-27 21:33:53.071272,52613,154.970776
2015-02-22 20:45:28.483007,rodeo_normal,,main_w2_handler0,2214560,8788061,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3373626105,interval,2871036.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,18604574,,,21388540,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-02-22 20:47:51.056118,53415,142.573111
2016-09-06 12:08:17.160458,slurm_normal,,main_w4_handler0,2811236,13787478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3965193386,tabular,8008309.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eba9b72c3416dae9'}]",,32018168,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2016-09-06 12:16:47.085042,88270,509.92458400000004
2015-03-12 19:38:22.120922,rodeo_normal,,main_w1_handler0,2233689,8935601,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6415588807,tabular,3144880.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,18840511,,,21759574,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-03-12 19:41:09.229535,52613,167.10861300000002
2015-07-27 21:24:15.331660,slurm_normal,,main_w1_handler1,2392127,10011201,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5679016906,tabular,4293373.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,20584553,,,24342971,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-07-27 21:26:49.266013,52613,153.93435300000002
