chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.colours,parameters.dbkey,parameters.input,parameters.input.values,parameters.logoname,parameters.outformat,parameters.range.__current_case__,parameters.range.mode,parameters.range.seqend,parameters.range.seqstart,parameters.size,parameters.units,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-05 07:45:18.331069,slurm_normal,,main_w2_handler1,2180330,9395380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2279643962,fasta,3727561.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409876,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:32:35.519620,58303,2837.188551
,,2015-10-27 18:00:56.077635,slurm_normal,,main_w1_handler2,2466550,10746424,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4226912934,fasta,5005943.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",21769116,,"""H3K27Ac Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,25431936,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-10-27 18:10:32.982736,68038,576.9051010000001
,,2018-01-30 11:59:23.043292,slurm_normal,,main_w3_handler0,3388989,18199687,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3772215782,fasta,12280426,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 33569474}]","""Galaxy-Rgenetics Sequence Logo chipfoxf1 ""","""png_print""",0,complete,,,"""large""","""bits""",,43532792,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2018-01-30 12:04:56.621764,119734,333.57847200000003
,,2015-05-12 09:34:19.811407,slurm_normal,,main_w2_handler1,1413034,9451924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3147141186,fasta,3777249.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19666971,,"""Galaxy-Rgenetics Sequence Logo""","""eps""",0,complete,,,"""large""","""bits""",,23027909,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-12 09:40:33.146135,33888,373.33472800000004
,,2015-05-05 07:45:27.019750,slurm_normal,,main_w2_handler1,2180330,9395388,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3657554726,fasta,3727835.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409884,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 09:14:06.456905,58303,5319.4371550000005
,,2015-06-22 23:57:36.151640,slurm_normal,,main_w1_handler1,2351185,9712304,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3819994980,fasta,4019212,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",20097046,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,23747131,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-06-23 00:06:46.688513,65129,550.536873
,,2016-09-15 08:09:54.242466,slurm_normal,,main_w3_handler1,2805823,13854279,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1756645815,fasta,8077242.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3e49c5714179fb5'}]","""Galaxy-Rgenetics Sequence Logo""","""png""",1,part,10,9,"""large""","""bits""",,31260620,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-09-15 08:18:50.110347,86640,535.867881
,,2018-01-30 11:52:41.077141,slurm_normal,,main_w4_handler1,3388989,18199553,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3443815088,fasta,12280332,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 33557930}]","""Galaxy-Rgenetics Sequence Logo wt chipfoxf1 rep 2""","""png_print""",0,complete,,,"""large""","""bits""",,43532792,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2018-01-30 11:58:08.521566,119734,327.444425
,,2017-05-21 02:55:16.658271,slurm_normal,,main_w3_handler1,3118473,15898939,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",59789976,fasta,9998130.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 29704220}]","""Galaxy-Rgenetics Sequence Logo""","""png""",1,part,9100000,8800000,"""large""","""bits""",,38082407,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2017-05-21 02:57:26.976101,106285,130.31783000000001
,,2015-09-17 16:41:07.603785,slurm_normal,,main_w2_handler0,2442126,10345801,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3620790605,fasta,4628903.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",21146494,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,25109518,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-09-17 16:49:23.399478,63411,495.795693
,,2018-01-20 05:39:19.833029,slurm_normal,,main_w3_handler1,3389069,18091329,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1807196363,fasta,12170700,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 33304721}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,43180905,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2018-01-20 05:43:59.925212,58353,280.09218300000003
,,2017-01-20 18:47:23.159827,slurm_normal,,main_w4_handler1,2961816,14831338,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1312275650,fasta,8991583.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/018/382/dataset_18382618.dat""","""auto""","""Intermediate strain M16826""",,"[{'src': 'hda', 'id': 28009984}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,35217326,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2017-01-20 18:52:29.935746,97697,306.77591900000004
,,2017-06-17 06:25:37.206188,slurm_normal,,main_w3_handler0,2843366,16121228,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4917565713,fasta,10202904.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 30061222}]","""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,38737491,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2017-06-17 06:33:42.584029,91624,485.37784100000005
,,2016-03-15 19:23:08.319613,slurm_normal,,main_w1_handler1,2634390,12145055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1166860541,fasta,6362975.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23852515,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-15 19:29:54.108598,65934,405.788985
,,2016-09-15 14:45:04.224938,slurm_normal,,main_w4_handler1,2805823,13857246,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",196094597,fasta,8080353.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d6c016d08cccbee'}]","""Insertion sequence""","""png""",0,complete,,,"""large""","""bits""",,31260620,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-09-15 14:49:53.074558,86640,288.84962
,,2016-04-08 05:52:07.636315,slurm_normal,,main_w2_handler0,2648269,12379148,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2423982568,fasta,6578606.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200005,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:16:04.585872,81481,1436.9495570000001
,,2015-07-23 10:11:51.885492,slurm_normal,,main_w2_handler0,2376952,9951968,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713437,fasta,4236937.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""classic""","""danRer7""",20494325,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""small""","""bits""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-23 10:20:02.415287,66680,490.52979500000004
,,2015-08-10 16:23:32.200375,slurm_normal,,main_w1_handler0,2405391,10093067,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",876220496,fasta,4368636.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",20736317,,"""short""","""png""",0,complete,,,"""large""","""probability""",,24632773,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-08-10 16:37:00.013661,31848,807.8132860000001
,,2015-10-07 18:03:27.355123,slurm_normal,,main_w1_handler0,2462138,10521444,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",404913944,fasta,4796065.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""classic""","""?""",21432087,,"""Nucleotide distribution barcoded cRNA RT-PCR""","""pdf""",0,complete,,,"""large""","""probability""",,25524813,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-10-07 18:14:45.188200,48605,677.833077
,,2015-05-05 07:45:19.364287,slurm_normal,,main_w1_handler0,2180330,9395381,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2196385386,fasta,3727485.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409877,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:10:12.807099,58303,1493.442812
,,2015-08-10 16:23:05.740236,slurm_normal,,main_w1_handler0,2405391,10093056,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",885320009,fasta,4368590.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",20736214,,"""long""","""png""",0,complete,,,"""large""","""probability""",,24632773,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-08-10 16:31:28.080236,31848,502.34000000000003
,,2016-04-08 05:52:08.217395,slurm_normal,,main_w2_handler0,2648269,12379151,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2555056111,fasta,6578623.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24200007,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 06:19:22.751673,81481,1634.534278
,,2016-03-17 15:40:18.380079,slurm_normal,,main_w2_handler0,2634390,12167398,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",914578899,fasta,6384441.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23852516,,"""Galaxy-Rgenetics Sequence Logo""","""png""",1,part,3,1,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-17 15:46:28.570423,65934,370.19034400000004
,,2015-05-05 12:17:39.597677,slurm_normal,,main_w2_handler1,2180330,9398834,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1885574815,fasta,3729916.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409878,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:30:05.451897,58303,745.85422
18.0,len,2016-03-31 17:51:24.521282,slurm_normal,,main_w2_handler0,2641886,12303027,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",528137607,fasta,6510935.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/014/924/dataset_14924769.dat""","""auto""","""?""",24090198,,"""Galaxy-Rgenetics Sequence Logo""","""logodata""",0,complete,,,"""large""","""bits""",,29186497,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-31 18:02:05.599656,63520,641.078374
,,2016-03-25 06:44:29.551150,slurm_normal,,main_w1_handler2,2642815,12248756,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",328139651,fasta,6460987.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""auto""","""hg19""",24012224,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29080134,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-25 06:50:18.621293,78891,349.07014300000003
,,2015-07-23 10:11:52.495893,slurm_normal,,main_w2_handler0,2376952,9951970,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4160713437,fasta,4236938.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""classic""","""danRer7""",20494329,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""small""","""bits""",,24255742,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-07-23 10:21:02.374440,66680,549.878547
,,2015-01-18 21:54:35.558829,rodeo_normal,,main_w1_handler0,2169445,8565208,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1597750926,fasta,2497881.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""auto""","""hg19""",18238252,,"""LH2A""","""png""",1,part,99999,1,"""large""","""bits""",,19976577,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-01-18 21:58:23.979877,52479,228.421048
,,2015-05-05 12:17:46.614922,slurm_normal,,main_w1_handler0,2180330,9398842,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1080036680,fasta,3729915.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409885,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:29:31.887095,58303,705.2721730000001
,,2015-05-05 13:06:50.223908,slurm_normal,,main_w1_handler0,2180330,9399144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2366448009,fasta,3730160.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409879,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 13:13:30.994883,58303,400.770975
,,2015-02-09 08:49:18.276410,rodeo_normal,,main_w2_handler0,2197521,8685634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31769607,fasta,2685281.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",18444203,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,21131894,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-02-10 02:37:06.765996,59339,64068.489586
,,2015-10-27 18:01:35.257138,slurm_normal,,main_w2_handler0,2466550,10746428,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4030204160,fasta,5005946.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",21769119,,"""p300 Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,25431936,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-10-27 18:11:16.230117,68038,580.972979
,,2015-05-12 09:48:59.753699,slurm_normal,,main_w1_handler1,1413034,9451996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3147141186,fasta,3777325.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19666971,,"""Galaxy-Rgenetics Sequence Logo""","""eps""",1,part,500,1,"""medium""","""bits""",,23027909,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-12 09:54:54.994210,33888,355.240511
,,2015-05-05 12:17:44.966949,slurm_normal,,main_w2_handler0,2180330,9398840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1117844700,fasta,3729909.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409883,,"""Chip-Seq Data Sequence logo""","""png""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 12:29:07.577863,58303,682.6109140000001
,,2015-05-05 07:45:21.199602,slurm_normal,,main_w1_handler1,2180330,9395383,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2366448009,fasta,3727486.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",19409879,,"""Chip-Seq Sequence Logo""","""jpeg""",0,complete,,,"""large""","""bits""",,22618366,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-05-05 08:10:50.516018,58303,1529.3164160000001
,,2016-04-08 05:52:04.822681,slurm_normal,,main_w1_handler1,2648269,12379142,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5193666275,fasta,6578463.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",24199999,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29469125,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-04-08 05:59:24.830340,81481,440.00765900000005
,,2016-03-15 16:36:57.845581,slurm_normal,,main_w2_handler0,2634390,12143559,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2664053870,fasta,6360865.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23848172,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",,29006234,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-15 16:46:41.026506,65934,583.180925
,,2016-03-11 18:02:39.157725,slurm_normal,,main_w1_handler0,2629322,12108955,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",420479004,fasta,6334296.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23783887,,"""All Salmonella NOT Arizonae -- Galaxy Discovery Motif""","""png""",0,complete,,,"""large""","""probability""",,28899345,error,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-03-12 01:54:57.385443,35618,28338.227718000002
