chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.genotype_likelihoods_model,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rod_bind,parameters.standard_min_confidence_threshold_for_calling,parameters.standard_min_confidence_threshold_for_emitting,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-02 09:09:21.854565,slurm_normal_16gb,,,,main_w3_handler0,2210340,15186224,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9337086.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""SNP""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28548941}]}}]",hg_g1k_v37,,cached,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 28038894}]}}}]","""30.0""","""30.0""",,,17682399092.0,bam,27334391284.0,vcf,,36289371.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-03-03 09:09:52.557973,59804,86430.703408
,,2017-03-02 09:12:26.727759,slurm_normal_16gb,,,,main_w3_handler0,2210340,15186248,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9347857.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""SNP""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28548941}]}}]",hg_g1k_v37,,cached,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 28038894}]}}}]","""30.0""","""30.0""",,,17682399092.0,bam,27334391284.0,vcf,,36289371.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-03-04 09:10:05.501436,59804,172658.77367700002
,,2017-03-13 11:09:51.736440,slurm_normal_16gb,,3457.0,bed,main_w4_handler1,3029081,15280514,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9427099.roundup,slurm,,corral-repl,,"""631cca4207dd11e7b3ba005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 28733420}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28734482}]}}]",,"[{'src': 'hda', 'id': 28733418}]",history,[],"""30.0""","""30.0""",3199905909.0,fasta,416732388.0,bam,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-03-14 15:50:38.516130,80563,103246.77969000001
,,2017-03-14 16:26:03.878037,slurm_normal_16gb,,3457.0,bed,main_w3_handler0,3031229,15293408,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9437422.roundup,slurm,,corral-repl,,"""9e74378808d211e79ea7005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 28754371}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28754434}]}}]",,"[{'src': 'hda', 'id': 28754367}]",history,[],"""30.0""","""30.0""",3199905909.0,fasta,416732391.0,bam,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-03-15 18:21:46.010835,80563,93342.132798
,,2017-05-12 09:47:16.154146,slurm_normal_16gb,,3457.0,bed,main_w4_handler1,3103808,15823156,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9925580.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29531050}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29531267}]}}]",,"[{'src': 'hda', 'id': 29531065}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29531028}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1511799931.0,bam,7572857398.0,vcf,,36747808.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-13 15:00:16.450795,83620,105180.29664900001
,,2017-05-16 12:33:08.443451,slurm_normal_16gb,,3457.0,bed,main_w4_handler0,3113279,15852412,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9968805.roundup,slurm,,corral-repl,,"""c64ecb143a3311e7b8f8005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29623369}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29623443}]}}]",,"[{'src': 'hda', 'id': 29623383}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29623359}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1511799930.0,bam,7572857398.0,vcf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-18 15:26:34.663374,83620,183206.219923
,,2017-05-17 11:24:29.357331,slurm_normal_16gb,,3457.0,bed,main_w3_handler0,3114881,15866516,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9980615.roundup,slurm,,corral-repl,,"""53e389643af311e7b31e005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29646237}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29646412}]}}]",,"[{'src': 'hda', 'id': 29646376}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29646231}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1018430228.0,bam,7572857398.0,vcf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-19 15:27:14.343903,83620,187364.98657200002
,,2017-05-18 15:58:28.023481,slurm_normal_16gb,,3457.0,bed,main_w3_handler1,3113279,15881568,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9991016.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29623369}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29623443}]}}]",,"[{'src': 'hda', 'id': 29623383}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29623359}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1511799930.0,bam,7572857398.0,vcf,,38052715.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-20 15:27:22.121447,83620,170934.097966
,,2017-05-19 16:05:10.166666,slurm_normal_16gb,,3457.0,bed,main_w4_handler0,3114881,15891465,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,9996321.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29646237}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29646412}]}}]",,"[{'src': 'hda', 'id': 29646376}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29646231}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1018430228.0,bam,7572857398.0,vcf,,38073186.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-21 15:27:58.009049,83620,170567.842383
,,2017-05-22 09:25:39.931238,slurm_normal_16gb,,3457.0,bed,main_w4_handler1,3121403,15904562,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10008951.roundup,slurm,,corral-repl,,"""948c0e7e3ed011e7bf8d005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29713208}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29713391}]}}]",,"[{'src': 'hda', 'id': 29713214}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29713205}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1511799927.0,bam,7572857398.0,vcf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-23 23:56:14.321650,83620,138634.390412
,,2017-05-25 11:59:41.910963,slurm_normal_16gb,,3457.0,bed,main_w3_handler1,3126582,15936283,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10035228.roundup,slurm,,corral-repl,,"""9be72b54414111e7bf65005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29768017}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29768058}]}}]",,"[{'src': 'hda', 'id': 29768021}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29768016}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1018842144.0,bam,7572857398.0,vcf,,,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-26 13:23:30.662919,83620,91428.75195600001
,,2017-07-17 04:05:23.233046,slurm_normal_16gb,,,,main_w4_handler0,3167313,16356643,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10420263.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510635}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,18820144.0,bam,,,,39348609.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-18 04:05:47.703182,108020,86424.470136
,,2017-07-17 04:05:22.326643,slurm_normal_16gb,,,,main_w4_handler1,3167313,16356642,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10420264.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510634}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,17691358.0,bam,,,,39348609.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-18 04:05:42.601130,108020,86420.274487
,,2017-07-17 04:05:25.282559,slurm_normal_16gb,,,,main_w4_handler1,3167313,16356646,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10431838.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30510638}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,16626205.0,bam,,,,39348609.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-07-20 17:51:14.929081,108020,308749.646522
